{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co./Last Name,First Name,Card ID,Card Status,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Addr 1 - City,Addr 1 - State,Addr 1 - Postcode,Addr 1 - Country,Addr 1 - Phone No. 1,Addr 1 - Phone No. 2,Addr 1 - Phone No. 3,Addr 1 - Fax No.,Addr 1 - Email,Addr 1 - WWW,Addr 1 - Contact Name,Addr 1 - Salutation,Addr 2 - Line 1,Addr 2 - Line 2,Addr 2 - Line 3,Addr 2 - Line 4,Addr 2 - City,Addr 2 - State,Addr 2 - Postcode,Addr 2 - Country,Addr 2 - Phone No. 1,Addr 2 - Phone No. 2,Addr 2 - Phone No. 3,Addr 2 - Fax No.,Addr 2 - Email,Addr 2 - WWW,Addr 2 - Contact Name,Addr 2 - Salutation,Addr 3 - Line 1,Addr 3 - Line 2,Addr 3 - Line 3,Addr 3 - Line 4,Addr 3 - City,Addr 3 - State,Addr 3 - Postcode,Addr 3 - Country,Addr 3 - Phone No. 1,Addr 3 - Phone No. 2,Addr 3 - Phone No. 3,Addr 3 - Fax No.,Addr 3 - Email,Addr 3 - WWW,Addr 3 - Contact Name,Addr 3 - Salutation,Addr 4 - Line 1,Addr 4 - Line 2,Addr 4 - Line 3,Addr 4 - Line 4,Addr 4 - City,Addr 4 - State,Addr 4 - Postcode,Addr 4 - Country,Addr 4 - Phone No. 1,Addr 4 - Phone No. 2,Addr 4 - Phone No. 3,Addr 4 - Fax No.,Addr 4 - Email,Addr 4 - WWW,Addr 4 - Contact Name,Addr 4 - Salutation,Addr 5 - Line 1,Addr 5 - Line 2,Addr 5 - Line 3,Addr 5 - Line 4,Addr 5 - City,Addr 5 - State,Addr 5 - Postcode,Addr 5 - Country,Addr 5 - Phone No. 1,Addr 5 - Phone No. 2,Addr 5 - Phone No. 3,Addr 5 - Fax No.,Addr 5 - Email,Addr 5 - WWW,Addr 5 - Contact Name,Addr 5 - Salutation,Notes,Identifiers,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Billing Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Tax Code,Credit Limit,Tax ID No.,Volume Discount %,Sales/Purchase Layout,Price Level,Payment Method,Payment Notes,Name on Card,Card Number,BSB,Account Number,Account Name,A.B.N. ,A.B.N. Branch,Account,Salesperson,Salesperson Card ID,Comment,Shipping Method,Printed Form,Freight Tax Code,Use Customer's Tax Code,Receipt Memo,Invoice/Purchase Order Delivery,Record ID,,,,
Retpro Management Pty Ltd,,Horsham,N,ABN:64155736771,"South Tower, Level 20",80 Collins Street,,MELBOURNE,VIC,3000,Australia,,,,,manager@horshamplaza.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,A,6802,,,,
Strongcast Pty Ltd,,*None,N,ABN: 99 152 334 453,17/1440 New Cleveland Road,,,Chandler,QLD,4155,,0423 715 901,,,,john@strongcast.com.au,,John Comino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6803,,,,
Centa Waterford Pty Ltd,,*None,N,"Unit 1, 1293 Logan Road",,,,Mt Gravatt,QLD,4122,,,,,,lynda@centa.net.au,,Lynda Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6804,,,,
"CorVal Newcastle Pty Ltd, as Trustee for",,*None,N,the Newcastle Property Trust,C/- Colliers International,,,,,,,,,,,PDFrem.invoices@colliers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6805,,,,
The Trust Company Limited ATF Grafton ROA Trust,,*None,N,C/- Knight Frank Australia Pty Ltd,PO Box 1052,,,Parramatta,NSW,2124,,,,,,UPLoad;to;Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6806,,,,
The Trustee for North Shore Asset Trust,,*None,N,C/- Knight Frank Australia Pty Ltd,PO Box 1952,,,North Sydney,NSW,2060,,,,,,upload;to;portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6807,,,,
Wingdom No 5 Pty Ltd,,*None,N,ACN 654 780 828,ABN 45 208 026 306,Dee Why Grand Centre Management,15-19 Pacific Parade,Dee Why,NSW,2099,,,,,,accounts.retail@raywhite.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6808,,,,
Prestige Floorcover Pty Ltd,,*None,N,Cresmead Business Park,Unit 19,5-21 Rai Drive,,Crestmead,QLD,4132,,0400 780 623Dean,,,,prestigefloorcover@yahoo.com,,Dean Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6809,,,,
Barwon Investment Partners,,*None,N,Gadigal Country,c/- Savills Pty Ltd,,,,,,,,,,,upload;to;portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6810,,,,
The Trustee for STRADA OFFICE FUND UNIT,,*None,N,TRUST,C/- CBRE (V) Pty Ltd,,,,,,,,,,,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6811,,,,
HL Burn & Associates,,*None,N,28 Ayers Street,,,,Curtin,ACT,2605,,1300 881 812,419276984,,,office@hlburn-associates.com,,Ian Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,EQUIPMENT SALES (AU)- 2022,GST,N,,P,6812,,,,
G4 Building Group ,,*None,N,PO Box 26 ,,,,Coffs Harbour ,NSW,2450,,0412 640 221,,,,office@g4group.com.au;phill@g4group.com.au,,Phill George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6813,,,,
Safetech Consultant,,*None,N,PO Box 125,,,,Werribee,VIC,3030,,0455 543 324,,,,nasser.cura@safetechconsult.com.au,,Nasser Cura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,EQUIPMENT SALES (AU)- 2022,GST,N,,P,6814,,,,
Speed Humps Australia,,*None,N,GPO Box 208,,,,Brisbane,QLD,4001,,1300 138 568,,,,info@speedhumpaustralia.com.au,,Jason Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6815,,,,
Johnson Tiles Australia,,*None,N,1/843 Mountain Highway,,,,Bayswater,VIC,3153,,03 9721 3300,,,PO REQUIRED,ap@johnsontiles.com.au,,Holly Budge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,A,6816,,,,
Menzie Designer Homes Pty Ltd,,*None,N,Suite 4,Boardwalk Professional Suites,Cnr Heron Street & Kingfisher Drive,,Peregian Beach,QLD,4573,,07 5228 3050,0452 422 930,,No PO Required,caroline@menzie.com.au,,Caroline Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6817,,,,
Sentinel Homemaker (Open Ended) Pty Ltd,,*None,N,ATF Sentinel Homemaker (Open Ended) Trust,C/- CBRE Pty Ltd,NSW Rents Trust,,,,,,,,,,PDF;reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,A,6818,,,,
Centuria Property Funds No. 4 Limited ATF Centuria,,Ipswich Home,N,Large Format Retail Trust No. 1,ABN: 38 313 537 765,"Level 41, Chifley Tower",2 Chifley Square,SYDNEY,NSW,2000,,,,,,alex.copley@centuria.com.au,,Alex Copley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,A,6819,,,,
John James Memorial Foundation Limited,,*None,Y,C/- Colliers,,,,,,,,,,,,rem.invoices@colliers.com,PO REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6820,,,,
CHI Property No.2 Pty Limited,,*None,N,C/- CBRE Pty Ltd,CBRE,,,,,,,,,,,PDF;COPY,reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6821,,,,
Era Polymers Pty Ltd,,*None,N,Locked Bag 7005,,,,Botany,NSW,1455,Australia,02 9666 3788,,,,ap@erapol.com.au,www.erapol.com.au,Jessica Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,EQUIPMENT SALES (AU)- 2022,GST,N,,A,6822,,,,
Ttf Yu Ten-hsi Family Trust And Others,,*None,N,c/- Savills (Qld) Pty Ltd,,,,,,,,0422 561 678,,,,Upload;to;Portal,,Chloe Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6823,,,,
Willcom Property Group,,*None,N,GPO Box 1873,,,,Brisbane,QLD,4001,,,,,,dean@willcomproperty.com.au,,Dean Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6824,,,,
STRADA Office Fund P/L ATF STRADA Office,,*None,N,Fund Unit Trust,C/- CBRE (V) Pty Ltd,,,,,,,,,,,PDF;reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6825,,,,
The Trustee for the 12 Moore Street Unit Trust,,*None,N,C/- Knight Frank Australia Pty Ltd,PO Box 5335,,,BRADDON,ACT,2612,,,,,,canberra.accounts@au.knightfrank.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,A,6826,,,,
Swinburne University of Technology,,*None,N,Campus and Asset Services (CAS),Level 2,1 Alfred Street,,Hawthorn,VIC,3122,,03 9214 5176Accounts,0427 815 243Sulakshan,,,maintenance@swin.edu.au,PO NUMBER REQUIRED,Sulakshana Devmini Thirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6827,,,,
PAS Group Investments Pty Ltd ATF Hove Shopping,,*None,N,Centre Trust,C/-o Leedwell Asset Management,"Level 1, 16 Hutt Street",,Adelaide,SA,5000,,,,,,asset.management@leedwell.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,A,6828,,,,
RHC Retail Pty Ltd,,*None,N,Rook Partners Asset Management ,ABN: 89 151 291 128,1 Somerset Avenue,,Narellan,NSW,2567,,1300 745 773,0417 228 517 Syed,,,reception@rookpartners.com.au,PO REQUIRED,Syed Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6829,,,,
Australian Signane Installations Pty Ltd,,*None,N,ABN: 91 609 691 051,2/76 Andrew Street,,,Wynnum,QLD,4178,,0427 148 885,,,,michael@asinstall.com.au,,Michael Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6830,,,,
Architectural Precast Concrete,,*None,N,30 Staple Street,,,,Seventeen Mile Rocks,QLD,4073,,0422 910 515,,,,thomas.a.weller@gmail.com,,Thomas Weller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6831,,,,
The Body Corporate of River Plaza CTS 27441,,*None,N,,,,,,,,,07 3846 7000,,,,info@riverplaza.com.au,,Alice Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,A,6833,,,,
Shine Lawyers,,Rkhptn,Y,"6c, 34 East Street",,,,Rockhampton,QLD,4700,,07 4431 2310,,,,timoras@shine.com.au,,Tiffany Moras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6834,,,,
Vocare Law,,*None,N,ABN 60 161 541 500,Suite 43,"Level 4, Royal Brisbane Place",17 Bowen Bridge Road,Herston ,QLD,4006,,07 3252 0011,,,07 3257 7890,,,Martin Churchill,NO PO# REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6835,,,,
iFab Steel Pty. Ltd.,,*None,N,15 Ada Street,,,,Coopers Plains,QLD,4108,,0481 207 562Todd,,,,accounts@ifabsteel.com,PO REQUIRED,Todd Eunson,todd.e@ifabstee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6836,,,,
The Trust Company (Australia) Limited as custodian,,*None,N,of Bieson Pty Limited trustee for LWR Mort Street,C/- CBRE (V) Pty Ltd,,,,,,,,,,,PDF,reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6838,,,,
The Trust Company (Australia) Limited as custodian,,SYD AVE,N,for Bieson Pty Limited as trustee for CH PFA Sydney,C/- CBRE (V) Pty Ltd,,,,,,,,,,,PDF,reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6839,,,,
Advent Facilities Management,,*None,N,1/747 Lytton Road,,,,Murarrie,QLD,4172,,0498 596 383,,,,denita@adventfm.com.au,,Denita Weale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6840,,,,
Newmark Capital (Chadstone) Property Trust,,*None,N,C/o Retail Projex,PO Box 7986,,,Northwest,NSW,2153,,0418 172 791,,,,accounts@retailprojex.com.au,,Kathy Bonnitcha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6841,,,,
BWP Management Ltd,,Bayswater,N,The Trustee For Bwp Trust,C/o Retail Projex,PO Box 7986,,Norwest,NSW,2153,,0418 172 791,,,,accounts@retailprojex.com.au,,Kathy Bonnitcha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,A,6842,,,,
MPG Funds Management,,RailwayParade,N,ABN: 81 102 843 809,"Level 3, 2-6 Railway Parade",,,Camberwell,VIC,3124,,03 9959 8966,,,,accounts@mpgproperty.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6843,,,,
Department of Energy and Public Works,,*None,Y,PO Box 86,,,,Mackay,QLD,4740,,409879311,,,,QBuild.invoices@epw.qld.gov.au,,Peter Murrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6844,,,,
Centrepoint Tamworth,,*None,N,374 Peel Street,,,,Tamworth,NSW,2340,,0422 408 911,02 6766 1073,,,jwise@centrepointtamworth.com.au,,Jamie Wise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6845,,,,
CLN AFT CPT No.25 AND CLCN ATF CDPT1,,Kings LangleySC,N,Kings Langley,CLN ATF Kings Langley Shopping Centre,C/- Jones Lang LaSalle ,328-336 North Rocks Road,North Rocks,NSW,2151,,,,,,hello@northrockscentre.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6846,,,,
CLN Pty Ltd atf the Challenger Lennox Trust,,Lennox Vill Ctr,N,CLN AFT Lennox Shopping Village,C/- Jones Lang LaSalle,328-336 North Rocks Road,,North Rocks,NSW,2151,,,,,,hello@northrockscentre.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6847,,,,
Mode and Legends Hairdressing Pty Ltd,,*None,N,Legends Barber,Shop 6,20 Main Street,,Ripley,QLD,4306,,07 3129 1110,0427 775 887Zak,,,fishingdownunder@bigpond.com,,Zak Piletic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6848,,,,
Childrens Trust Fund T/As Sanwick Pty Ltd,,*None,N,C/o Retail Projex,PO Box 7986,,,Norwest ,NSW ,2153,,0449 975 644,,,,accounts@retailprojex.com.au,,Ross Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6849,,,,
Novotel Sydney Darling Square,,*None,N,17 Little Pier Street,,,,Darling Harbour,NSW,2000,,,,,,novoteldarlingsquare.au.inv@marketboomer.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6850,,,,
Charter Hall Nominees Pty Limited/ Bieson Pty Ltd,,*None,N,C/- CBRE Pty Ltd,CBRE,,,,,,,,,,,PDF;ONLY,reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6851,,,,
Port Pacific Resort,,*None,N,6-14 Clarence Street,,,,Port Macquarie,2444,,,02 6583 8099,0410 807 099Maris,,,manager@portpacific.com.au,,Maris Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6852,,,,
Property and Government Insourcing,,*None,N,Infrastructure Canberra,ACT Government,GPO Box 158,,Canberra Ctiy,ACT,2609,,0466 868 541,,,,liam.blore@act.gov.au,,Liam Blore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6853,,,,
Garlick McGrath Properties Pty Ltd,,*None,N,PO Box 2231,,,,Burwood North,NSW,2134,,0412 505 932,,,,jhubbard@acmcg.com.au,,James Hubbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6854,,,,
Glad Retail Cleaning WA,,*None,N,PO Box 1276,West Leederville LPO,127 Cambridge Street,,West Leederville,WA,6007,,1300 283 233,0400 234 370,,,PDF,raj.thapaliya@gladgroupservices.com.au,Raj Thapaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6855,,,,
Vo Rogue Transport Pty Ltd,,*None,N,5 Omars Place,,,,Narre Warren South,VIC,3805,,0416 291 222,,,,harnes69@yahoo.com,,Andrew Obrien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,EQUIPMENT SALES (AU)- 2022,GST,N,,P,6856,,,,
RetPro Management Pty Ltd - c/o Lillybrook,,Lillybrook SV,N,Shopping Village,Attention: Accounts Payable,Centre Management Office,Old Gympie Rd & Brickworks Rd,Kallangur,QLD,4503,,,,,,lillybrookadmin@retprogroup.com.au,,Ciara Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,A,6857,,,,
Region Operations Pty Ltd,,*None,N,C/- Colliers,,,,,,,,,,,,PDF;rem.invoices@colliers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,6858,,,,
