{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Number,Item Name,Buy,Sell,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
ZZZ708,Munro Verification Kit,B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,N-T,1,1,0,2,"£1,250.00",,GST,,0,1,0,0,0,0,0,1250,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ4002,Training - Pendulum AS/NZ4663,,S,,,43003,,,,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,995,995,995,995,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ4003,Training - Pendulum SS485,,S,,,43003,,Introductory Training - Pendulum (SS 485),X,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ4004,Training - Pendulum BS7976,,S,,,43003,,Introductory Training - Pendulum (BS 7976),X,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ4005,Training -Pendulum CEN/TS16165,,S,,,43003,,Introductory Training - Pendulum (CEN/TS 16165),X,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ4006,Training - Pendulum ASTM E303,,S,,,43003,,Introductory Training - Pendulum (ASTM E303),X,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ4007,Training - Pendulum GB/T35153,,S,,,43003,,Introductory Training - Pendulum (GB/T 35153),X,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ4008,Training Pendulum Verification,,S,,,43003,,Introductory Training - Pendulum Verification ,X,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ4012,Training - Tortus AS/NZ4663,,S,,,43003,,Introductory Training - Tortus (AS/NZ 4663),X,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ4013,Training Tortus Verification,,S,,,43003,,Introductory Training - Tortus Verification ,X,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5001,Shipping Fee S1,,S,,,43003,,,,,,,,,,,,,,,,,£25.00,1,GST,,0,1,0,0,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5002,Shipping Fee S2,,S,,,43003,,,,,,,,,,,,,,,,,£50.00,1,GST,,0,1,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5003,Shipping Fee S3,,S,,,43003,,,,,,,,,,,,,,,,,£75.00,1,GST,,0,1,0,0,0,0,0,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5004,Shipping Fee S4,,S,,,43003,,,,,,,,,,,,,,,,,£100.00,1,GST,,0,1,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5005,Shipping Fee S5,,S,,,43003,,,,,,,,,,,,,,,,,£125.00,1,GST,,0,1,0,0,0,0,0,125,125,125,125,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5011,Shipping Fee S11,,S,,,43003,,,,,,,,,,,,,,,,,£275.00,1,GST,,0,1,0,0,0,0,0,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5013,Shipping Fee S13,,S,,,43003,,,,,,,,,,,,,,,,,£325.00,1,GST,,0,1,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5014,Shipping Fee S14,,S,,,43003,,,,,,,,,,,,,,,,,£350.00,1,GST,,0,1,0,0,0,0,0,350,350,350,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5015,Shipping Fee S15,,S,,,43003,,,,,,,,,,,,,,,,,£375.00,1,GST,,0,1,0,0,0,0,0,375,375,375,375,375,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5016,Shipping Fee S16,,S,,,43003,,,,,,,,,,,,,,,,,£400.00,1,GST,,0,1,0,0,0,0,0,400,400,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5101,Training Travel Fee T1 ,,S,,,43003,,,,,,,,,,,,,,,,,£500.00,1,GST,,0,1,0,0,0,0,0,500,500,500,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5102,Training Travel Fee T2 ,,S,,,43003,,,,,,,,,,,,,,,,,£750.00,1,GST,,0,1,0,0,0,0,0,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5103,Training Travel Fee T3,,S,,,43003,,,,,,,,,,,,,,,,,"£1,000.00",1,GST,,0,1,0,0,0,0,0,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5104,Training Travel Fee T4,,S,,,43003,,,,,,,,,,,,,,,,,"£1,250.00",1,GST,,0,1,0,0,0,0,0,1250,1250,1250,1250,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5105,Training Travel Fee T5,,S,,,43003,,,,,,,,,,,,,,,,,"£1,500.00",1,GST,,0,1,0,0,0,0,0,1500,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5111,Training Travel Fee T11,,S,,,43003,,Training Travel Fee A (International),X,,,,,,,,,,,,,,"£3,000.00",1,GST,,0,1,0,0,0,0,0,3000,3000,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5112,Training Travel Fee T12,,S,,,43003,,Training Travel Fee B (International),X,,,,,,,,,,,,,,"£3,250.00",1,GST,,0,1,0,0,0,0,0,3250,3250,3250,3250,3250,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5113,Training Travel Fee T13,,S,,,43003,,Training Travel Fee C (International),X,,,,,,,,,,,,,,"£3,500.00",1,GST,,0,1,0,0,0,0,0,3500,3500,3500,3500,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5114,Training Travel Fee T14,,S,,,43003,,Training Travel Fee D (International),X,,,,,,,,,,,,,,"£3,750.00",1,GST,,0,1,0,0,0,0,0,3750,3750,3750,3750,3750,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5115,Training Travel Fee T15,,S,,,43003,,Training Travel Fee E (International),X,,,,,,,,,,,,,,"£4,000.00",1,GST,,0,1,0,0,0,0,0,4000,4000,4000,4000,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ171,Wessex Head Pivot Lock Nut,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ172,Wessex Rear Frame Brass Nut,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ173,Wessex Arm Assemby Cover weigh,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ174,Wessex Rear Frame Foot Bot,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ175,Wessex Base Block,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ176,Wessex Rear Frame Block,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ177,Wessex Head Locking Bracket ,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ5006,Shipping Fee S6,,S,,,43003,,,,,,,,,,,,,,,,,£150.00,1,GST,,0,1,0,0,0,0,0,150,125,125,125,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5007,Shipping Fee S7,,S,,,43003,,,,,,,,,,,,,,,,,£175.00,1,GST,,0,1,0,0,0,0,0,175,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5008,Global Product Classification ,,S,,,43003,,,,,,,,,,,,,,,,,£200.00,1,GST,,0,1,0,0,0,0,0,200,175,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5000,GES- Pick up from ISTS HQ,,S,,,43003,,,,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5009,Shipping Fee S9,,S,,,43003,,,,,,,,,,,,,,,,,£225.00,1,GST,,0,1,0,0,0,0,0,225,225,225,225,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5010,Shipping Fee S10,,S,,,43003,,,,,,,,,,,,,,,,,£250.00,1,GST,,0,1,0,0,0,0,0,250,225,225,225,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5017,Shipping Fee S17,,S,,,43003,,,,,,,,,,,,,,,,,£425.00,1,GST,,0,1,0,0,0,0,0,425,400,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5018,Shipping Fee S18,,S,,,43003,,,,,,,,,,,,,,,,,£450.00,1,GST,,0,1,0,0,0,0,0,450,425,425,425,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5019,Shipping Fee S19,,S,,,43003,,,,,,,,,,,,,,,,,£475.00,1,GST,,0,1,0,0,0,0,0,475,450,450,450,450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5020,Shipping Fee S20,,S,,,43003,,,,,,,,,,,,,,,,,£500.00,1,GST,,0,1,0,0,0,0,0,500,475,475,475,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5021,Shipping Fee S21,,S,,,43003,,,,,,,,,,,,,,,,,£550.00,1,GST,,0,1,0,0,0,0,0,550,500,500,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5022,Shipping Fee S22,,S,,,43003,,,,,,,,,,,,,,,,,£600.00,1,GST,,0,1,0,0,0,0,0,600,550,550,550,550,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5023,Shipping Fee S23,,S,,,43003,,,,,,,,,,,,,,,,,£650.00,1,GST,,0,1,0,0,0,0,0,650,600,600,600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5024,Shipping Fee S24,,S,,,43003,,,,,,,,,,,,,,,,,£700.00,1,GST,,0,1,0,0,0,0,0,700,650,650,650,650,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5025,Shipping Fee S25,,S,,,43003,,,,,,,,,,,,,,,,,£750.00,1,GST,,0,1,0,0,0,0,0,750,700,700,700,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5100,Training Performed at ISTS HQ,,S,,,43003,,,,,,,,,,,,,,,,,£0.00,1,GST,,0,1,0,0,0,0,0,0,750,750,750,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5106,Training Travel Fee T6,,S,,,43003,,,,,,,,,,,,,,,,,"£1,750.00",1,GST,,0,1,0,0,0,0,0,1750,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5107,Training Travel Fee T7,,S,,,43003,,,,,,,,,,,,,,,,,"£2,000.00",1,GST,,0,1,0,0,0,0,0,2000,1750,1750,1750,1750,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5108,Training Travel Fee T8,,S,,,43003,,,,,,,,,,,,,,,,,"£2,250.00",1,GST,,0,1,0,0,0,0,0,2250,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5109,Training Travel Fee T9,,S,,,43003,,,,,,,,,,,,,,,,,"£2,500.00",1,GST,,0,1,0,0,0,0,0,2500,2250,2250,2250,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5110,Training Travel Fee T10,,S,,,43003,,,,,,,,,,,,,,,,,"£2,750.00",1,GST,,0,1,0,0,0,0,0,2750,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5116,Training Travel Fee T16,,S,,,43003,,,,,,,,,,,,,,,,,"£4,250.00",1,GST,,0,1,0,0,0,0,0,4250,4000,4000,4000,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5117,Training Travel Fee T17,,S,,,43003,,,,,,,,,,,,,,,,,"£4,500.00",1,GST,,0,1,0,0,0,0,0,4500,4250,4250,4250,4250,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5118,Training Travel Fee T18,,S,,,43003,,,,,,,,,,,,,,,,,"£4,750.00",1,GST,,0,1,0,0,0,0,0,4750,4500,4500,4500,4500,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5119,Training Travel Fee T19,,S,,,43003,,,,,,,,,,,,,,,,,"£5,000.00",1,GST,,0,1,0,0,0,0,0,5000,4750,4750,4750,4750,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5120,Training Travel Fee T20,,S,,,43003,,,,,,,,,,,,,,,,,"£5,250.00",1,GST,,0,1,0,0,0,0,0,5250,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5121,Training Travel Fee T21,,S,,,43003,,,,,,,,,,,,,,,,,"£5,500.00",1,GST,,0,1,0,0,0,0,0,5500,5250,5250,5250,5250,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5122,Training Travel Fee T22,,S,,,43003,,,,,,,,,,,,,,,,,"£5,750.00",1,GST,,0,1,0,0,0,0,0,5750,5500,5500,5500,5500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5123,Training Travel Fee T23,,S,,,43003,,,,,,,,,,,,,,,,,"£6,000.00",1,GST,,0,1,0,0,0,0,0,6000,5750,5750,5750,5750,5750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5124,Training Travel Fee T24,,S,,,43003,,,,,,,,,,,,,,,,,"£6,250.00",1,GST,,0,1,0,0,0,0,0,6250,6000,6000,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ5125,Training Travel Fee T25,,S,,,43003,,,,,,,,,,,,,,,,,"£6,500.00",1,GST,,0,1,0,0,0,0,0,6500,6250,6250,6250,6250,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ2010,Munro Float Glass,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£173.00,,GST,,0,1,0,0,0,0,0,173,173,173,173,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£96.17,,
ZZZ2011,Munro Pavigres Tiles,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£191.00,,GST,,0,1,0,0,0,0,0,191,173,173,173,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£107.87,,
ZZZ246,Tortus Slider Conditioning Jig,B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,GST,1,1,0,2,£55.00,,GST,,0,1,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ1131,Munro Beaing Spindle,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ178,Wessex Pendulum Pivot Bearing,B,S,I,11201,43003,50001,Wessex Pendulum Head Pivot Bearing,,,,,4,,,,,GST,,1,0,0,£15.00,,GST,,0,1,0,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£10.14,,
ZZZ179,Wessex Pendulum Foot Strap,,S,I,11201,43003,50001,Wessex Pendulum Foot Strap,,,,,4,,,,,,,,,0,£14.00,,GST,,0,1,0,0,0,0,0,14,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ180,Wessex Pendulum M8 Lock Nut,B,S,I,11201,43003,50001,Wessex Pendulum M8 Locking Nut,,,,,6,,,,,GST,,1,0,0,£1.00,,GST,,0,1,0,0,0,0,0,1,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.54,,
ZZZ181,Wessex MK1 Pointer Counter Bal,B,S,I,11201,43003,50001,Wessex Pendulum MK1 Pointer Counter Balance - For new Wessex Pendulum Model.,,,,,,,,,,N-T,,1,0,0,£199.00,,GST,,0,1,0,0,0,0,0,199,149,149,149,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£141.78,,
ZZZ182,Wessex Base (Loose),B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,1,£345.00,,GST,,0,1,0,0,0,0,0,345,149,149,149,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£245.99,,
ZZZ183,Wessex Base (Fixed),B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,1,£187.00,,GST,,0,1,0,0,0,0,0,187,345,345,345,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£132.99,,
ZZZ184,Wessex Main Spindle,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,1,£128.00,,GST,,0,1,0,0,0,0,0,128,187,187,187,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£91.28,,
ZZZ185,Wessex Intermediate Spindle,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,1,£184.00,,GST,,0,1,0,0,0,0,0,184,128,128,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£130.99,,
ZZZ186,Wessex Split Cotter,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,1,£69.00,,GST,,0,1,0,0,0,0,0,69,184,184,184,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£49.24,,
ZZZ187,Wessex Jacking Screw & Nut ,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,1,£227.00,,GST,,0,1,0,0,0,0,0,227,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£161.51,,
ZZZ188,Wessex Pendulum Pointer (ES),B,S,I,11201,43003,50001,,,,,,,,,Wessex Engineering,,N-T,,1,0,0,£245.00,,GST,,0,1,0,0,0,0,0,245,245,245,245,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£130.00,,
ZZZ189,Wessex Pendulum Point Ring (ES,B,S,I,11201,43003,50001,,,,,,,,,Wessex Engineering,,N-T,,1,0,0,£245.00,,GST,,0,1,0,0,0,0,0,245,245,245,245,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£130.00,,
ZZZ1132,Munro Pendulum Grub Screw,B,S,I,11201,43003,50001,,,,,,,,,Wynnum Bearings and Bolts,1132,GST,,1,0,0,£1.00,,GST,,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ247,Tortus USB Stick (Lexar),B,,I,11201,,,,,,,,,,,Wessex Engineering,,GST,,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ190,Wessex Pendulum Head Large,B,S,I,11201,43003,50001,,,,,,,,,Wynnum Bearings and Bolts,,GST,,1,0,0,£1.00,,GST,,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ1133,Encoder Sensor C/W Magnet,B,S,I,11201,43003,50001,,,,,,,,,Munro Instruments Limited,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£101.44,,
ZZZ1134,Munro Pendulum Flight Case,B,S,I,11201,43003,50001,,,,,,,,,Munro Instruments Limited,303390,N-T,,1,0,0,"£2,895.00",,GST,,0,1,0,0,0,0,0,2895,2895,2895,2895,2895,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ4009,Pendulum Calibration Procedure,,S,,,43003,,,,,,,,,,,,,,,,,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
