ContactName,AccountNumber,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,PhoneNumber,MobileNumber,FaxNumber,EmailAddress,Website,SAAttentionTo,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,Discount,TaxNumber,BankAccountNumber,BankAccountName,SalesAccount,DueDateSalesDay,DueDateSalesTerm
QIC Ltd ATF QIC Australia Core Plus Fund,1494-05,ABN 76849606305,C/- CBRE (C) Pty Ltd,,,,,,,,,,emuir@qic.com,,,,,,,,,,,0,,,,,31.0,3.0
PDA Marble and Granite Pty Ltd,,ABN: 40 616 438 754,26 Kendall North Avenue,,,Queanbeyan,NSW,2620,,02 6297 4443,0477 773 398 Eric,,stephane@pdamarble.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
RAM Property Asset Management Pty Limited,,C/O JLL,GPO Box 721,,,Canberra,ACT,2601,,,,,paminvoices.sydney@ap.jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Mackay Investment Trust,1017-01,C/Savills NSW Pty Ltd,,,,,,,,0438 178 101,,,jmiller@exploreproperty.com.au,,,,,,,,,,,0,,,,,31.0,3.0
itKOSSI,,PO Box 5709,,,,West End,QLD,4101,,0407 693 678Kos,,,kos@itkossi.com,,,,,,,,,,,0,,,,,31.0,3.0
Open Projects Group Pty Ltd,,ABN: 55 360 653 846,2 Commercial Drive,,,Ashmore,QLD,4214,,07 5528 4499,0415 791 970Dominic,,accounts@openprojects.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Accounts,,Sentinel Diversified Investmen (TR0032),NXS#: 047842 - SEN440,,,Brisbane,QLD,4000,Australia,07 3999 7105,,,PDF;COPY;ONLY,accounts@fortuna.com.au,,,,,,,,,,0,,,,,31.0,3.0
Fairmont Resort & Spa,,1 Sublime Point Road,,,,Leura,NSW,2780,,,,,accounts@fairmontresort.com.au,,,,,,,,,,,0,,,,,31.0,3.0
1 BCR Unit Trust,,ABN: 45 147 560 152,97 Longland Street,,,Woolloongabba,QLD,4102,,0403 669 848Paul,,,admin@pipecapital.com,,,,,,,,,,,0,,,,,31.0,3.0
Brisbane Racing Club Limited,1352-23,C/- First Asset Management,PO Box 7129,,,East Brisbane,QLD,4178,,07 3391 9500,,,Upload;to;Portal,,,,,,,,,,,0,,,,,31.0,3.0
ISPT Retail Australia Property Trust,,(Silkstone QLD),C/- Jones Lang LaSalle (QLD) Pty L,Cnr Telegraph & Norris Roads,,BRACKEN RIDGE,QLD,4017,,0422 620 092,,,IRAPTinvoices.pamaus@ap.jll.com,,,,,,,,,,,0,,,,,31.0,3.0
ISPT Retail Aust Prop Trust (Teetops QLD),,C/- Jones Lang LaSalle (QLD) Pty L,Cnr Telegraph & Norris Roads,,,BRACKEN RIDGE,QLD,4017,,422620092,,,IRAPTinvoices.pamaus@ap.jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Shen Zhen Bonad Instrument Co Ltd,,"C505 Hongdu Building,",45 District Bao'an,,,Shenzhen,,518100,China,+86 755 27337191,+86 135 2883 7771,,bnd@szbonad.com,,,,,,,,,,,0,,,,,31.0,3.0
Body Corporate for 48 Hall Street- CTS 12357,,48 Hall Street,,,,Northgate,QLD,4013,,0418 736 420Eric,,,invoicesqld@picagroup.com.au,,,,,,,,,,,0,,,,,31.0,3.0
J.E.B. Holdings Pty Ltd,,C/- Mortimore & Associates Lawyers,First Asset Management Pty Ltd,PO Box 7129,,East Brisbane,QLD,4169,,0455 888 198,,,jessie@firstassetmanagement.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Breeze Management Group,,5/16 Innovation Parkway,,,,Birtinya,QLD,4575,,07 5400 1644,0417 762 870Kate,,k.willson@breezemanagementgroup.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Conlan Property Group Pty Ltd ATF,,Conlan Family Trust No 2,C/- First Asset Management Pty Ltd,PO Box 7129,,East Brisbane,QLD,4169,,07 3391 9500,,,jessie@firstassetmanagement.com.au,,,,,,,,,,,0,,,,,31.0,3.0
1 Chapel Street Pty Ltd,,,,,,,,,,,,,PDF;COPY;ONLY,accountspayable.au@cushwake.com,,,,,,,,,,0,,,,,31.0,3.0
Prime Healthcare Townsville Sub Trust,1037-02,"Level 41, Chifley Tower",2 Chifley Square,,,Sydney,NSW,2000,,07 3905 7051,,,nick.devine@centuria.com.au,,,,,,,,,,,0,,,,,31.0,3.0
AMP Capital Investors Ltd,,50 Bridge Street,Indooroopilly Shopping Centre,Ref: Station & Musgrave Road Project,,Sydney,NSW,2000,,0481 013 188 Pam,,,pam.mcghee@ampcapital.com,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Elanor Investment Nominees Pty Limited As,50 Cavill Ave,Trustee for 50 Cavill Ave Property Trust,C/- JLL Property & Asset Management,"Level 5C, 64 Marine Parade",,Gold Coast,QLD,4215,,,,,elanor.ap@jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Growth Australia Pty Ltd,,260 Queen Street,,,,Brisbane,QLD,4000,,0488 488 319,,,Allie@growthaustralia.com.au,PO NUMBER REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Mid Valley Shopping Centre,,ABN: 75 935 871 905,PO Box 3114,,,Morwell,VIC,3841,,03 9613 9999,,,cgray@juilliard.com,,,,,,,,,,,0,,,,,31.0,3.0
Raine & Horne Commercial Gold Coast,,PO 1236,,,,Surfers Paradise,QLD,4217,,07 5592 6333,,,admin.goldcoast@rhc.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Westbury Constructions Pty Ltd,,ABN: 53 155 351 518,Unit 601,5 Celebration Drive,,Bella Vista,NSW,2153,,02 9186 2580,,,invoices@westbury.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Precision Slip Testing Pty Ltd,,33 Macintosh Street,,,,Mascot,NSW,2020,,0427 687 677,,,ared65@hotmail.com,,,,,,,,,,,0,,,,,31.0,3.0
Elevation CTS 52813,,15-17 Indooroopilly Road,,,,TARINGA,QLD,4068,,,,,creditors@capitolbca.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Barwon Atf Belconnen Investment Trust,,c/- Savills Nsw Pty Ltd,,,,,,,,0408 697 642,,,msukroo@savills.com.au,,,,,,,,,,,0,,,,,31.0,3.0
V2R Projects Pty Ltd,,ABN: 99 602 121 399,PO Box 5389,,,Mackay MC,QLD,4812,,0418 722 903,,,accounts@v2rprojects.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Nothling Building Group,,PO Box 242,,,,Moffat Beach,QLD,4551,,0400 249 792Accounts,0407 343 442Shane,,accounts@nbgroup.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Ulex Constructions Pty Ltd,,Unit 1,50 French Street,,,Eagle Farm,QLD,4009,,07 3868 3217,0401 694 171,,paul@ulex.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
The Trustee For Edn Family Trust,1369-15,PO Box 5075,,,,Townsville,QLD,4810,,,,,CPMAccounts@colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
The Trustee For Boter Family Trust,1369-33,PO Box 5075,,,,Townsville,QLD,4810,,07 4722 2444,0417 579 953,,PDF;COPY;ONLY,CPMAccounts@colliers.com,,,,,,,,,,0,,,,,31.0,3.0
The Trustee For Doubinski Family Trust,161 Hugh,PO Box 5075,,,,Townsville,QLD,4810,,07 4722 2444,0417 579 953,,CPMAccounts@colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
Jeen Poh,,RAM Aust Retail Prop Trust No2,NXS #: IND001 - RAM04B,GPO Box 3177,,Brisbane,QLD,4001,,,,,ramps.accounts@ram.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Commercial Flooring Specialists Ltd,,"510 Buchanan's Road, Yalhurst",,,,Christchurch,,7676,New Zealand,+64 274 733 085,,,kerin@commercialflooring.co.nz,,,,,,,,,,,0,,,,,31.0,3.0
Mineral Resources Lihir Pty Ltd,,c/- Trident Property Advisory Pty Ltd,GPO Box 2533,,,Brisbane,QLD,4000,,,,,PDF;ONLY;,pmaccounts@tridentproperty.com.au,,,,,,,,,,0,,,,,31.0,3.0
GWC Properties No. 2,,c/- Trident Property Advisory Pty Ltd,GPO Box 2533,,,Brisbane,QLD,4000,,,,,PDF;ONLY;,pmaccounts@tridentproperty.com.au,,,,,,,,,,0,,,,,31.0,3.0
Cameron Park Plaza,Cameron Park,C/- Colliers International,,,,,,,,,,,REM.Invoices@Colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
Splatt Lawyers,,PO Box 826,,,,Spring Hill,QLD,4004,,07 3230 1155,0488 001 748Joel,,cassandra@splattlawyers.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Polycell Broadbech Pty Ltd,,C/- First Asset Management Pty Ltd,PO Box 7129,,,East Brisbane,QLD,4169,,0458 880 070,,,facilities@firstassetmanagement.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Palazzo Versace,,94 Seaworld Drive,,,,Main Beach,QLD,4217,,07 5509 8000,0414 253 278Chris,,ap@palazzoversace.com.au,PO Number Required,eng.supervisor@,,,,,,,,,0,,,,,31.0,3.0
Blaze Projects,,Suite 3,13 Lawson Street,,,Byron Bay,NSW,2481,,02 6680 8018,0490 253 278Will,,brett@blazeprojects.com.au;,PO NUMBER REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Shopping Centres Australasia Property Group Re Ltd,Moggill/Brassal,C/- Knight Frank Australia Pty Ltd,GPO Box 146,,,Brisbane,QLD,4000,,0432 445 223 Junior,0425 206 386 Rhys,,PDF;PDF;ONLY,,,,,,,,,,,0,,,,,31.0,3.0
Bridgepoint,,6/17 Trevillian Quay,,,,Kingston,ACT,2604,,0434 203 259,,,accounts@pdamarble.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Beulah City Road Land Pty Ltd,,C/O Cushman & Wakefield Agency (VIC) Pty Ltd (Agent),,,,,,,,,,,PDF;COPY;ONLY,accountspayable.au@cushwake.com,,,,,,,,,,0,,,,,31.0,3.0
Marquette Investment Managers Pty Ltd,,ATF The Gold Tower Trust,ABN 88 907 148 251,c/- GPO Box 695,,Brisbane,QLD,4001,,,,,apinvoices@cpltd.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Shopping Centres Australasia Property Group Re Ltd,1325-06,C/- Knight Frank Australia Pty Ltd,GPO Box 146,,,BRISBANE,QLD,4000,,,,,kieren.malley@au.knightfrank.com,,,,,,,,,,,0,,,,,31.0,3.0
AM Crossroads Pty Ltd,,C/- Retail Projex,PO Box 4523,,,Casula,NSW,2170,,02 9600 6495,0413 755 144Monika,,monika@retailprojex.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Henry & Angela Pty Ltd ATF Henry Family Trust,,C/- First Asset Management,PO Box 7129,,,East Brisbane,QLD,4169,,,,,UPLOAD;TO;PORTAL,,,,,,,,,,,0,,,,,31.0,3.0
Airstep Australia Pty Ltd,,47 Morton Street,,,,Heathwood,QLD,4110,,03 9794 3730,0455 551 909,,samm@airstep.com.au,,,,,,,,,,,0,,,,,31.0,3.0
INTREC Facilities  Management Pty Ltd,IntrecNSW,ABN: 54 659 080 841,73 Reserve Road,,,Artarmon,NSW,2064,,1300 791 632,0451 308 537Brendan,,chloe.oo@intrec.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
CLN AFT Lennox Shopping Village,Lennox Village,C/- Jones Lang Lasalle,328-336 North Rocks Road,,,North Rocks,NSW,2151,,02 9872 1222,0421 500 872,,jason.croker@jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Brisbane BMW,,ABN: 25 089 545 853,800 Ann Street,,,Fortitude Valley,QLD,4006,,0422 169 735Wayne,,,wayne.lee@sdmg.com.au,,,,,,,,,,,0,,,,,31.0,3.0
South City Construct,,148 Logan Road,,,,Woolloongabba,QLD,4102,,0481 576 255,,,cameronv@southcityconstruct.com.au,PO Required,,,,,,,,,,0,,,,,31.0,3.0
Aqua Facilities Management,,PO Box 226,,,,Scarborough,QLD,4020,,0421 975 133Rachel,,,info@aquafm.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Stats Australia,,Unit 1/16 Production Road,,,,Canning Vale,WA,6155,Australia,0450 196 271,08 9455 3654,,jordan.mortimer@statsaustralia.com.au,,,,,,,,,,,0,,,,,31.0,3.0
NGP Investments (No. 2) Pty Ltd,,C/- First Asset Management Pty Ltd,PO Box 7129,,,East Brisbane,QLD,4169,,,,,PDF;COPY;ONLY,,,,,,,,,,,0,,,,,31.0,3.0
Uniting Global Pty Ltd,,Attention: Accounts,Unit 4,5 Townsend Street,,Malaga,WA,6090,,08 9353 1309,,,accounts@unitingglobal.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Heredity Investment No.1 Pty Ltd (Bloom),,C/O-Chase Commercial Pty Ltd,1/217 Logan Road,,,Woolloongabba,QLD,4102,,07 3216 0300,,,assets2@chasecommercial.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Colbridge Pty Ltd (BP),1025-01,C/O Chase Commercial Pty Ltd,1/217 Logan Road,,,Woolloongabba,QLD,4102,,07 3216 0300,,,assets@chasecommercial.com.au,,,,,,,,,,,0,,,,,31.0,3.0
The Hills Shire Council,530-01,"4-16 Terminus Street, Castle Hill",C/ SPG Property Management Pty Ltd,,,,,,,0478 075 223,,,cprats@stonebridge.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Garema Court Property Fund,,Jones Lang La Salle (ACT) P/L,"Canberra City Level 7, 121 Marcus Clark St",,,Canberra,ACT,2601,,,,,elanor.ap@ap.jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Tradeflex,,PO Box 6071,,,,South Yarra,VIC,3141,,03 9827 9000,,,PDFaccounts@tradeflex.com.au,accounts@tradeflex.com.au,,,,,,,,,,0,,,,,31.0,3.0
Trilogy Body Corporate CTS 36227,Sungrass Group,51 Hope Street,,,,Spring Hill,QLD,4000,,07 3831 3460,,,trilogy@sungrass.com.au,,,,,,,,,,,0,,,,,31.0,3.0
I.S.P.T. PTY LIMITED,Waurn Ponds,C/O CBRE (V) Pty Ltd,Level 34,8 Exhibition Street,,Melbourne,VIC,3000,,,,,PDF;reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
Cancer Council Queensland,1047-01,Charles Wanstall Apex Lodge,37 Fleming Rd,,,Herston,QLD,4006,,,,,accounting@cancerqld.org.au,,,,,,,,,,,0,,,,,31.0,3.0
Adgcon Constructions,,PO Box 328,,,,Surfers Paradise,QLD,4217,,0416 100 697Michael,,,construction@adgcon.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Noosa Bars Pty Ltd,Knock Knock,18 Hastings Street,,,,Noosa,QLD,4567,,0403 708 005Tony,,,info@knockknocknoosa.com,,,,,,,,,,,0,,,,,31.0,3.0
Coating Management Solutions,CMS Consultants,32 Alara Boulevard,,,,Cranbourne West Victorua,VIC,3977,Australia,0404 855 679,,,matthew@cmsconsultants.com.au,,,,,,,,,,,0,,,,,31.0,3.0
CPB Contractors Pty Limited,,Creditors Section,ABN 98 000 893 667,Cross River Rail - UNITY Alliance,PO Box 5000,Crows Nest,NSW,2065,,,,PO Required,risaccounts@unityalliance.com.au,,,,,,,,,,,0,,,,,31.0,3.0
LMB Property Investments Pty Ltd,,T/as Mayne Prestige Wholesale,ABN:  44150019668,Dealer licence: 3913925,304 Fison Ave East,Eagle Farm,QLD,4009,Australia,0450 474 917,,,mark@maynemotors.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Love Shack Brewing Company,,26 Hargraves Street,,,,Castlemaine,VIC,3450,,0403 886 419 Conna,,,accounts@loveshackbrewingco.beer,,,,,,,,,,,0,,,,,31.0,3.0
ISPT Retail Aust Property Trust (Kellyville NSW),,C/O CBRE Pty Ltd,Level 21,363 George Street,,Sydney,NSW,2000,,,,,PDF;reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
ISPT Retail Aust Property Trust (The Ponds NSW),,C/O CBRE Pty Ltd,Level 21,363 George Street,,Sydney,NSW,2000,,,,,PDF;reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
MacquarieBank Ltd to credit CTS 43595,,C/- Colliers International,,,,,,,,,,,rem.invoices@colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
Brisbane Development and Finance Pty Ltd,,C/- Colliers,,,,,,,,,,,rem.invoices@colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
Raven Products Pty Ltd,,PO Box 67,,,,Lonsdale,SA,5160,Australia,+61 8 8384 5455,,,purchasing@raven.com.au,andrew.raven@raven.com.au,,,,,,,,,,0,,,,,31.0,3.0
Tackelly No 6 Pty Ltd ATF Tackelly No 6,,C/- Colliers,,,,,,,,,,,rem.invoices@colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
Growthpoint Properties Australia Ltd,Box1987,C/O JLL,GPO Box 1987,,,Canberra,ACT,2601,,,,,growthpointact.invoices@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
AMP Capital Investors Ltd,,Locked Bag 50,,,,Royal Exchange,NSW,1225,,0466 914 832,02 9017 6989,,Upload;to;Portal,,,,,,,,,,,0,,,,,31.0,3.0
Pensar Building Pty Ltd,,8 Hockings Street,,,,South Brisbane,QLD,4101,,1300 083 042,,,invoices@pensar.com.au,PO REQUIRED. PDF REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
The Community Co,,Body Corporate Esplanade - CTS: 10337,ABN: 66 916 289 849,146-156 The Esplanade,,Burleigh Heads,QLD,4220,,0411 175 509,,PO REQUIRED,info@gt3developments.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Epoxy By Design,,hello@ebdfloors.com,,,,,,,,0437 748 590,,,hello@ebdfloors.com,,,,,,,,,,,0,,,,,31.0,3.0
Casagres,,C/- Brady Tiles Imports,85 Crockford Street,,,Northgate,QLD,4013,,07 3266 7477,0413 732 527 Matthew,,matthew@bradytiles.com.au,,,,,,,,,,,0,,,,,31.0,3.0
City Tiling Projects,,ABN 30603905668,,,,,,,,0452 023 112,,,kruse.b@citytilingprojects.com.au,BAD CLIENT ASK MICK BEFORE TO DO ANY JOB WITH THIS COMPANY,,,,,,,,,,0,,,,,31.0,3.0
Peak Equities Pty Ltd ATF Laver Drive Unit Trust,,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Level 3,1 Eagle Street,Brisbane,QLD,4000,,,,,PDF;COPY;ONLY,reasap.pacific@cbre.com,,,,,,,,,,0,,,,,31.0,3.0
34-39 Lake Street Pty Ltd ATF Cns Trust,,C/o Cairns Commercial Realty Pty Ltd T/A Ray White Commercial Cairns,PO Box 6625,,,Cairns,QLD,4870,,,,,accounts.commercialcairns@raywhite.com,,,,,,,,,,,0,,,,,31.0,3.0
Charter Hall Opportunity Fund 5,,C/- CBRE (C) Pty Ltd,CBRE,Locked Bag 2003,,Archerfield,QLD,4108,,,,,PDF;COPY;ONLY,reasap.pacific@cbre.com,,,,,,,,,,0,,,,,31.0,3.0
Mark Swinbourne T/A Strata Repair,,ABN: 14 428 014 580,Unit 4,117 Kedron Brook Road,,Wilston,QLD,4051,,0416 248 097Mark,,,Stratarepair@outlook.com,,,,,,,,,,,0,,,,,31.0,3.0
NEWS CORP AUST - BOWEN HILLS OFFICES,,Attn: FACILITIES QLD,ABN#98 008 438 828 (NEWS LTD),CNR MAYNE ROAD & CAMPBELL STREET,,BOWEN HILLS,QLD,4006,,,,PO Required,PDF,,,,,,,,,,,0,,,,,31.0,3.0
Perpetual Corporate Trust Ltd ATF EG Delta -,,ESG Property Fund A Ownership Trust No. 2,C/- CBRE (V) Pty Ltd,,,,,,,,,,PDF;COPY,reasap.pacific@cbre.com,,,,,,,,,,0,,,,,31.0,3.0
The Trust Company (Australia) Limited as,Mort Street,custodian of Bieson Pty Limited trustee for LWR Mort Street,C/- CBRE (V) Pty Ltd,,,,,,,,,,PDF,,,,,,,,,,,0,,,,,31.0,3.0
The Trust Company (Australia) Limited as custodian,594-30,and agent of Bieson Pty Limited,C/- Colliers International,,,,,,,,,,rem.invoices@colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
Central Fair No.7 Pty Ltd as trustee for the,1008-05,Central Fair No.7 Trust,ABN: 20 413 661 650,PO Box 772,,CLEVELAND,QLD,4163,,0412 649 873,,,jbrass@mdtpropertyandenergy.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Accounts,,Sentinel Regional Office Trust,(TR0031),NXS#: 047842 - SEN446,"Level 25, 240 Queen Street",BRISBANE,QLD,4000,Australia,,,,PDF;COPY;ONLY,accounts@fortuna.com.au,,,,,,,,,,0,,,,,31.0,3.0
Cancer Council Queensland,1047-02,Gluyas Rotary Lodge,553 Gregory Terrace,,,Fortitude Valley,QLD,4006,,,,,accounting@cancerqld.org.au,,,,,,,,,,,0,,,,,31.0,3.0
Shopping Centres Australasia Property Group Re Ltd,1325-28,C/- KF Townsville Pty Ltd As Mana,76 Gordon Street,,,MACKAY,QLD,4740,,,,,r1accounts@au.knightfrank.com,,,,,,,,,,,0,,,,,31.0,3.0
Jeen Poh,Elsie,RAM Aust Elsie St Burwood Trust,NXS#: IND001-RAM13B,GPO Box 3177,,Brisbane,QLD,4001,,,,,PDF;COPY,ramps.accounts@ram.com.au,,,,,,,,,,0,,,,,31.0,3.0
Multicap Limited,1056-01,PO Box 4013,,,,Eight Mile Plains,QLD,4113,,,,,PDF;ONLY,APEnquiries@multicapgroup.org.au,,,,,,,,,,0,,,,,31.0,3.0
Jewoo Pty Ltd ATF Jedab Family Trust,,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Locked Bag 2003,,Archerfield,QLD,4108,,,,,PDF;COPY,reasap.pacific@cbre.com,,,,,,,,,,0,,,,,31.0,3.0
Breeze Villas CTS 38822,,PO Box 287,,,,Mooloolaba,QLD,4557,,07 4124 4655 Kristy,,,invoices@kbw.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Rockpool CTS 37353,,PO Box 287,,,,Mooloolaba,QLD,4557,,07 5458 5458Kristy,,,invoices@kbw.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Hervey Bay Professional Chambers CTS34093,,PO Box 287,,,,Mooloolaba,QLD,4557,,07 5458 5458,,,invoices@kbw.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Trilogy Apartments Toowoomba CTS 37789,,ABN: 70 078 829 091,532 Ruthven Street,,,Toowoomba,QLD,4350,,07 4639 1955LIz,,,accounts@toowoombastrata.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Riverbar & Kitchen,,Level 71 Eagle Street,,,,Brisbane,QLD,4000,,07 3211 9020,,,wes.smith@solotel.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Cancer Council Queensland,1047-03,Central QLD Support Centre,553 Gregory Terrace,,,Fortitude Valley,QLD,4006,,,,,accounting@cancerqld.org.au,,,,,,,,,,,0,,,,,31.0,3.0
Cancer Council Queensland,1047-04,Marylyn Mayo Lodge,553 Gregory Terrace,,,Fortitude Valley,QLD,4006,,,,,accounting@cancerqld.org.au,,,,,,,,,,,0,,,,,31.0,3.0
Bielby Holdings Pty Ltd,,ABN: 36 052 188 600,PO Box 1553,,,Milton,QLD,4064,,07 3378 6938,,,invoices@bielby.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Calardu Queensland Pty Ltd,TWB,C/- Colliers Toowoomba,171 Hume Street,,,Toowoomba,QLD,4350,,0459 075 086,,,cpm@collierstwb.com,,,,,,,,,,,0,,,,,31.0,3.0
Cancer Council Queensland,1047-05,Olive McMahon Lodge,553 Gregory Terrace,,,Fortitude Valley,QLD,4006,,,,,accounting@cancerqld.org.au,,,,,,,,,,,0,,,,,31.0,3.0
Melton Investment Trust,Melton,c/- Savills NSW Pty Ltd,,,,,,,,,,,ghibbert@savills.com.au,,,,,,,,,,,0,,,,,31.0,3.0
SCA Metro Convenience Shopping Centre Fund,BRISBANE KF,C/- Knight Frank Australia Pty Ltd,GPO Box 146,,,Brisbane,QLD,4000,,0457 482 532,,,,,,,,,,,,,,0,,,,,31.0,3.0
Croydon Investment Trust,Croydon,c/- Savills NSW Pty Ltd,,,,,,,,0418 805 569,,,REM.Invoices@Colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
Veolia Energy Technical Services Pty Ltd,,ABN 46 064 584 587,Level 4,65 Pirrama Road,,Pyrmont,NSW,2900,,02 8571 0000,,,energysolutions.qld@veolia.com,,,,,,,,,,,0,,,,,31.0,3.0
Astra Building Services Pty Ltd,,13 Ebden Street,,,,Moorabbin,VIC,3189,,03 9532 2770,03 6237 0387Nikki,,accounts@astrabuilding.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Lions Haven For The Aged,,9 Pendraat Parade,,,,Hope Island,QLD,4212,,07 5530 8966,,,operations@lionshaven.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Mercure Sydney Wynyard,,7-9 York Street,,,,Wynyard,NSW,2000,,02 7255 2300,0427 118 511,,tim.martin@accor.com,,,,,,,,,,,0,,,,,31.0,3.0
Fairfield Property Holdings P/L,,Fairfield Chase Shopping Centre,c/- Real Commercial,PO Box 95,,Double Bay,NSW,1360,,1300 292 436,,,alana@rcommercial.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Northwest City Pty Limited ATF Norwest City Trust,,C/- Jones Lang LaSalle,4 Century Circuit,,,Norwest,NSW,2153,,,,,PDF;Norwest.Marketown@jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Mulpha Transport House Pty Ltd,,C/O JLL,99 Macquarie Street,,,Sydney,NSW,2000,,0430 096 647,,,Kiara.Brace@ap.jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Oak Tree Retirement Village,Warwick,12 O'Leary Street,,,,Warwick,QLD,4370,,0437 856 191Lynelle,,,vmwarwick@oaktreegroup.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Accounts,,Sentinel Regional Office Trust (TR0031),NXS #: 047842 - SEN434,"Level 25, 240 Queen Street",ABN 50 357 832 254,Brisbane,QLD,4000,Australia,,,,PDF;COPY;ONLY,accounts@fortuna.com.au,,,,,,,,,,0,,,,,31.0,3.0
Accounts,,Sentinel Regional Office Trust,(TR0031),NXS #: 047842 - SEN447,"Level 25, 240 Queen Street",Brisbane,QLD,4000,Australia,,,,PDF;COPY;ONLY,accounts@fortuna.com.au,,,,,,,,,,0,,,,,31.0,3.0
SP87087- Residential,,DP 1176581 -BMC,C/- Bright & Duggan,34-43 Alexander Street,,Crows Nest,NSW,2065,,02 9438 3133Acc,0428 869 452Mirco,,accpayable@bright-duggan.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
iScape Projects,,ABN: 65 169 721 868,PO Box 207,,,Horsley Park,NSW,2175,,02 9826 6677,0426 005 747Urmit,,urmit@iscpaeprojects.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Lee Legal Group,,36 Kingsway,,,,Cronulla,NSW,2230,,02 9527 7522,,,jw@llgroup.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Accounts,Woodlands,Sentinel Countrywide Retail Trust,(TR0006),NXS#: 047842 - SEN423,"Level 25, 240 Queen Street",Brisbane,QLD,4000,,,,,PDF;COPY;ONLY,accounts@fortuna.com.au,,,,,,,,,,0,,,,,31.0,3.0
Acure Funds Management Ltd AFT the,Emerald Lakes,Emerald Lakes Trust,C/- CBRE (C) Pty Ltd,QLD Rents Trust,,,,,,,,,PDF,reasap.pacific@cbre.com,,,,,,,,,,0,,,,,31.0,3.0
