*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Exchange Rate
Urban Utilities,,,,,,,,,,3037.0,,19/09/2022,19/09/2022,,,Water & Sewerage - HQ,1,279.72,,61105.0,BAS Excluded,0.00,Job,,,,,
PricewaterhouseCoopers (PWC),,,,,,,,,,3020.0,,20/09/2022,20/09/2022,,,Skilled lead auditor for Nikita Murtagh in November 2022,1,"1,359.09",,61804.0,GST on Expenses,135.91,Job,,,,,
Ink Station,,,,,,,,,,3021.0,,20/09/2022,20/09/2022,,,3 toners ,1,388.66,,61301.0,GST on Expenses,38.87,Job,,,,,
Metcash Food and Grocery Convenience Store,,,,,,,,,,3022.0,,21/09/2022,21/09/2022,,,Office supplies Lota,1,188.05,,61304.0,GST on Expenses,18.8,Job,,,,,
Silverkey Locksmiths,,,,,,,,,,3023.0,,23/09/2022,23/09/2022,,,Rekey system for GTCC,1,325,,62603.0,GST on Expenses,32.5,Job,,,,,
Australia Post,,,,,,,,,,3027.0,,27/09/2022,27/09/2022,,,Equipment sales postage Precision slip testing,1,27.77,,61301.0,GST on Expenses,2.78,Job,,,,,
Australia Post,,,,,,,,,,3027.0,,27/09/2022,27/09/2022,,,Equipment sales postage,1,11.55,,61301.0,GST on Expenses,1.15,Job,,,,,
SLH Mowing ,,,,,,,,,,3029.0,,28/09/2022,28/09/2022,,,Backyard maintenance,1,127.27,,61107.0,GST on Expenses,12.73,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,3080.0,,28/09/2022,28/09/2022,,,Speaker for Sydney apartment (invoice was not provided),1,90,,62713.0,GST on Expenses,9,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,3030.0,,30/09/2022,30/09/2022,,,12 months registration 861BK7,1,"1,045.3",,62004.0,GST Free Expenses,0.00,Job,,,,,
Woolworths,,,,,,,,,,3031.0,,30/09/2022,30/09/2022,,,Sydney apartment Laundry and bathroom,1,59.77,,62718.0,GST on Expenses,5.98,Job,,,,,
Trustees for Allegiance Marketing Unit Trust,,,,,,,,,,3032.0,,30/09/2022,30/09/2022,,,Matthew Logan membership Accor,1,399,,61511.0,BAS Excluded,0.00,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3034.0,,30/09/2022,30/09/2022,,,September 2022 cleaning GTCC,1,208,,61107.0,GST on Expenses,20.8,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3035.0,,30/09/2022,30/09/2022,,,September 2022 Cleaning in Lota,1,988.91,,61107.0,GST on Expenses,98.89,Job,,,,,
Red ICT,,,,,,,,,,3038.0,,30/09/2022,30/09/2022,,,Internet Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3038.0,,30/09/2022,30/09/2022,,,Internet Red ICT,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Empire Accountants,,,,,,,,,,3044.0,,30/09/2022,30/09/2022,,,Monthly agreement fee FY 2022-2023,1,"1,440",,60008.0,GST on Expenses,144,Job,,,,,
Empire Accountants,,,,,,,,,,3044.0,,30/09/2022,30/09/2022,,,Surcharge from the bank,1,1.44,,60008.0,BAS Excluded,0.00,Job,,,,,
Down To Earth Sparky,,,,,,,,,,3059.0,,30/09/2022,30/09/2022,,,Annual audit tagging for ISTS Lota,1,476.36,,60103.0,GST on Expenses,47.64,Job,,,,,
Down To Earth Sparky,,,,,,,,,,3059.0,,30/09/2022,30/09/2022,,,Credit card surcharge,1,11.96,,60103.0,BAS Excluded,0.00,Job,,,,,
Down To Earth Sparky,,,,,,,,,,3059.0,,30/09/2022,30/09/2022,,,Annual audit tagging for GTCC Wakerley (20% of the total of the invoice was calculated for tagging at the training centre as the invoice is not showing the value of the two places separated,1,118.64,,62628.0,GST on Expenses,11.86,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3061.0,,30/09/2022,30/09/2022,,,Car detailing 215XRP Joshua Walden and 559ZDV Nathan Martin,1,326.55,,62005.0,GST on Expenses,32.66,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3061.0,,30/09/2022,30/09/2022,,,For some reason there is a discrepancy between the value of the invoice and the bank statements,1,.64,,62005.0,GST on Expenses,.06,Job,,,,,
Seek Limited,,,,,,,,,,3062.0,,30/09/2022,30/09/2022,,,Advertisement for new technician,1,850,,60018.0,GST on Expenses,85,Job,,,,,
Kmart,,,,,,,,,,3070.0,,30/09/2022,30/09/2022,,,Steel caps and boots for Mick Walton slip test ,1,77.27,,61704.0,GST on Expenses,7.73,Job,,,,,
Trustees for Allegiance Marketing Unit Trust,,,,,,,,,,3128.0,,30/09/2022,30/09/2022,,,Accor membership for Matthew Logan,1,362.73,,61511.0,GST on Expenses,36.27,Job,,,,,
Trustees for Allegiance Marketing Unit Trust,,,,,,,,,,3128.0,,30/09/2022,30/09/2022,,,Discount,1,-40,,61511.0,BAS Excluded,0.00,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3039.0,,01/10/2022,01/10/2022,,,Nifty IT Secure Cloud Backup plan,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Citygreen,,,,,,,,,,3040.0,,01/10/2022,01/10/2022,,,HQ - Hire & maintenance of office plants,1,67.14,,61107.0,GST on Expenses,6.71,Job,,,,,
TNT Express,,,,,,,,,,3042.0,,01/10/2022,01/10/2022,,,Shipping - GES,1,346.46,,60027.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3060.0,,01/10/2022,01/10/2022,,,MYOB monthly subscription,1,145.45,,60017.0,GST on Expenses,14.55,Job,,,,,
Motorpass,,,,,,,,,,3063.0,,01/10/2022,01/10/2022,,,Fuel all cars in September 2022,1,"3,380.4",,62001.0,GST on Expenses,338.04,Job,,,,,
Riverland Marketing,,,,,,,,,,3041.0,,04/10/2022,04/10/2022,,,Uniforms CR and Team,1,"2,127.1",,61803.0,GST on Expenses,212.71,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3064.0,,04/10/2022,04/10/2022,,,Invoice payments fee ,1,341.99,,60017.0,GST on Expenses,34.2,Job,,,,,
Origin Energy,,,,,,,,,,3057.0,,05/10/2022,05/10/2022,,,Electricity bill in Lota,1,151.47,,61103.0,GST on Expenses,15.15,Job,,,,,
Bridgestone Select,,,,,,,,,,3048.0,,06/10/2022,06/10/2022,,,1 new tyre and alignment,1,362.73,,62005.0,GST on Expenses,36.27,Job,,,,,
Australia Wide First Aid,,,,,,,,,,3051.0,,06/10/2022,06/10/2022,,,"First aid CPR courses for Ntalie, Matthew and Nikita",1,368.18,,61804.0,GST on Expenses,36.82,Job,,,,,
iKou,,,,,,,,,,3054.0,,07/10/2022,07/10/2022,,,Fragrances for Sydney Apartment,1,108.91,,62718.0,GST on Expenses,10.89,Job,,,,,
Freedom Furniture,,,,,,,,,,3055.0,,07/10/2022,07/10/2022,,,Lota kitchenette items ,1,306.45,,61304.0,GST on Expenses,30.65,Job,,,,,
Temple & Webster,,,,,,,,,,3056.0,,07/10/2022,07/10/2022,,,2 chairs for Lota,1,599.95,,11302.0,GST on Capital,60,Job,,,,,
Odyssey Training,,,,,,,,,,3053.0,,08/10/2022,08/10/2022,,,Train the trainer for Ned Holzberger,1,960,,61804.0,GST on Expenses,96,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,3050.0,,10/10/2022,10/10/2022,,,Xero monthly subscription,1,26.36,,62623.0,GST on Expenses,2.64,Job,,,,,
Odyssey Training,,,,,,,,,,3052.0,,10/10/2022,10/10/2022,,,Excel training for admin team,1,"1,134.55",,61804.0,GST on Expenses,113.45,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,3058.0,,11/10/2022,11/10/2022,,,Shipping cost pendulum and spare parts invoice #003685,1,899.28,,60027.0,BAS Excluded,0.00,Job,,,,,
Sydney Water,,,,,,,,,,3077.0,,12/10/2022,12/10/2022,,,Water and sewerage Sydney apartment,1,160.18,,62716.0,GST Free Expenses,0.00,Job,,,,,
Easy Map,,,,,,,,,,3066.0,,14/10/2022,14/10/2022,,,Dubai wall map for Lota ,1,713.26,,62802.0,BAS Excluded,0.00,Job,,,,,
Vistaprint Australia,,,,,,,,,,3071.0,,14/10/2022,14/10/2022,,,Mouse pads for Lota,1,182.99,,61007.0,GST on Expenses,18.3,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,3112.0,,14/10/2022,14/10/2022,,,Printing - Intro training guides,1,"1,080",,61301.0,GST on Expenses,108,Job,,,,,
Better Online ,,,,,,,,,,3072.0,,15/10/2022,15/10/2022,,,Microsoft cloud,1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
Fiverr,,,,,,,,,,3078.0,,16/10/2022,16/10/2022,,,Logo design for Walton Global. Transaction made in USA dollars,1,115.8,,62629.0,BAS Excluded,0.00,Job,,,,,
SLH Mowing ,,,,,,,,,,3076.0,,18/10/2022,18/10/2022,,,Backyard maintenance in Lota,1,168.18,,61107.0,GST on Expenses,16.82,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,3083.0,,18/10/2022,18/10/2022,,,Shipping cost for invoice #0037803 pendulum bought on 06-10-2022,1,948.41,,60027.0,BAS Excluded,0.00,Job,,,,,
TR Calibration ,,,,,,,,,,3081.0,,19/10/2022,19/10/2022,,,Third party calibration of kern PCB 6000g weighing scale,1,382.5,,61711.0,GST on Expenses,38.25,Job,,,,,
Easy Map,,,,,,,,,,3082.0,,19/10/2022,19/10/2022,,,Shipping Dubai map that was purchased in UAE. This value included $9 surcharge from the bank.,1,272.31,,62802.0,BAS Excluded,0.00,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3084.0,,20/10/2022,20/10/2022,,,Car detailing 405XQC and 448BG4,1,442.05,,62005.0,GST on Expenses,44.2,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,3085.0,,20/10/2022,20/10/2022,,,Inductions for Chris Rezus,1,35,,60101.0,GST on Expenses,3.5,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3086.0,,20/10/2022,20/10/2022,,,Folding table for GPC slip test,1,40.82,,61704.0,GST on Expenses,4.08,Job,,,,,
Guardian Storage,,,,,,,,,,3090.0,,24/10/2022,24/10/2022,,,Rental storage in Melbourne,1,507.82,,61603.0,GST on Expenses,50.78,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,3087.0,,25/10/2022,25/10/2022,,,Electricity bill Sydney apartment,1,256.1,,62708.0,GST on Expenses,25.61,Job,,,,,
Tork Signs,,,,,,,,,,3088.0,,26/10/2022,26/10/2022,,,Presentation folders for training GPC,1,945.75,,61301.0,GST on Expenses,94.58,Job,,,,,
Tork Signs,,,,,,,,,,3089.0,,26/10/2022,26/10/2022,,,Business cards for Joshua Walden and Chris Rezuk,1,331,,60018.0,GST on Expenses,33.1,Job,,,,,
Rapid Global,,,,,,,,,,3094.0,,27/10/2022,27/10/2022,,,Induction,1,30,,60101.0,GST on Expenses,3,Job,,,,,
JB HI FI Pty Ltd,,,,,,,,,,3095.0,,28/10/2022,28/10/2022,,,2 workstation monitors for Joel Barnett and Carl Kleinhaus,1,808.17,,11302.0,GST on Capital,80.82,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3092.0,,31/10/2022,31/10/2022,,,October cleaning GTCC ,1,208,,62622.0,GST on Expenses,20.8,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3093.0,,31/10/2022,31/10/2022,,,October cleaning Lota,1,"1,112.52",,61107.0,GST on Expenses,111.25,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3096.0,,31/10/2022,31/10/2022,,,Car detailing 559ZDV and 589YSF,1,327.19,,62005.0,GST on Expenses,32.72,Job,,,,,
Office Works,,,,,,,,,,3097.0,,31/10/2022,31/10/2022,,,Stationary,1,92.73,,61301.0,GST on Expenses,9.27,Job,,,,,
Empire Accountants,,,,,,,,,,3099.0,,31/10/2022,31/10/2022,,,Monthly agreement fee FY 2022-2023,1,"1,440",,60008.0,GST on Expenses,144,Job,,,,,
Empire Accountants,,,,,,,,,,3099.0,,31/10/2022,31/10/2022,,,Surcharge from the bank,1,1.44,,60008.0,BAS Excluded,0.00,Job,,,,,
Red ICT,,,,,,,,,,3100.0,,31/10/2022,31/10/2022,,,Internet Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3100.0,,31/10/2022,31/10/2022,,,Internet GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Seek Limited,,,,,,,,,,3105.0,,31/10/2022,31/10/2022,,,Advertisement for testing technician position,1,850,,60018.0,GST on Expenses,85,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3101.0,,01/11/2022,01/11/2022,,,Monthly back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3103.0,,01/11/2022,01/11/2022,,,MYOB monthly subscription,1,145.45,,60017.0,GST on Expenses,14.55,Job,,,,,
Motorpass,,,,,,,,,,3107.0,,01/11/2022,01/11/2022,,,Fuel all cars October 2022,1,"2,824.11",,62001.0,GST on Expenses,282.41,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3111.0,,01/11/2022,01/11/2022,,,Testing equipment for Sydney apartment,1,25.48,,62710.0,GST on Expenses,2.55,Job,,,,,
Veritas Engineering Pty Ltd,,,,,,,,,,3119.0,,01/11/2022,01/11/2022,,,"Application, processing, printing and delivery of ASIC for Christopher Rezuk",1,299,,60101.0,GST on Expenses,29.9,Job,,,,,
Veritas Engineering Pty Ltd,,,,,,,,,,3119.0,,01/11/2022,01/11/2022,,,Surcharge for paying by credit card,1,5.92,,60101.0,BAS Excluded,0.00,Job,,,,,
Suttons Holden Arncliffe Pty Limited,,,,,,,,,,3179.0,,01/11/2022,01/11/2022,,,Car service 867BK7 . sERVICE CARRIED OUT 90.00KMs. Replace engine oil and oil & filter,1,290,,62005.0,GST on Expenses,29,Job,,,,,
Metcash Food and Grocery Convenience Store,,,,,,,,,,3106.0,,03/11/2022,03/11/2022,,,Office supplies Lota,1,171.77,,61304.0,GST on Expenses,17.18,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,3109.0,,03/11/2022,03/11/2022,,,Music pod for Sydney apartment,1,40,,62713.0,GST on Expenses,4,Job,,,,,
CM3 Contractor Management Pty Ltd,,,,,,,,,,3110.0,,03/11/2022,03/11/2022,,,JLL induction for Chris Rezuk,1,20,,60101.0,GST on Expenses,2,Job,,,,,
Parkpay Pty Ltd,,,,,,,,,,3113.0,,03/11/2022,03/11/2022,,,Parking fine 728WLM MW,1,55,,62003.0,BAS Excluded,0.00,Job,,,,,
Parkpay Pty Ltd,,,,,,,,,,3114.0,,03/11/2022,03/11/2022,,,Parking fine 923EL5  JB,1,55,,62003.0,BAS Excluded,0.00,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,3115.0,,03/11/2022,03/11/2022,,,Gas in Sydney apartment,1,67.67,,62711.0,GST on Expenses,6.77,Job,,,,,
SLH Mowing ,,,,,,,,,,3116.0,,03/11/2022,03/11/2022,,,Backyard mowing,1,90.91,,61107.0,GST on Expenses,9.09,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3118.0,,04/11/2022,04/11/2022,,,MYOB invoice payments fee,1,437.2,,60017.0,GST on Expenses,43.72,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,3295.0,,04/11/2022,04/11/2022,,,Gas bill in Sydney apartment,1,73.69,,62708.0,GST on Expenses,7.37,Job,,,,,
Supercheap Auto,,,,,,,,,,3184.0,,05/11/2022,05/11/2022,,,Magnetic trays for calibration,1,90.86,,61711.0,GST on Expenses,9.09,Job,,,,,
7- Eleven,,,,,,,,,,3117.0,,07/11/2022,07/11/2022,,,Petrol 156XIB,1,113.74,,62001.0,GST on Expenses,11.37,Job,,,,,
Kennards Self Storage Thebarton,,,,,,,,,,3121.0,,07/11/2022,07/11/2022,,,6 months rental storage in SA,1,747.27,,61602.0,GST on Expenses,74.73,Job,,,,,
Melbourne IT,,,,,,,,,,3123.0,,07/11/2022,07/11/2022,,,The pendulum.com. 1 year subscription,1,24.55,,61001.0,GST on Expenses,2.45,Job,,,,,
Origin Energy,,,,,,,,,,3126.0,,07/11/2022,07/11/2022,,,Electricity bill Lota,1,142.47,,61103.0,GST on Expenses,14.25,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3120.0,,08/11/2022,08/11/2022,,,Purchase of AU domain complete process eligibility,1,50,,61001.0,GST on Expenses,5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3120.0,,08/11/2022,08/11/2022,,,"Site back ups, webstore implementing GST field  added to invoice and resolve shipping issues. extensive sites testing",1,"1,000",,61001.0,GST on Expenses,100,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3120.0,,08/11/2022,08/11/2022,,,"Relocate desks and add set up adjacent  printer/scanner, staff password changes, creates Chris'profile on PC, laptop and phone, Ben's access removed, Josh''s MYOB resolved",1,700,,61001.0,GST on Expenses,70,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3120.0,,08/11/2022,08/11/2022,,,Webcentral premium cpanel hosting service renewal,1,470,,61001.0,GST on Expenses,47,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3120.0,,08/11/2022,08/11/2022,,,Credit card surcharge,1,48.84,,61001.0,BAS Excluded,0.00,Job,,,,,
Storage Capital Cambridge,,,,,,,,,,3124.0,,08/11/2022,08/11/2022,,,6 months rental storage in Tasmania,1,354.55,,61608.0,GST on Expenses,35.45,Job,,,,,
Rapid Global,,,,,,,,,,3122.0,,09/11/2022,09/11/2022,,,Induction for Carl Kleinhaus,1,35,,60101.0,GST on Expenses,3.5,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,3125.0,,10/11/2022,10/11/2022,,,Xero monthly subscription,1,26.36,,62623.0,GST on Expenses,2.64,Job,,,,,
Avantix,,,,,,,,,,3142.0,,10/11/2022,10/11/2022,,,Digital scan for UAE map ,1,55,,62802.0,BAS Excluded,0.00,Job,,,,,
MWA Plumbing Services,,,,,,,,,,3127.0,,11/11/2022,11/11/2022,,,Investigating and fixing leaking water in the bathroom Sydney Apartment,1,320,,62719.0,GST on Expenses,32,Job,,,,,
Element 14,,,,,,,,,,3131.0,,14/11/2022,14/11/2022,,,Weighing scale  for New Zealand facility,1,520.21,,61711.0,GST on Expenses,52.02,Job,,,,,
SLH Mowing ,,,,,,,,,,3132.0,,15/11/2022,15/11/2022,,,Backyard maintenance,1,152.73,,61107.0,GST on Expenses,15.27,Job,,,,,
Better Online ,,,,,,,,,,3135.0,,15/11/2022,15/11/2022,,,Monthly cloud subscription,1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
Miller's Tooling Pty Ltd,,,,,,,,,,3185.0,,15/11/2022,15/11/2022,,,Equipment for calibration ,1,180.55,,61711.0,GST on Expenses,18.06,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3186.0,,15/11/2022,15/11/2022,,,Testing equipment bought for the storage box in Melbourne (Invoice not provided by Mick),1,318.52,,61705.0,GST on Expenses,31.85,Job,,,,,
Melbourne IT,,,,,,,,,,3133.0,,17/11/2022,17/11/2022,,,Renewal acurem instruments yearly subscription,1,89.05,,61001.0,GST on Expenses,8.9,Job,,,,,
Bagworld,,,,,,,,,,3134.0,,17/11/2022,17/11/2022,,,Suitcase for Mick Walton,1,654.35,,61512.0,GST on Expenses,65.43,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3140.0,,19/11/2022,19/11/2022,,,2 Toilets seat for Lota each toilet seat$74.24,1,134.98,,61101.0,GST on Expenses,13.5,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3140.0,,19/11/2022,19/11/2022,,,Cash box,1,14.03,,61301.0,GST on Expenses,1.4,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3140.0,,19/11/2022,19/11/2022,,,Scotch tape (2),1,19.73,,61301.0,GST on Expenses,1.97,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3140.0,,19/11/2022,19/11/2022,,,Clothes ,1,27.27,,61304.0,GST on Expenses,2.73,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,3171.0,,20/11/2022,20/11/2022,,,Inductions,1,35,,60101.0,GST on Expenses,3.5,Job,,,,,
Urban Utilities,,,,,,,,,,3137.0,,21/11/2022,21/11/2022,,,Water and sewerage for GTCC,1,214.38,,62619.0,BAS Excluded,0.00,Job,,,,,
Riverland Marketing,,,,,,,,,,3138.0,,21/11/2022,21/11/2022,,,Uniforms for Adam Paloff,1,739.5,,61803.0,GST on Expenses,73.95,Job,,,,,
Rochele Painting,,,,,,,,,,3141.0,,21/11/2022,21/11/2022,,,Initial deposit to paint Lota ,1,876.75,,61101.0,GST on Expenses,87.68,Job,,,,,
Tork Signs,,,,,,,,,,3143.0,,23/11/2022,23/11/2022,,,Stickers calibration,1,75,,61711.0,GST on Expenses,7.5,Job,,,,,
National Storage Cannon Hill,,,,,,,,,,3144.0,,24/11/2022,24/11/2022,,,BNE Archive Storage,1,714.55,,61614.0,GST on Expenses,71.45,Job,,,,,
Australia Post,,,,,,,,,,3147.0,,24/11/2022,24/11/2022,,,ASIC renewal for carl Kleinahus,1,299,,60101.0,GST on Expenses,29.9,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3182.0,,25/11/2022,25/11/2022,,,Car detailing 969 EL5 AND 405XQC,1,326.92,,62005.0,GST on Expenses,32.69,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,3164.0,,26/11/2022,26/11/2022,,,Samsung dryer for Sydney Apartment,1,817.27,,62705.0,GST on Expenses,81.73,Job,,,,,
Origin Energy,,,,,,,,,,3146.0,,28/11/2022,28/11/2022,,,Electricity at the training centre,1,146.86,,62625.0,GST on Expenses,14.69,Job,,,,,
Tork Signs,,,,,,,,,,3149.0,,28/11/2022,28/11/2022,,,Supply and install Dubai map in Lota,1,327.6,,62802.0,GST on Expenses,32.76,Job,,,,,
Hiro Industrial Sewing Services,,,,,,,,,,3145.0,,29/11/2022,29/11/2022,,,Bags for control testing,1,444,,61704.0,GST on Expenses,44.4,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3151.0,,30/11/2022,30/11/2022,,,Lota cleaning in November 2022,1,"1,112.52",,61107.0,GST on Expenses,111.25,Job,,,,,
Empire Accountants,,,,,,,,,,3152.0,,30/11/2022,30/11/2022,,,Monthly agreement fee FY 2022-2023,1,"1,440",,60008.0,GST on Expenses,144,Job,,,,,
Empire Accountants,,,,,,,,,,3152.0,,30/11/2022,30/11/2022,,,Surcharge from the bank,1,1.44,,60008.0,BAS Excluded,0.00,Job,,,,,
Office Works,,,,,,,,,,3154.0,,30/11/2022,30/11/2022,,,Stationary for Lota,1,59.19,,61301.0,GST on Expenses,5.92,Job,,,,,
Office Works,,,,,,,,,,3156.0,,30/11/2022,30/11/2022,,,Amazon speaker for Lota,1,70,,60013.0,GST on Expenses,7,Job,,,,,
Office Works,,,,,,,,,,3156.0,,30/11/2022,30/11/2022,,,2 toners ,1,269.09,,61301.0,GST on Expenses,26.91,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3160.0,,30/11/2022,30/11/2022,,,November cleaning at the training centre,1,208,,62622.0,GST on Expenses,20.8,Job,,,,,
Red ICT,,,,,,,,,,3161.0,,30/11/2022,30/11/2022,,,Internet Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3161.0,,30/11/2022,30/11/2022,,,Internet GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,3176.0,,30/11/2022,30/11/2022,,,"Car service 150.000 kms, oil changed  405XQC",1,590.91,,62005.0,GST on Expenses,59.09,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3196.0,,30/11/2022,30/11/2022,,,Car detailing 589YSF and 049DV7.,1,327.19,,62005.0,GST on Expenses,32.72,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3150.0,,01/12/2022,01/12/2022,,,Monthly back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3155.0,,01/12/2022,01/12/2022,,,MYOB monthly subscription,1,145.45,,60017.0,GST on Expenses,14.55,Job,,,,,
AVIS AUSTRALIA,,,,,,,,,,3157.0,,01/12/2022,01/12/2022,,,Rental car reimbursed to Ned Holzberger as he paid with his personal credit card,1,154.78,,61506.0,GST on Expenses,15.48,Job,,,,,
Citygreen,,,,,,,,,,3158.0,,01/12/2022,01/12/2022,,,Plant hire in Lota ,1,67.14,,61107.0,GST on Expenses,6.71,Job,,,,,
SLH Mowing ,,,,,,,,,,3159.0,,01/12/2022,01/12/2022,,,Backyard maintenance,1,127.27,,61107.0,GST on Expenses,12.73,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,3162.0,,01/12/2022,01/12/2022,,,Rates Lota,1,"1,163.05",,61104.0,BAS Excluded,0.00,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,3163.0,,01/12/2022,01/12/2022,,,Car service 728WLM,1,454.55,,62005.0,GST on Expenses,45.45,Job,,,,,
Motorpass,,,,,,,,,,3168.0,,01/12/2022,01/12/2022,,,Fuel all cars from 1 November to 30 November 2022,1,"3,719.43",,62001.0,GST on Expenses,371.94,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,3180.0,,01/12/2022,01/12/2022,,,Rates for the training centre,1,720.7,,62617.0,BAS Excluded,0.00,Job,,,,,
Sealink South East Queensland,,,,,,,,,,3241.0,,01/12/2022,01/12/2022,,,Ferry to Bay Islander to do special slip test,1,137.73,,61514.0,GST on Expenses,13.77,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,3165.0,,02/12/2022,02/12/2022,,,.,1,0.00,,60013.0,GST on Expenses,0.00,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,3165.0,,02/12/2022,02/12/2022,,,Amazon Dot Alexan (Speaker0,1,35.45,,61007.0,GST on Expenses,3.55,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3167.0,,02/12/2022,02/12/2022,,,Maintenance items for GTCC,1,27.69,,62615.0,GST on Expenses,2.77,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,3170.0,,05/12/2022,05/12/2022,,,Shipping cost pendulum shipped 14-11-2022  WanmaLab invoice # 003742,1,907.2,,60027.0,BAS Excluded,0.00,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3172.0,,05/12/2022,05/12/2022,,,"Labour onsite15-11-2022, relocate Joshua, Mick's' license issue, changes MYOB invoice, create GPC login update, shortcut icon updates",1,500,,61001.0,GST on Expenses,50,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3172.0,,05/12/2022,05/12/2022,,,Hardware mini computer ,1,"1,990",,61001.0,GST on Expenses,199,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3172.0,,05/12/2022,05/12/2022,,,"Labour onsite 24-11-2022. Set up (Joel and NZ), set up Adam's profile and Iphone, General IT support",1,600,,61001.0,GST on Expenses,60,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3172.0,,05/12/2022,05/12/2022,,,Hardware ASUS ,1,950,,61001.0,GST on Expenses,95,Job,,,,,
