*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,Exchange Rate
 Zerofal Ltd,,,,,,,,,,74785.0,Inv 63 Stripe,05/07/2024,05/07/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,74796.0,Inv 64 Stripe,05/07/2024,05/07/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,74796.0,Inv 64 Stripe,05/07/2024,05/07/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Austral Bricks,,,,,,,,,,74863.0,Inv 65 Stripe,11/07/2024,11/07/2024,$100.00,TC006,Verif- 3M Pink Lap Film (P 10 ,2.0,50.0000,0%,43003.0,GST on Income,10.00,,,,,,,
 Austral Bricks,,,,,,,,,,74863.0,Inv 65 Stripe,11/07/2024,11/07/2024,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Austral Bricks,,,,,,,,,,74863.0,Inv 65 Stripe,11/07/2024,11/07/2024,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Austral Bricks,,,,,,,,,,74863.0,Inv 65 Stripe,11/07/2024,11/07/2024,$210.00,TC002,Slider 55 (TRL) Rubber Slider,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Austral Bricks,,,,,,,,,,74863.0,Inv 65 Stripe,11/07/2024,11/07/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Multiple Services,,,,,,,,,,74907.0,,15/07/2024,15/07/2024,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,74959.0,Inv 67 Stripe,18/07/2024,18/07/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,74959.0,Inv 67 Stripe,18/07/2024,18/07/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Multiple Services,,,,,,,,,,74986.0,Stripe Inv 00068-2024,22/07/2024,22/07/2024,$60.00,WL011,WammaLab Pendulum Bullseye Lvl,1.0,60.0000,0%,43003.0,GST on Income,6.00,,,,,,,
 Multiple Services,,,,,,,,,,74986.0,Stripe Inv 00068-2024,22/07/2024,22/07/2024,$60.00,,Freight Charge,1.0,25.0,0,,GST,0,,,,,,,
 Unimat NZ Ltd,,,,,,,,,,75004.0,,24/07/2024,24/07/2024,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,BAS Excluded,.00,Job,9005-Equipment Sale- AU,,,,,
 Unimat NZ Ltd,,,,,,,,,,75004.0,,24/07/2024,24/07/2024,$45.00,WL009,WammaLab Pendu level Feet Base,1.0,45.0000,0%,43003.0,BAS Excluded,.00,,,,,,,
 Unimat NZ Ltd,,,,,,,,,,75004.0,,24/07/2024,24/07/2024,$10.00,WL008,WammaLab Levelling Feet Knob,1.0,10.0000,0%,43003.0,BAS Excluded,.00,,,,,,,
 Multiple Services,,,,,,,,,,75005.0,,24/07/2024,24/07/2024,$325.00,SF014,Shipping Fee S13,1.0,325.0000,0%,43003.0,GST on Income,32.50,Job,9005-Equipment Sale- AU,,,,,
 Griptek Anti-Slip Solutions  Pty Ltd,,,,,,,,,,75013.0,Inv 69 Stripe,25/07/2024,25/07/2024,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Griptek Anti-Slip Solutions  Pty Ltd,,,,,,,,,,75013.0,Inv 69 Stripe,25/07/2024,25/07/2024,$360.00,M004,Munro Levelling Feet Asse-Rubb,2.0,180.0000,0%,43003.0,GST on Income,36.00,,,,,,,
 Griptek Anti-Slip Solutions  Pty Ltd,,,,,,,,,,75013.0,Inv 69 Stripe,25/07/2024,25/07/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Iconic Property Services Pty Ltd,,,,,,,,,,75024.0,,27/07/2024,27/07/2024,$57.50,TC014,Tortus Thermal Paper Roll,5.0,11.5000,0%,43003.0,GST on Income,5.75,Job,9005-Equipment Sale- AU,,,,,
 Iconic Property Services Pty Ltd,,,,,,,,,,75024.0,,27/07/2024,27/07/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Brisbane City Council,,,,,,,,,,75034.0,4800003335,29/07/2024,29/07/2024,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,Job,9005-Equipment Sale- AU,,,,,
 Brisbane City Council,,,,,,,,,,75034.0,4800003335,29/07/2024,29/07/2024,$630.00,TC002,Slider 55 (TRL) Rubber Slider,6.0,105.0000,0%,43003.0,GST on Income,63.00,Job,9005-Equipment Sale- AU,,,,,
 Brisbane City Council,,,,,,,,,,75034.0,4800003335,29/07/2024,29/07/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Austral Bricks,,,,,,,,,,75089.0,,05/08/2024,05/08/2024,"$4,375.00",WL002,WammaLab Pendulum (Used)- split payment #1,1.0,"8,750.0000",50%,43003.0,GST on Income,437.50,Job,9005-Equipment Sale- AU,,,,,
 Austral Bricks,,,,,,,,,,75089.0,,05/08/2024,05/08/2024,$325.00,SF014,Shipping Fee S13,1.0,325.0000,0%,43003.0,GST on Income,32.50,Job,9005-Equipment Sale- AU,,,,,
 Austral Bricks,,,,,,,,,,75090.0,,05/08/2024,05/08/2024,"$4,375.00",WL002,WammaLab Pendulum (Used)- split payment for one unit #2,1.0,"8,750.0000",50%,43003.0,GST on Income,437.50,Job,9005-Equipment Sale- AU,,,,,
 SlipAware,,,,,,,,,,75107.0,Inv 70 Stripe,07/08/2024,07/08/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 SlipAware,,,,,,,,,,75107.0,Inv 70 Stripe,07/08/2024,07/08/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,75123.0,Inv 71 Stripe,09/08/2024,09/08/2024,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,75123.0,Inv 71 Stripe,09/08/2024,09/08/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75132.0,Inv 72 Stripe,12/08/2024,12/08/2024,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75132.0,Inv 72 Stripe,12/08/2024,12/08/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,75157.0,Inv 73 Stripe,15/08/2024,15/08/2024,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,75157.0,Inv 73 Stripe,15/08/2024,15/08/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,75184.0,Inv 74 Stripe,16/08/2024,16/08/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,75184.0,Inv 74 Stripe,16/08/2024,16/08/2024,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,75184.0,Inv 74 Stripe,16/08/2024,16/08/2024,$190.00,TC010,Verif WL Pavigress Tile,1.0,190.0000,0%,43003.0,GST on Income,19.00,,,,,,,
 Slip Assessment Services,,,,,,,,,,75184.0,Inv 74 Stripe,16/08/2024,16/08/2024,$90.00,TC004,Slider Backing Plate,2.0,45.0000,0%,43003.0,GST on Income,9.00,,,,,,,
 Slip Assessment Services,,,,,,,,,,75184.0,Inv 74 Stripe,16/08/2024,16/08/2024,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Slip Assessment Services,,,,,,,,,,75184.0,Inv 74 Stripe,16/08/2024,16/08/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Sliptest Australia Pty Ltd,,,,,,,,,,75205.0,Inv 75 Stripe,20/08/2024,20/08/2024,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,,,,,,,
 Sliptest Australia Pty Ltd,,,,,,,,,,75205.0,Inv 75 Stripe,20/08/2024,20/08/2024,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Sliptest Australia Pty Ltd,,,,,,,,,,75205.0,Inv 75 Stripe,20/08/2024,20/08/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 SlipLab,,,,,,,,,,75254.0,Inv 76 Stripe,27/08/2024,27/08/2024,$945.00,TC001,Slider 96 (4S) Rubber Sliders,9.0,105.0000,0%,43003.0,GST on Income,94.50,,,,,,,
 SlipLab,,,,,,,,,,75254.0,Inv 76 Stripe,27/08/2024,27/08/2024,$525.00,TC002,Slider 55 (TRL) Rubber Slider,5.0,105.0000,0%,43003.0,GST on Income,52.50,,,,,,,
 SlipLab,,,,,,,,,,75254.0,Inv 76 Stripe,27/08/2024,27/08/2024,$80.00,M023,Munro Pendulum Felt Friction R,2.0,40.0000,0%,43003.0,GST on Income,8.00,,,,,,,
 SlipLab,,,,,,,,,,75254.0,Inv 76 Stripe,27/08/2024,27/08/2024,$50.00,M019,Munro Pendulum Bullseye Level,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 SlipLab,,,,,,,,,,75254.0,Inv 76 Stripe,27/08/2024,27/08/2024,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 SlipLab,,,,,,,,,,75254.0,Inv 76 Stripe,27/08/2024,27/08/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,75301.0,Inv 77 Stripe,30/08/2024,30/08/2024,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,,,,,,,
 Labosport Aust. Pty Ltd,,,,,,,,,,75307.0,Inv 78 Stripe,02/09/2024,02/09/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Labosport Aust. Pty Ltd,,,,,,,,,,75307.0,Inv 78 Stripe,02/09/2024,02/09/2024,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Labosport Aust. Pty Ltd,,,,,,,,,,75307.0,Inv 78 Stripe,02/09/2024,02/09/2024,$90.00,TC004,Slider Backing Plate,2.0,45.0000,0%,43003.0,GST on Income,9.00,,,,,,,
 The Coatings Consultancy,,,,,,,,,,75361.0,Inv 79 Stripe,09/09/2024,09/09/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 The Coatings Consultancy,,,,,,,,,,75361.0,Inv 79 Stripe,09/09/2024,09/09/2024,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 The Coatings Consultancy,,,,,,,,,,75361.0,Inv 79 Stripe,09/09/2024,09/09/2024,$45.00,TC004,Slider Backing Plate,1.0,45.0000,0%,43003.0,GST on Income,4.50,,,,,,,
 The Coatings Consultancy,,,,,,,,,,75361.0,Inv 79 Stripe,09/09/2024,09/09/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Acousto- Scan Pty Ltd,,,,,,,,,,75365.0,Inv 80 Stripe,10/09/2024,10/09/2024,$60.00,WL011,WammaLab Pendulum Bullseye Lvl,1.0,60.0000,0%,43003.0,GST on Income,6.00,,,,,,,
 Acousto- Scan Pty Ltd,,,,,,,,,,75365.0,Inv 80 Stripe,10/09/2024,10/09/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Acousto- Scan Pty Ltd,,,,,,,,,,75365.0,Inv 80 Stripe,10/09/2024,10/09/2024,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Acousto- Scan Pty Ltd,,,,,,,,,,75365.0,Inv 80 Stripe,10/09/2024,10/09/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Slip Doctors Sydney Pty Ltd,,,,,,,,,,75553.0,,30/09/2024,30/09/2024,"$10,975.00",WL001,WammaLab Pendulum,1.0,"10,975.0000",0%,43003.0,GST on Income,"1,097.50",,,,,,,
 Slip Doctors Sydney Pty Ltd,,,,,,,,,,75553.0,,30/09/2024,30/09/2024,"$1,995.00",IT001,Int Train- Pendulum (AS 4663),1.0,"1,995.0000",0%,43003.0,GST on Income,199.50,,,,,,,
 Slip Doctors Sydney Pty Ltd,,,,,,,,,,75553.0,,30/09/2024,30/09/2024,"$1,450.00",B002,Pendulum Onsite Testing Pack,1.0,"1,450.0000",0%,43003.0,GST on Income,145.00,,,,,,,
 Slip Doctors Sydney Pty Ltd,,,,,,,,,,75553.0,,30/09/2024,30/09/2024,"$1,450.00",B003,WL Pendulum Verification Kit,1.0,"1,450.0000",0%,43003.0,GST on Income,145.00,,,,,,,
 QED Environmental Services,,,,,,,,,,75555.0,Strip Inv-00081-2024,30/09/2024,30/09/2024,$525.00,TC001,Slider 96 (4S) Rubber Sliders,5.0,105.0000,0%,43003.0,GST on Income,52.50,,,,,,,
 QED Environmental Services,,,,,,,,,,75555.0,Strip Inv-00081-2024,30/09/2024,30/09/2024,$525.00,,Freight Charge,1.0,25.0,0,,GST,0,,,,,,,
 QED Environmental Services,,,,,,,,,,75555.0,Strip Inv-00081-2024,30/09/2024,30/09/2024,$100.00,TC006,Verif- 3M Pink Lap Film (P 10 ,2.0,50.0000,0%,43003.0,GST on Income,10.00,,,,,,,
 Forward Access,,,,,,,,,,75593.0,Inv 82 Stripe,07/10/2024,07/10/2024,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 Forward Access,,,,,,,,,,75593.0,Inv 82 Stripe,07/10/2024,07/10/2024,$95.00,WL044,WammaLab Pen Slder Msure Tool ,1.0,95.0000,0%,43003.0,GST on Income,9.50,,,,,,,
 SlipLab,,,,,,,,,,75601.0,Inv 83 Stripe,08/10/2024,08/10/2024,$260.00,M026,Pointer Adjustment Strike,2.0,130.0000,0%,43003.0,GST on Income,26.00,,,,,,,
 SlipLab,,,,,,,,,,75601.0,Inv 83 Stripe,08/10/2024,08/10/2024,$20.00,M033,Munro Pendulum Slider Pin,2.0,10.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 SlipLab,,,,,,,,,,75601.0,Inv 83 Stripe,08/10/2024,08/10/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Safe Floors Australia,,,,,,,,,,75602.0,Inv 84 Stripe,08/10/2024,08/10/2024,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 HL Burn & Associates,,,,,,,,,,75631.0,85 Inv Stripe,11/10/2024,11/10/2024,$115.00,TC003,Tortus Slider (Pack of 6),1.0,115.0000,0%,43003.0,GST on Income,11.50,,,,,,,
 HL Burn & Associates,,,,,,,,,,75631.0,85 Inv Stripe,11/10/2024,11/10/2024,$6.00,WS011,Wessex Tortus Paper Rolls,1.0,6.0000,0%,43003.0,GST on Income,.60,,,,,,,
 HL Burn & Associates,,,,,,,,,,75631.0,85 Inv Stripe,11/10/2024,11/10/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75649.0,Inv 86 Stripe ,14/10/2024,14/10/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75649.0,Inv 86 Stripe ,14/10/2024,14/10/2024,$45.00,TC004,Slider Backing Plate,1.0,45.0000,0%,43003.0,GST on Income,4.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75649.0,Inv 86 Stripe ,14/10/2024,14/10/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Safetech Consultant,,,,,,,,,,75653.0,,14/10/2024,14/10/2024,$650.00,IC004,Calibration-Tortus,1.0,650.0000,0%,43003.0,GST on Income,65.00,,,,,,,
 Safetech Consultant,,,,,,,,,,75670.0,,16/10/2024,16/10/2024,$120.00,WS026,Wessex Tortus 3 Flight Case,1.0,120.0000,0%,43003.0,GST on Income,12.00,Job,9005-Equipment Sale- AU,,,,,
 InterSafe,,,,,,,,,,75696.0,INV 87 Stripe,21/10/2024,21/10/2024,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,75697.0,Inv 88 Stripe,21/10/2024,21/10/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,75697.0,Inv 88 Stripe,21/10/2024,21/10/2024,$115.00,TC003,Tortus Slider (Pack of 6),1.0,115.0000,0%,43003.0,GST on Income,11.50,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,75697.0,Inv 88 Stripe,21/10/2024,21/10/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 InterSafe,,,,,,,,,,75698.0,Inv 89 Stripe,21/10/2024,21/10/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 InterSafe,,,,,,,,,,75699.0,Inv 90 Stripe,21/10/2024,21/10/2024,$135.00,TC004,Slider Backing Plate,3.0,45.0000,0%,43003.0,GST on Income,13.50,,,,,,,
 InterSafe,,,,,,,,,,75700.0,Inv 91 Stripe,21/10/2024,21/10/2024,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75743.0,Inv 92 Stripe,24/10/2024,24/10/2024,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,75761.0,Inv 93 Stripe,28/10/2024,28/10/2024,$115.00,TC003,Tortus Slider (Pack of 6),1.0,115.0000,0%,43003.0,GST on Income,11.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,75761.0,Inv 93 Stripe,28/10/2024,28/10/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75775.0,Inv 94 Stripe,28/10/2024,28/10/2024,$295.00,M010,Munro Pend Spring Tension Ass,1.0,295.0000,0%,43003.0,GST on Income,29.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75775.0,Inv 94 Stripe,28/10/2024,28/10/2024,$250.00,IC003,Equipment Repair- Labour (1hr),2.0,125.0000,0%,43003.0,GST on Income,25.00,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,75775.0,Inv 94 Stripe,28/10/2024,28/10/2024,$525.00,IC006,Post Repair Instrument Calibra,1.0,525.0000,0%,43003.0,GST on Income,52.50,,,,,,,
 Era Polymers Pty Ltd,,,,,,,,,,75776.0,74266,28/10/2024,28/10/2024,"$10,975.00",WL001,WammaLab Pendulum,1.0,"10,975.0000",0%,43003.0,GST on Income,"1,097.50",Job,9005-Equipment Sale- AU,,,,,
 Era Polymers Pty Ltd,,,,,,,,,,75776.0,74266,28/10/2024,28/10/2024,$325.00,SF014,Shipping Fee S13,1.0,325.0000,0%,43003.0,GST on Income,32.50,Job,9005-Equipment Sale- AU,,,,,
 Multiple Services,,,,,,,,,,75793.0,Inv 95 Stripe,30/10/2024,30/10/2024,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,,,,,,,
 Multiple Services,,,,,,,,,,75793.0,Inv 95 Stripe,30/10/2024,30/10/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Ceramic Consultants,,,,,,,,,,75808.0,INV 96 Stripe,30/10/2024,30/10/2024,$525.00,TC001,Slider 96 (4S) Rubber Sliders,5.0,105.0000,0%,43003.0,GST on Income,52.50,,,,,,,
 Ceramic Consultants,,,,,,,,,,75808.0,INV 96 Stripe,30/10/2024,30/10/2024,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Ceramic Consultants,,,,,,,,,,75808.0,INV 96 Stripe,30/10/2024,30/10/2024,$28.00,M034,Munro Pendulum Slider Spring,1.0,28.0000,0%,43003.0,GST on Income,2.80,,,,,,,
 Ceramic Consultants,,,,,,,,,,75808.0,INV 96 Stripe,30/10/2024,30/10/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,75834.0,Inv 97 Stripe,04/11/2024,04/11/2024,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,75834.0,Inv 97 Stripe,04/11/2024,04/11/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Safety & Environmental Services Australia,,,,,,,,,,75835.0,Inv 98 Stripe,04/11/2024,04/11/2024,$140.00,M028,Pendulum Carry Handle,1.0,140.0000,0%,43003.0,GST on Income,14.00,,,,,,,
 Safety & Environmental Services Australia,,,,,,,,,,75835.0,Inv 98 Stripe,04/11/2024,04/11/2024,$50.00,M019,Munro Pendulum Bullseye Level,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 Safety & Environmental Services Australia,,,,,,,,,,75835.0,Inv 98 Stripe,04/11/2024,04/11/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 QED Environmental Services,,,,,,,,,,75888.0,,12/11/2024,12/11/2024,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 QED Environmental Services,,,,,,,,,,75888.0,,12/11/2024,12/11/2024,$50.00,,Freight Charge,1.0,25.0,0,,GST,0,,,,,,,
 GripFactory Australia Pty Ltd,,,,,,,,,,75952.0,Inv 100,19/11/2024,19/11/2024,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 GripFactory Australia Pty Ltd,,,,,,,,,,75952.0,Inv 100,19/11/2024,19/11/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,75953.0,Inv 101,20/11/2024,20/11/2024,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Zerofal Ltd,,,,,,,,,,75953.0,Inv 101,20/11/2024,20/11/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Vo Rogue Transport Pty Ltd,,,,,,,,,,75957.0,Inv 102 Stripe,20/11/2024,20/11/2024,"$8,750.00",WL002,WammaLab Pendulum (Used),1.0,"8,750.0000",0%,43003.0,GST on Income,875.00,,,,,,,
 Vo Rogue Transport Pty Ltd,,,,,,,,,,75957.0,Inv 102 Stripe,20/11/2024,20/11/2024,$325.00,SF014,Shipping Fee S13,1.0,325.0000,0%,43003.0,GST on Income,32.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,76050.0,Inv 103 Stripe,28/11/2024,28/11/2024,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,76050.0,Inv 103 Stripe,28/11/2024,28/11/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 City of Gold Coast,,,,,,,,,,76090.0,Inv 104 Stripe,04/12/2024,04/12/2024,$110.00,M036,Munro Slider Measuring Tool,2.0,55.0000,0%,43003.0,GST on Income,11.00,,,,,,,
 City of Gold Coast,,,,,,,,,,76090.0,Inv 104 Stripe,04/12/2024,04/12/2024,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,76138.0,,09/12/2024,09/12/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,76138.0,,09/12/2024,09/12/2024,$105.00,,Freight Charge,1.0,25.0,0,,GST,0,,,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,76138.0,,09/12/2024,09/12/2024,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Safety & Environmental Services Australia,,,,,,,,,,76274.0,,19/12/2024,19/12/2024,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Safety & Environmental Services Australia,,,,,,,,,,76274.0,,19/12/2024,19/12/2024,$105.00,,Freight Charge,1.0,25.0,0,,GST,0,,,,,,,
