*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,Exchange Rate
 HomeCo Daily Needs REIT,,,,,,,,,,74639,W12280620,14/06/2024,14/06/2024,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Logan. Testing performed 12-06-2024. Purchase Order W12280620,1,575.00,,43000,GST on Income,57.50,,,,,,,
 Body Corporate for Teneriffe Village CTS 15581,,,,,,,,,,74640,,14/06/2024,14/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Teneriffe Village. Testing performed 11-06-2024. ,1,695.00,,43000,GST on Income,69.50,Job,1044-01-Teneriffe Village,,,,,
 Global Shop Services Pty Ltd,,,,,,,,,,74641,10996,14/06/2024,14/06/2024,,,Provide special request wet slip resistance measurement and report for Supercheap Auto Hervey Bay. Testing performed on 13-06-2024. Purchase Order Number #10996. Testing requested by Paul Morrisey. ,1,900.00,,43001,GST on Income,90.00,Job,4005-Specials -  RQLD,,,,,
 Global Shop Services Pty Ltd,,,,,,,,,,74642,11003,14/06/2024,14/06/2024,,,Provide special request wet slip resistance measurement and report for BCF Hervey Bay. Testing performed on 13-06-2024. Purchase Order Number #11003. Testing requested by Paul Morrisey. ,1,900.00,,43001,GST on Income,90.00,Job,4005-Specials -  RQLD,,,,,
 Global Shop Services Pty Ltd,,,,,,,,,,74643,11002,14/06/2024,14/06/2024,,,Provide special request wet slip resistance measurement and report for Rebel Hervey Bay. Testing performed on 13-06-2024. Purchase Order Number #11002. Testing requested by Paul Morrisey. ,1,900.00,,43001,GST on Income,90.00,Job,4005-Specials -  RQLD,,,,,
 CleanNet Australia,,,,,,,,,,74644,E7471,14/06/2024,14/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Mildura Central. Testing performed 11/06/2024. Order #E7471,1,"1,650.00",,43000,GST on Income,165.00,Job,925-01-Mildura Central,,,,,
 YMCA South Australia INC,,,,,,,,,,74645,,14/06/2024,14/06/2024,,,Provide 6 monthly wet slip resistance measurement and report for Fleurieu Aquatic Centre. Testing performed 12-06-2024. ,1,525.00,,43000,GST on Income,52.50,,,,,,,
 Millennium Hi-Tech Pty Ltd (SA),,,,,,,,,,74646,Wharf-11624,14/06/2024,14/06/2024,,,Provide 3 monthly wet and dry slip resistance measurement and report for Wharflands Plaza. Testing performed 11/06/2024. Order #Wharf-11624,1,725.00,,43000,GST on Income,72.50,Job,914-08-Wharflands Plaza,,,,,
 Milhinhos Nominees,,,,,,,,,,74647,,17/06/2024,17/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Nightcliff Shopping Centre. Testing performed 10-06-2024. ,1,640.00,,43000,GST on Income,64.00,Job,807-Nightcliff Shopping Centr,,,,,
 Millennium Hi-Tech Pty Ltd (VIC),,,,,,,,,,74648,BENDIGOjune24,17/06/2024,17/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Bendigo Marketplace. Testing performed 10/06/2024. Order #BENDIGOjune24,1,775.00,,43000,GST on Income,77.50,Job,201-04-Bendigo Marketplace,,,,,
 Joondanna Investments Pty Ltd,,,,,,,,,,74649,,17/06/2024,17/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Palmerston Shopping Centre. Testing performed 11-06-2024. ,1,660.00,,43000,GST on Income,66.00,Job,812-02-Palmerston SC,,,,,
 Oasis Shopping Village,,,,,,,,,,74650,,17/06/2024,17/06/2024,,,Provide 3 monthly dry and 6 monthly wet slip resistance measurement and report for Oasis Shopping Village. Testing performed 11-06-2024. ,1,800.00,,43000,GST on Income,80.00,Job,816-01-Oasis Shopping Centre,,,,,
 Region Group Pty Ltd,,,,,,,,,,74651,W12569704,17/06/2024,17/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Bakewell Shopping Centre. Testing performed 11-06-2024. Purchase Order W12569704,1,700.00,,43000,GST on Income,70.00,Job,805-01-Bakewell Shopping Centre,,,,,
 Ibis Budget Dubbo,,,,,,,,,,74652,PO00428,17/06/2024,17/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Ibis Budget Dubbo. Testing performed 28-05-2024. Purchase Order PO00428,1,665.00,,43000,GST on Income,66.50,,,,,,,
 Yeperenye Shopping Centre,,,,,,,,,,74653,17580,17/06/2024,17/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Yeperenye Shopping Centre. Testing performed 13-06-2024. Purchase Order 17580,1,"1,111.00",,43000,GST on Income,111.10,Job,808-Yeperenye Shopping Centre,,,,,
 CleanNet Australia,,,,,,,,,,74654,M3734,17/06/2024,17/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Belmont Village Shopping Centre. Testing performed 12/06/2024. Order #M3734,1,700.00,,43000,GST on Income,70.00,Job,215-04-Belmont Village SC,,,,,
 Joondanna Investments Pty Ltd,,,,,,,,,,74655,,17/06/2024,17/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Karama Shopping Centre & Tavern. Testing performed 12/06/2024.,1,660.00,,43000,GST on Income,66.00,Job,812-01-Karama SC & Tavern,,,,,
 The Alice Springs Property Syndicate Pty Ltd,,,,,,,,,,74656,,17/06/2024,17/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Alice Plaza. Testing performed 14-06-2024. ,1,"1,375.00",,43000,GST on Income,137.50,Job,800-01-Alice Plaza,,,,,
 FPR (Burwood) Trust,,,,,,,,,,74657,4100026916,18/06/2024,18/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Burwood Brickworks. Testing performed 5-06-2024. Purchase Order 4100026916,1,675.00,,43000,GST on Income,67.50,Job,204-01-Burwood Brickworks,,,,,
 Signature Floorcoverings Pty Ltd,,,,,,,,,,74659,PO120915,18/06/2024,18/06/2024,,,Provide special request wet slip resistance measurement and report for 8-10 Moore Street. Testing performed on 11-06-2024. Purchase Order:  PO120915. Testing requested by Liam Cramer.,1,575.00,,43001,GST on Income,57.50,Job,4004-Specials - SEQ,,,,,
 Capital Tiling,,,,,,,,,,74660,,18/06/2024,18/06/2024,,,Provide special request wet slip resistance measurement and report for Gold Coast Airport. Testing performed on 17-06-2024. Testing requested by Darren Gray.,1,750.00,,43001,GST on Income,75.00,Job,4004-Specials - SEQ,,,,,
 CleanNet Australia,,,,,,,,,,74661,M3733,18/06/2024,18/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Coltman Plaza. Testing performed 11/06/2024. Order #M3733,1,750.00,,43000,GST on Income,75.00,Job,215-09-Coltman Plaza,,,,,
 Home Consortium Lease Mitigation Pty Ltd,,,,,,,,,,74662,W12557018,18/06/2024,18/06/2024,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Chullora. Testing performed 10-06-2024. Purchase Order W12557018,1,590.00,,43000,GST on Income,59.00,Job,656-07-Home Co Chullora,,,,,
 Ramsay Clinic Adelaide c/o Ramsay Health Care,,,,,,,,,,74663,270745-1,18/06/2024,18/06/2024,,,"Provide special request wet slip resistance measurement and report for Ramsay Clinic Adelaide, Gilberton SA 5081. Testing performed on 07-06-2024. Reference Number: 270745-1. Testing requested by Vivian Watson. ",1,950.00,,43001,GST on Income,95.00,Job,4012-Specials - SA,,,,,
 Majestic Properties Pty Ltd,,,,,,,,,,74664,AU01968873,18/06/2024,18/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Central Square Ballarat. Testing performed 11-06-2024. Purchase Order AU01968873,1,675.00,,43000,GST on Income,67.50,Job,273-04-Central Square Ballarat,,,,,
 Mirvac Real Estate Pty Ltd,,,,,,,,,,74665,PO 2448975,18/06/2024,18/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 255 Elizabeth Street. Testing performed 11-06-2024. Purchase Order PO 2448975,1,750.00,,43000,GST on Income,75.00,,,,,,,
 Rydges Sydney Central,,,,,,,,,,74666,640-0273,18/06/2024,18/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Rydges Sydney Central. Testing performed 11-06-2024. Purchase Order 640-0273,1,700.00,,43000,GST on Income,70.00,Job,526-01-Rydges Sydney Central,,,,,
 Signature Floorcoverings Pty Ltd,,,,,,,,,,74667,PO120896,19/06/2024,19/06/2024,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 18/06/2024. Order #PO120896\r\n - Eaton Hybrid, Light Brown, Timber Look Vinyl",1,180.00,,43002,GST on Income,18.00,Job,8005-Product Class- AU,,,,,
 WPT Sub Trust 6 C/- Clarence Property ,,,,,,,,,,74668,WO008868,19/06/2024,19/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 65 Park Road. Testing performed 14-06-2024. Purchase Order WO008868,1,625.00,,43000,GST on Income,62.50,Job,1049-02-65 Park Road,,,,,
 LIF Pty Limited,,,,,,,,,,74669,AU01950596,19/06/2024,19/06/2024,,,Provide 3 monthly wet and dry slip resistance measurement and report for Marketplace Leichhardt. Testing performed 12-06-2024. Purchase Order AU01950596,1,665.00,,43000,GST on Income,66.50,Job,698-07-Marketplace Leichhardt,,,,,
 The Hills Shire Council,,,,,,,,,,74670,200021_2400108,19/06/2024,19/06/2024,,,Provide 3 monthly wet and dry slip resistance measurement and report for Castle Hill. Testing performed 12-06-2024. Purchase Order 200021_2400108,1,675.00,,43000,GST on Income,67.50,Job,530-01-Castle Mall,,,,,
 All Purpose Coatings,,,,,,,,,,74671,,19/06/2024,19/06/2024,,,Provide special request wet slip resistance measurement and report for 16 Hawkins Crescent Bundamba. Testing performed on 18-06-2024. Testing requested by Charmaine Ashford.,1,"2,850.00",,43001,GST on Income,285.00,Job,4004-Specials - SEQ,,,,,
 Victor Harbor Health Hub Pty Ltd atf,,,,,,,,,,74672,#007330,19/06/2024,19/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Victor Harbor Health Hub. Testing performed 12-06-2024. Purchase Order #007330,1,700.00,,43000,GST on Income,70.00,Job,917-13-Victor Harbour Health Hub,,,,,
 DSS Facilities Pty Ltd,,,,,,,,,,74673,P-1411,19/06/2024,19/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Cosmopolitan Centre. Testing performed 11-06-2024. Purchase Order P-1411,1,775.00,,43000,GST on Income,77.50,Job,535-01-Cosmopolitan Centre,,,,,
 HomeCo Daily Needs REIT,,,,,,,,,,74674,W12556995,19/06/2024,19/06/2024,,,Provide 3 times per year wet and dry slip resistance measurement and report for Home Co Armstrong Creek. Testing performed 12-06-2024. Purchase Order W12556995,1,650.00,,43000,GST on Income,65.00,Job,213-17-Home Co Armstrong Creek,,,,,
 Ward's Group QLD,,,,,,,,,,74675,258134,19/06/2024,19/06/2024,,,"Provide special request wet slip resistance measurement and report for 69A Brisbane Street, Nanango. Testing performed on 18-06-2024, Purchase Order Number: 258134. Testing requested by Troy Chambers.",1,870.00,,43001,GST on Income,87.00,Job,4005-Specials -  RQLD,,,,,
 Millennium Hi Tech Group Pty Ltd,,,,,,,,,,74676,WARM-CLN 2406135,19/06/2024,19/06/2024,,,Provide 3 monthly wet and dry slip resistance measurement and report for Westfield Warringah. Testing performed 13/06/2024. Order #WARM-CLN 2406135,1,665.00,,43000,GST on Income,66.50,,,,,,,
 Godfrey Hirst Australia Pty Ltd,,,,,,,,,,74677,,19/06/2024,19/06/2024,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 19/06/2024. Testing requested by Mandy Chandley.\r\n - KLVP Emboss B (AOX)-Light Vinyl Plank, GH LVP P1219X228, Light Brown, Vinyl Plank",1,180.00,,43002,GST on Income,18.00,Job,8005-Product Class- AU,,,,,
 I.S.P.T. PTY LIMITED,,,,,,,,,,74678,W12646811,19/06/2024,19/06/2024,,,Provide 3 monthly wet and dry slip resistance measurement and report for Waurn Ponds Shopping Centre. Testing performed 12-06-2024. Purchase Order W12646811,1,770.00,,43000,GST on Income,77.00,,,,,,,
 Healthco Healthcare and Wellness REIT,,,,,,,,,,74679,W12646364,19/06/2024,19/06/2024,,,Provide 3 times per year wet and dry slip resistance measurement and report for Health Co Ballarat. Testing performed 11-06-2024. Purchase Order W12646364,1,675.00,,43000,GST on Income,67.50,,,,,,,
 Westmead Investment Trust,,,,,,,,,,74680,BAR215_2400059,19/06/2024,19/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 20-22 Mons Road. Testing performed 12-06-2024. Purchase Order BAR215_2400059,1,675.00,,43000,GST on Income,67.50,Job,521-01-20-22 Mons Road,,,,,
 Body Corporate for PENINSULA CTS 9865,,,,,,,,,,74681,,19/06/2024,19/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Peninsula Apartments. Testing performed 13-06-2024. ,1,720.00,,43000,GST on Income,72.00,Job,1390-Peninsular Apartments,,,,,
 Seamark Pty Ltd,,,,,,,,,,74684,,20/06/2024,20/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Pelican Waters Shopping Village. Testing performed 13-06-2024.,1,600.00,,43000,GST on Income,60.00,Job,1333-01-Pelican Waters,,,,,
 Monte Carlo-CTS 11083,,,,,,,,,,74685,,20/06/2024,20/06/2024,,,Provide 6 monthly dry and annual wet slip resistance measurement and report for Monte Carlo Sun Resort. Testing performed 13-06-2024.,1,680.00,,43000,GST on Income,68.00,Job,1429-Monte Carlo,,,,,
 Redcliffe Centre Australia Pty Ltd atf T,,,,,,,,,,74686,#000407,20/06/2024,20/06/2024,,,Provide annual wet slip resistance measurement and report for 82-98 Anzac Avenue. Testing performed 13-06-2024. Purchase Order #000407,1,500.00,,43000,GST on Income,50.00,,,,,,,
 The Body Corporate for The Grange CTS 30993,,,,,,,,,,74687,,20/06/2024,20/06/2024,,,Provide annual wet slip resistance measurement and report for The Grange. Testing performed 13-06-2024.,1,770.00,,43000,GST on Income,77.00,Job,1043-01-The Grange,,,,,
 QIC Ltd ATF QIC Castle Towers Trust,,,,,,,,,,74688,SO7146933_243924,20/06/2024,20/06/2024,,,Provide 3 monthly wet slip resistance measurement and report for Castle Towers. Testing performed 13-06-2024. Purchase Order SO7146933_243924,1,"1,585.00",,43000,GST on Income,158.50,Job,691-01-Castle Towers,,,,,
 Mount Barker Property Investments Unit Trust,,,,,,,,,,74689,MTB501_2400389,20/06/2024,20/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Mt Barker Central Shopping Centre. Testing performed 13-06-2024. Purchase Order MTB501_2400389 ,1,670.00,,43000,GST on Income,67.00,Job,902-16-Mt Barker Central SC,,,,,
 Victor Harbour Prop Invest Unit Trus,,,,,,,,,,74690,VIC501_2400287,20/06/2024,20/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Victor Central Shopping Centre. Testing performed 13-06-2024. Purchase Order VIC501_2400287,1,710.00,,43000,GST on Income,71.00,Job,902-15-Victor Central S/Centre,,,,,
" Jae Young Co., Ltd.",,,,,,,,,,74691,,20/06/2024,20/06/2024,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 19/06/2024. Testing requested by Ben Lee.\r\n - 2.5mm Vinyl Plank, LVP P1219X228, LVP P1524X228, LVP P1524X178, LVP P1219x178, Brown, 18x122cm\r\n - 2mm Vinyl Plank, LVP P1219X228, LVP P1524X228, LVP P1524X178, LVP P1219X178, Brown, 18x122cm\r\n - 3mm Vinyl Plank, LVP P1219X228, LVP P1524X228, LVP P1524X178, LVP P1219X178, Brown, 18x122cm\r\n - 4.5mm Vinyl Plank, LVP P1219X228, LVP P1524X228, LVP P1524X178, LVP P1219X178, Light Brown, 23x122cm",1,820.00,,43002,GST on Income,82.00,Job,8005-Product Class- AU,,,,,
 COEN Composite Wood,,,,,,,,,,74692,,21/06/2024,21/06/2024,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 20/06/2024. Testing requested by Craig Dyke.\r\n - Marine Teak Terra Tough Decking, Composite Decking, Brown, 14x30cm",1,180.00,,43002,GST on Income,18.00,Job,8005-Product Class- AU,,,,,
 Alice Springs Town Council,,,,,,,,,,74693,,21/06/2024,21/06/2024,,,Provide annual wet slip resistance measurement and report for Alice Springs Aquatic & Leisure Centre. Testing performed 13-06-2024. ,1,810.00,,43000,GST on Income,81.00,Job,811-Alice Springs Aquatic Cen,,,,,
 Forefront Property Pty Ltd,,,,,,,,,,74694,,21/06/2024,21/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Collingwood Park Shopping Centre. Testing performed 14-06-2024. ,1,575.00,,43000,GST on Income,57.50,Job,1331-01-Collingwood Park SC,,,,,
 Body Corporate for THE NEW YORKER CTS24276,,,,,,,,,,74695,,21/06/2024,21/06/2024,,,Provide annual wet and dry slip resistance measurement and report for The New Yorker Apartments. Testing performed 17-06-2024. ,1,520.00,,43000,GST on Income,52.00,Job,1073-01-The New Yorker Apartments,,,,,
 CleanNet Australia,,,,,,,,,,74696,M3736,21/06/2024,21/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Tarneit Gardens. Testing performed 19/06/2024. Order #M3736,1,725.00,,43000,GST on Income,72.50,Job,215-08-Tarneit Gardens,,,,,
 Millennium Hi-Tech Pty Ltd (SA),,,,,,,,,,74697,HOLL-CLNSA5734,21/06/2024,21/06/2024,,,Provide 3 monthly wet and dry slip resistance measurement and report for Hollywood Plaza Shopping Centre. Testing performed 04/06/2024. Order #HOLL-CLNSA5734,1,610.00,,43000,GST on Income,61.00,Job,914-04-Hollywood Plaza SC,,,,,
 Millennium Hi-Tech Pty Ltd (SA),,,,,,,,,,74698,IFSC-CLNSA8965,21/06/2024,21/06/2024,,,Provide 3 monthly wet and dry slip resistance measurement and report for Ingle Farm Shopping Centre. Testing performed 04/06/2024. Order #IFSC-CLNSA8965,1,610.00,,43000,GST on Income,61.00,Job,914-03-Ingle Farm SC,,,,,
 GripFactory Australia Pty Ltd,,,,,,,,,,74699,,21/06/2024,21/06/2024,,,Provide special request wet slip resistance measurement and report for Qantas Engineering Building Darwin Airport. Testing performed on 12-06-2024. Testing requested by Mark Wood.,1,425.00,,43001,GST on Income,42.50,Job,4011-Specials - NT,,,,,
 Centa Sunnybank Hills Pty Ltd,,,,,,,,,,74700,,21/06/2024,21/06/2024,,,Provide special request wet slip resistance measurement and report for Centa Sunnybank Hills. Testing performed 21-06-2024. Testing requested by Jason Yuen.,1,400.00,,43001,GST on Income,40.00,Job,1079-02-Centa Sunnybank Hills,,,,,
 Mulpha Sanctuary Cove Marine Village Pty Ltd,,,,,,,,,,74702,AU01974787,21/06/2024,21/06/2024,,,Provide special request wet slip resistance measurement and report for Sanctuary Cove. Testing performed 21-06-2024. Testing requested by Steve Newton. Purchase Order AU01974787 ,1,575.00,,43001,GST on Income,57.50,Job,1435-05-Sanctuary Cove,,,,,
 BIC Consolidated,,,,,,,,,,74703,PO570BSLT1906,21/06/2024,21/06/2024,,,Provide special request wet slip resistance measurement and report for 570 Bourke Street. Testing performed 19/06/2024. Testing requested by Ifeta Zeneli. Order #PO570BSLT1906,1,400.00,,43001,GST on Income,40.00,Job,272-11-570 Bourke Street,,,,,
 Strata Plan 97153,,,,,,,,,,74704,PO00046958-1,21/06/2024,21/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Meriton Residential Arise. Testing performed 12-06-2024. Purchase Order PO00046958-1,1,725.00,,43000,GST on Income,72.50,Job,509-19-Meriton Residential Arise,,,,,
 Strata Plan 97153,,,,,,,,,,74705,PO00046956-1,21/06/2024,21/06/2024,,,Provide annual wet and dry slip resistance measurement and report for Meriton Residential Centrium. Testing performed 12-06-2024. Purchase Order PO00046956-1,1,725.00,,43000,GST on Income,72.50,Job,509-20-Meriton Residential Centrium,,,,,
 HomeCo Daily Needs REIT,,,,,,,,,,74707,W12557012,25/06/2024,25/06/2024,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co North Lakes. Testing performed 12-06-2024. Purchase Order W12557012,1,590.00,,43000,GST on Income,59.00,Job,1325-25-Home Co North Lakes,,,,,
 Lorelei Investments Pty Ltd,,,,,,,,,,74708,3749,25/06/2024,25/06/2024,,,Provide annual wet slip resistance measurement and report for Henzells Plaza. Testing performed 17-06-2024. Purchase Order 3749,1,495.00,,43000,GST on Income,49.50,Job,1283-01-Henzells Plaza,,,,,
" Andrew Hewitt, Lorelei Investments P/L & Dove P/L",,,,,,,,,,74709,3750,25/06/2024,25/06/2024,,,Provide annual wet slip resistance measurement and report for Henzells Plaza 2. Testing performed 13-06-2024. Purchase Order 3750,1,495.00,,43000,GST on Income,49.50,Job,1283-02-Henzells Plaza 2,,,,,
 GPT Management Holdings Limited,,,,,,,,,,74710,4500325331,25/06/2024,25/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for GPT Group (MLC Centre). Testing performed 11-06-2024. Purchase Order 4500325331,1,615.00,,43000,GST on Income,61.50,,,,,,,
 Grand Parkway Investments Pty Ltd,,,,,,,,,,74711,AU01976256,25/06/2024,25/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for Thompson Parkway Shopping Centre. Testing performed 6-06-2024. Purchase Order AU01976256,1,585.00,,43000,GST on Income,58.50,Job,273-16-Thompson Parkway SC,,,,,
 JMac Constructions Pty Ltd,,,,,,,,,,74712,1006-395,25/06/2024,25/06/2024,,,Provide special request wet slip resistance measurement and report for Jimboomba Clubhouse. Testing performed on 24-06-2024. Purchase Order Number 1006-395. Testing requested by Raik Richter.,1,"1,100.00",,43001,GST on Income,110.00,Job,4004-Specials - SEQ,,,,,
 Clarence Property Diversified Fund,,,,,,,,,,74713,WO010312,25/06/2024,25/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 9 Hercules Street. Testing performed 14-06-2024. Purchase Order WO010312,1,540.00,,43000,GST on Income,54.00,Job,1049-04-9 Hercules Street,,,,,
" Jae Young Co., Ltd.",,,,,,,,,,74714,,25/06/2024,25/06/2024,,,Amendment of GPC report as requested by Ben Lee on 21/06/2024,1,25.00,,43002,GST on Income,2.50,Job,8005-Product Class- AU,,,,,
 Netball Australia Limited,,,,,,,,,,74715,,25/06/2024,25/06/2024,,,Provide special request dry slip resistance measurement and report fr MyState Bank Arena. Testing performed on 25-06-2024. Testing requested by Matt Collister. ,1,600.00,,43001,GST on Income,60.00,Job,4002-Specials - TAS,,,,,
 Audrey Smith,,,,,,,,,,74716,,25/06/2024,25/06/2024,,,Provide special request wet slip resistance measurement and report for 187 Wondall Road. Testing performed on 24-06-2024. Testing requestd by Audrey Smith.,1,400.00,,43001,GST on Income,40.00,Job,4004-Specials - SEQ,,,,,
 Construction Control Australia P/L,,,,,,,,,,74717,21060070,25/06/2024,25/06/2024,,,Provide special request wet slip resistance measurement and report for 1 John Cardiff Close. Testing performed on 18-06-2024. Order No: 21060070. Testing requested by Tim Cushan.,1,"1,550.00",,43001,GST on Income,155.00,Job,4010-Specials - ACT,,,,,
 Ripley Town Holdings Pty Ltd,,,,,,,,,,74718,W12556228,25/06/2024,25/06/2024,,,Provide 6 monthly wet slip resistance measurement and report for Ripley Town Centre. Testing performed 14-06-2024. Purchase Order W12556228 ,1,950.00,,43000,GST on Income,95.00,,,,,,,
 The Trustee for 14 Moore Street Unit Trust,,,,,,,,,,74719,W12672638,26/06/2024,26/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 14 Moore Street. Testing performed 21-05-2024. Purchase Order W12672638,1,775.00,,43000,GST on Income,77.50,Job,764-07-14 Moore Street,,,,,
 The Trustee for 17 Moore Street Unit Trust,,,,,,,,,,74720,W12672712,26/06/2024,26/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 17 Moore Street. Testing performed 21-05-2024. Purchase Order W12672712,1,775.00,,43000,GST on Income,77.50,Job,764-10-17 Moore Street,,,,,
 Cowes Investment Trust,,,,,,,,,,74721,BAR307_2400038,26/06/2024,26/06/2024,,,Provide annual wet slip resistance measurement and report for Cowes Medical Centre. Testing performed 17-06-2024. Purchase Order BAR307_2400038,1,425.00,,43000,GST on Income,42.50,,,,,,,
 JIC Projects Pty Ltd,,,,,,,,,,74722,,26/06/2024,26/06/2024,,,Provide special request wet slip resistance measurement and report for Storage King Coolangatta. Testing performed on 26-06-2024. Testing requested by Brett  Maguire.,1,600.00,,43001,GST on Income,60.00,Job,4009-Specials - RNSW,,,,,
 ISPT Retail Property Trust,,,,,,,,,,74723,W12168904,26/06/2024,26/06/2024,,,Provide special request wet and dry slip resistance measurement and report for Wagga Wagga Marketplace. Testing performed on 20-06-2024. Work Order Number: W12168904. Testing requested by Leanne Fox.,1,800.00,,43001,GST on Income,80.00,Job,4009-Specials - RNSW,,,,,
 Master Floor Preparers (Qld) Pty Ltd,,,,,,,,,,74724,WP210624,26/06/2024,26/06/2024,,,Provide special request wet slip resistance measurement and report for Gatton Prison. Testing performed on 26-06-2024. Order WP210624. Testing requested by Wayne Pratt.,1,700.00,,43001,GST on Income,70.00,Job,4005-Specials -  RQLD,,,,,
 GPT Pty Ltd ATF GPT Industrial Subsidiary,,,,,,,,,,74725,PO6333452_243924,26/06/2024,26/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 62 Northbourne Avenue. Testing performed 18-06-2024. Purchase Order PO6333452_243924,1,540.00,,43000,GST on Income,54.00,Job,744-06-62 Northbourne Avenue,,,,,
 PS Infrastructure House Pty Ltd ATF The,,,,,,,,,,74726,PO6333459_243924,26/06/2024,26/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 111 Alinga Street. Testing performed 18-06-2024. Purchase Order PO6333459_243924,1,540.00,,43000,GST on Income,54.00,Job,744-07-111 Alinga Street,,,,,
 The Trust Company Aust Limited ATF Soilbuild,,,,,,,,,,74727,PO6298570_243924,26/06/2024,26/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 14 Mort Street. Testing performed 18-06-2024. Purchase Order PO6298570_243924,1,565.00,,43000,GST on Income,56.50,Job,744-08-14 Mort Street,,,,,
 Precinct B - ATO Office,,,,,,,,,,74728,PN00000553,26/06/2024,26/06/2024,,,Provide 6 monthly wet and dry slip resistance measurement and report for 26 Narellan Street. Testing performed 18-06-2024. Purchase Order PN00000553,1,520.00,,43000,GST on Income,52.00,Job,735-09-26 Narellan Street,,,,,
 HomeCo Daily Needs REIT,,,,,,,,,,74729,W12267377,26/06/2024,26/06/2024,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Mornington. Testing performed 18-06-2024. Purchase Order W12267377  ,1,590.00,,43000,GST on Income,59.00,Job,213-05-Home Co Mornington,,,,,
 Avari No. 19 Pty Ltd ATF Avari No. 19 Trust,,,,,,,,,,74730,JOB-00083303,27/06/2024,27/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 10 Hobart Place. Testing performed 19-06-2024. Purchase Order JOB-00083303,1,775.00,,43000,GST on Income,77.50,Job,705-21-10 Hobart Place,,,,,
 HomeCo Daily Needs REIT,,,,,,,,,,74731,W12557010,27/06/2024,27/06/2024,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Bundall. Testing performed 6-06-2024. Purchase Order W12557010,1,590.00,,43000,GST on Income,59.00,Job,1325-16-Home Co Bundall,,,,,
 NHK Group Pty Ltd ATF NHK Unit Trust,,,,,,,,,,74732,W11016942,27/06/2024,27/06/2024,,,Provide annual wet and dry slip resistance measurement and report for 38 Thynne Street. Testing performed 19-06-2024. Purchase Order W11016942,1,630.00,,43000,GST on Income,63.00,Job,764-02-38 Thyme Street,,,,,
 Department of Education and Training,,,,,,,,,,74733,,27/06/2024,27/06/2024,,,Provide special request wet slip resistance measurement and report for Botanic Ridge Primary School. Testing performed on 14-05-2024. Testing requested by Sametha Amberkar.,1,"1,275.00",,43001,GST on Income,127.50,Job,4003-Specials - VIC,,,,,
