*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
48-machine-fire-rings,Machine fire Rings V8,Machine V8 Block for Fire Rings,,,,Machine V8 Block for Fire Rings,528.00,41112,GST on Income,,
82-M5x16mm-SHCS-Zinc,M5x16mm-SHCS-Zinc,,,51120,,,,,BAS Excluded,,
48-Crack-test-block,Crack Test V8 Block,,,,,,220.00,41112,GST on Income,,
28-Supply-V8-heads,Supply Cylinder Heads ,,,,,,0.00,41110,GST on Income,,
36-Weld-Cyl-Head-Dry-Deck,Weld-Cyl-Head-Dry-Deck,,,58000,,,430.00,41112,GST on Income,,
34-4Ass-Cyl-Head-Ck-Spng-Press,4Ass-Cyl-Head-Ck-Spng-Press,Assemble 4 Valve Cylinder Head Check Spring Pressures & Coil Bind,,,,Assemble 4 Valve Cylinder Head Check Spring Pressures & Coil Bind,440.00,41112,GST on Income,,
34-set-shimless,Set Shimless 4cyl Head,Set Clearance Shimless 4 cylinder Head,,,,Set Clearance Shimless 4 cylinder Head,513.00,41112,GST on Income,,
48-Regrind-Cams,Regrind-Cams,Re-grind V8 Cam,,,,Re-grind V8 Cam,330.00,41112,GST on Income,,
38-Supply-Cylinder-Heads,Supply Cylinder Heads,,,,,,1000.00,41112,GST on Income,,
16-RB30-lifters,RB30 Lifters,RB30 Cam Followers 13231-V5005,,51111,,RB30 Cam Followers 13231-V5005,62.40,41112,GST on Income,,
46-Machine-O-Rings,Machine O-Rings,Machine O-Rings Grooves in 6 cyl Block,,,,Machine O-Rings Grooves in 6 cyl Block,354.50,41110,GST on Income,,
34-cnc-port-2vlv-head,CNC Port Cylinder Head,CNC Port Cylinder Head,,,,CNC Port Cylinder Head,1100.00,41113,GST on Income,,
34-Conv-Solid-Lifter,Convert to Solid Lifter,Solid Lifter Conversion 4 cylinder,,,,Solid Lifter Conversion 4 cylinder,880.00,41112,GST on Income,,
34-Drill-&-Tap,"Dril,Tap & Plug 4 Cylinder Hea","Dril,Tap & Plug 4 Cylinder Head",,,,"Dril,Tap & Plug 4 Cylinder Head",165.00,41112,GST on Income,,
34-General-Machining,General Machining 4 Cyl Head,General Machining 4 Cyl Head,,,,General Machining 4 Cyl Head,165.00,41112,GST on Income,,
34-Machine-Vlv,Machine Valve to required Size,Machine Valve to required Size,,,,Machine Valve to required Size,165.00,41112,GST on Income,,
34-Miscelleneous,Miscelleneous Machine work,Miscelleneous Machine work,,,,Miscelleneous Machine work,165.00,41112,GST on Income,,
34-Modify-Chamber,Modify chamber to match head g,Modify chamber to match head gasket,,,,Modify chamber to match head gasket,165.00,41112,GST on Income,,
34-Vaccuum-Test-Valves-Seats,Vaccuum Test Valves & Seats,Vaccuum Test Valves Seats,,,,Vaccuum Test Valves Seats,165.00,41112,GST on Income,,
36-Assemble-Cyl-Head -2vlv,Assemble 6 2-Valve Cylinder He,Assemble 6 2-Valve Cylinder Head & set spring pressures,,,,Assemble 6 2-Valve Cylinder Head & set spring pressures,330.00,41112,GST on Income,,
36-Assemble-Cyl-Head -4vlv,Assemble 6 4-Valve Cylinder He,Assemble 6 4-Valve Cylinder Head & set spring pressures,,,,Assemble 6 4-Valve Cylinder Head & set spring pressures,440.00,41112,GST on Income,,
36-Bead-Blast-Cyl-Head,Bead Blast 6 Cylinder Head,Bead Blast 6 Cylinder Head,,,,Bead Blast 6 Cylinder Head,110.00,41112,GST on Income,,
36-CNC-Port-6Cyl-2vlv,CNC Port 2 Valve 6 Cyl head,CNC Port 2 Valve 6 Cyl head,,,,CNC Port 2 Valve 6 Cyl head,1100.00,41113,GST on Income,,
36-CNC-Port-6Cyl-4vlv,CNC Port 4 Valve 6 Cyl head,CNC Port 4 Valve 6 Cyl head,,,,CNC Port 4 Valve 6 Cyl head,1650.00,41113,GST on Income,,
36-Cut-Seats-2vlv,Cut Performance Multi Angle Se,Cut Performance Multi Angle Seats 2 valve 6 cylinder head ,,,,Cut Performance Multi Angle Seats 2 valve 6 cylinder head ,363.00,41112,GST on Income,,
36-Cut-Seats-4vlv,Cut Performance Multi Angle Se,Cut Performance Multi Angle Seats 4 valve 6 cylinder head ,,,,Cut Performance Multi Angle Seats 4 valve 6 cylinder head ,440.00,41112,GST on Income,,
36-Dry-Deck,Dry Deck Weld  & Straighten He,Dry Deck Weld  & Straighten Head,,,,Dry Deck Weld  & Straighten Head,572.00,41112,GST on Income,,
36-Face-Cyl-Head,Face 6 Cylinder Head,Face 6 Cylinder Head,,,,Face 6 Cylinder Head,143.00,41112,GST on Income,,
36-Face-Valves,Face Valves 6 Cylinder,Face Valves 6 Cylinder,,,,Face Valves 6 Cylinder,5.50,41112,GST on Income,,
36-Hand-Port-6Cyl,Hand Port 6 Cylinder Head,Hand Port 6 Cylinder Head,,,,Hand Port 6 Cylinder Head,1650.00,41112,GST on Income,,
36-Hotwash-Head,Hotwash 6 Cylinder Head for As,Bead Blast & Hot Wash 6 Cylinder Head,,,,Bead Blast & Hot Wash 6 Cylinder Head,99.00,41112,GST on Income,,
36-Instal-Cam,Instal Cam 6 Cylinder,Install Cam in 6 Cylinder Head,,,,Install Cam in 6 Cylinder Head,429.00,41112,GST on Income,,
36-Remove-V/Springs,Remove valve springs from 6 Cy,Remove valve springs from 6 Cylinder head,,,,Remove valve springs from 6 Cylinder head,198.00,41112,GST on Income,,
38-Miscelleneous,Miscelleneous top V8 top end m,Miscelleneous top V8 top end machining,,,,Miscelleneous top V8 top end machining,165.00,41112,GST on Income,,
48-Main-Oiling-Mod,Main Oiling Modification V8 Bl,Main Oiling Modification V8 Block,,,,Main Oiling Modification V8 Block,286.00,41112,GST on Income,,
48-R&R-Piston-on-Rods,Remove& Replace Pistons on rod,Remove& Replace Pistons on rods V8,,,,Remove& Replace Pistons on rods V8,286.00,41112,GST on Income,,
48-Remove-Sleeve,Remove Sleeve from V8 block,Remove Sleeve from V8 block,,,,Remove Sleeve from V8 block,286.00,41112,GST on Income,,
48-Sonic-Test-Block,Sonic Test V8 Engine Block,Sonic Test V8 Engine Block,,,,Sonic Test V8 Engine Block,330.00,41112,GST on Income,,
46-Balance-Rotating-Ass,Balance 6 Cylinder Rotating As,Balance 6 Cylinder Rotating Assembly,,,,Balance 6 Cylinder Rotating Assembly,660.00,41112,GST on Income,,
46-Miscelleneous,Miscelleneous 6cyl Bottom end ,Miscellaneous 6cyl Bottom end Machine work,,,,Miscellaneous 6cyl Bottom end Machine work,165.00,41112,GST on Income,,
46-Blue-Print-Grind,Blue Print Grind Crankshaft fo,Blue Print Grind Crankshaft for Bearing Clearance,,,,Blue Print Grind Crankshaft for Bearing Clearance,440.00,41112,GST on Income,,
46-Hone-Main-Tunnel,Hone Main Tunnel 6 Cylinder,Hone Main Tunnel 6 Cylinder,,,,Hone Main Tunnel 6 Cylinder,715.00,41112,GST on Income,,
46-Hotwash,Hotwash 6 Cylinder Block,Hotwash 6 Cylinder Block,,,,Hotwash 6 Cylinder Block,99.00,41112,GST on Income,,
46-Install-Main-Studs-Check,Install Main Studs Check/Measu,Install Main Studs Check/Measure Tunnel,,,,Install Main Studs Check/Measure Tunnel,165.00,41112,GST on Income,,
46-Install-oil-pump-Drive-Crnk,Install oil pump Drive Collar,Install oil pump Drive Collar,,,,Install oil pump Drive Collar,165.00,41112,GST on Income,,
46-Remove-crank-plug,Remove oil plugs then drill & ,Remove oil plugs then drill & tap NPT crank 6 Cylinder,,,,Remove oil plugs then drill & tap NPT crank 6 Cylinder,220.00,41112,GST on Income,,
46-Set-Ring-Clearance,Set Ring end gaps,Set Ring end gaps,,,,Set Ring end gaps,220.00,41112,GST on Income,,
48-Hot-Tank-Block,Hot Tank V8 Block,Hot Tank V8 Block,,,,Hot Tank V8 Block,172.00,41112,GST on Income,,
48-4Bolt-Conversion,Convert Block to 4 Bolt Mains,"Convert Block to 4 Bolt Mains including Modifying Block for 1/2"" Main Studs",,58000,,"Convert Block to 4 Bolt Mains including Modifying Block for 1/2"" Main Studs",2045.00,41112,GST on Income,,
26-RB26-Front-Diff-Assembly,RB6 Front Diff Assembly,Assemble front diff in billet dry sump. Replace gears with 4.11 & center to quaif LSD.,,,,Assemble front diff in billet dry sump. Replace gears with 4.11 & center to quaif LSD.,1000.00,41112,GST on Income,,
18-Lash-Caps,86121-16 Crower Lash Caps 11/3,"86121-16 Crower Lash Caps 11/32 .080"" x .090"" Deep",,51111,,"86121-16 Crower Lash Caps 11/32 .080"" x .090"" Deep",151.00,41112,GST on Income,,
18-pushrods-Trend,T8651353CL Trend Pushrods 8.65,T8651353CL Trend Pushrods 8.65 .135 3/8 210RAD,,51111,,T8651353CL Trend Pushrods 8.65 .135 3/8 210RAD,870.00,41112,GST on Income,,
82-ARP-3.620,AR3.620-1LB ARP Stud 1/2 x 3.6,AR3.620-1LB ARP Stud 1/2 x 3.620 Long Broach,,51111,,AR3.620-1LB ARP Stud 1/2 x 3.620 Long Broach,177.00,41112,GST on Income,,
00-Electricity,Electricity supply & Usage,,,,,,0.00,41620,GST on Income,,
38-CNC-LS3,CNC Port LS3 Heads,,,,,,1100.00,41113,GST on Income,,
38-CNC-LS3-Chamb-SC,LS3 Super Charger Chamber,CNC LS3 Chambers for Forced Induction,,,,CNC LS3 Chambers for Forced Induction,330.00,41113,GST on Income,,
16-RB30-Vlv-Stem-Seal-EX,RB30-Vlv-Stem-Seal-EX,XPA079 RB30-Vlv-Stem-Seal-EX,,51111,,XPA079 RB30-Vlv-Stem-Seal-EX,3.00,41112,GST on Income,,
26-RB26-Motec-Plug,GM Cas Sensor Plug 3 wire,GM Cas Sensor Plug 3 wire,,51130,,GM Cas Sensor Plug 3 wire,,,BAS Excluded,,
18-SBF-Cometic-Head-Gasket,CMC5485-051 Cometic Fits Ford ,"CMC5485-051 Cometic Fits Ford SB 302/351W V8 4.200"" Bore MLS Head Gasket . SVO .051""",,51111,,"CMC5485-051 Cometic Fits Ford SB 302/351W V8 4.200"" Bore MLS Head Gasket . SVO .051""",228.00,41112,GST on Income,,
82-M4x6mm-SHCS-Zinc,M4x6mm-SHCS-Zinc,,,51120,,,,,BAS Excluded,,
82-Washer-4mm-Zinc,Washer-4mm-Zinc,,,51120,,,,,BAS Excluded,,
82-Key-Steel-5/16,Key-Steel-5/16,,,51120,,,,,BAS Excluded,,
82-M12-1.5x100mmPlain-Hex-Bolt,M12-1.5x100mmPlain-Hex-Bolt,,,51120,,,,,BAS Excluded,,
"82-UNC-7/16x4""-SHCS-Zinc","UNC-7/16x4""-SHCS-Zinc",,,51120,,,,,BAS Excluded,,
"82-UNC-7/16x1 1/2""-SHCS-Zinc","UNC-7/16x1 1/2""-SHCS-Zinc",,,51120,,,,,BAS Excluded,,
"82-UNC-7/16x2 1/2""-SHCS-Zinc","UNC-7/16x2 1/2""-SHCS-Zinc",,,51120,,,,,BAS Excluded,,
14-SR20-Lifter,RHT6200 Nissan SR20DE Lifter,RHT6200 Nissan SR20DE Lifter,,51111,,RHT6200 Nissan SR20DE Lifter,15.00,41112,GST on Income,,
16-RB26-Cam-Cover-Collar,NI-13526-16A01 Collar Front Co,NI-13526-16A01 Collar Front Cover,,51111,,NI-13526-16A01 Collar Front Cover,0.00,41112,GST on Income,,
26-RB26-Oil-Pump-Gasket,RB26-Oil-Pump-Gasket,15066-71l00  RB26-Oil-Pump-Gasket,,51111,,15066-71l00  RB26-Oil-Pump-Gasket,0.00,41112,GST on Income,,
14-SR20-VSS-Ex-7mm,VS-N7E Supertech Nissan 7mm,VS-N7E Supertech Nissan 7mm Valve Stem Seal,,51111,,VS-N7E Supertech Nissan 7mm Valve Stem Seal,4.50,41112,GST on Income,,
16-Kelford-Bucket-DLC-Coated,Kelford-Bucket-DLC-Coated,Kelford-Bucket-DLC-Coated,,51111,,Kelford-Bucket-DLC-Coated,51.00,41110,GST on Income,,
05-866-round-wire-lock,BME .866 round wire locks,,,51111,,,8.00,41110,GST on Income,,
34-Buff-Valves,Buff 16 Valves,Buff Valves,,,,Buff Valves,75.00,41112,GST on Income,,
14-4G63-Mech-FP-Kit,4G63 Mech Fuel Pump Kit,Mitsubishi EVO 4G63 Mechanical Fuel Pump Kit,,51111,,Mitsubishi EVO 4G63 Mechanical Fuel Pump Kit,557.00,41112,GST on Income,,
14-4G63-Fuel-Filter,Kinsler Fuel Filter,Kinsler Fuel Filter 100 Micron Pre Pump Filter/-10 AN Male Flare,,51111,,Kinsler Fuel Filter 100 Micron Pre Pump Filter/-10 AN Male Flare,500.00,41112,GST on Income,,
14-4G63-Fuel-Pump-Mech,Kinsler Fuel Pumps REV Rotatio,Kinsler Fuel Pumps REV Rotation From 300 to 2300 Series 700/-10 in /-8 out,,51111,,Kinsler Fuel Pumps REV Rotation From 300 to 2300 Series 700/-10 in /-8 out,2682.00,41112,GST on Income,,
44-Gap-Rings,Set Ring Gap to Suit boost,Set Ring Gap to Suit boost,,,,Set Ring Gap to Suit boost,330.00,41112,GST on Income,,
"82-ARP-Nuts-7/16""-12point",AR300-8333 ARP 12-Point Pack ,"AR300-8333 ARP 12-Point Nut Kit Chrome Moly 7/16""-20 RH Pack 10",,51111,,"AR300-8333 ARP 12-Point Nut Kit Chrome Moly 7/16""-20 RH Pack 10",60.00,41112,GST on Income,,
52-2J-EWP,2J EWP 370 x 190 x 10mm 2 per ,2J EWP 370 x 190 x 10mm 2 per plate,,51120,,2J EWP 370 x 190 x 10mm 2 per plate,,,BAS Excluded,,
52-2J-SWP,2J SWP 610 x 360 x 12.mm 2 per,2J SWP 610 x 360 x 12.mm 2 per plate,,51120,,2J SWP 610 x 360 x 12.mm 2 per plate,,,BAS Excluded,,
52-RB30/26-EWP,RB30 EWP 350 x 190 x 12.7mm 4 ,RB30 EWP 350 x 190 x 12.7mm 4 per plate,,51120,,RB30 EWP 350 x 190 x 12.7mm 4 per plate,,,BAS Excluded,,
52-RB30/26-SWP,RB30 SWP 610 x 360 x 12.7mm 2 ,RB30 SWP 610 x 360 x 12.7mm 2 per plate,,51120,,RB30 SWP 610 x 360 x 12.7mm 2 per plate,,,BAS Excluded,,
52-HonK20-EWP,HonK20 EWP 340 x 366 x 10mm 4 ,HonK20 EWP 340 x 366 x 10mm 4 per plate,,51120,,HonK20 EWP 340 x 366 x 10mm 4 per plate,,,BAS Excluded,,
52-HonK20-SWP,HonK20 SWP 390 x 400 x 12.7mm ,HonK20 SWP 390 x 400 x 12.7mm 2 per plate,,51120,,HonK20 SWP 390 x 400 x 12.7mm 2 per plate,,,BAS Excluded,,
52-4G63-EWP,4G63 EWP 350 x 190 x 12.7mm 4 ,4G63 EWP 350 x 190 x 12.7mm 4 per plate,,51120,,4G63 EWP 350 x 190 x 12.7mm 4 per plate,,,BAS Excluded,,
52-4G63-SWP,4G63 SWP 485 x 415 x 12.7mm 2,4G63 SWP 485 x 415 x 12.7mm 2 per plate,,51120,,4G63 SWP 485 x 415 x 12.7mm 2 per plate,,,BAS Excluded,,
52-SR20-EWP,SR20 EWP340 x 366 x 10mm,SR20 EWP340 x 366 x 10mm 4 per plate,,51120,,SR20 EWP340 x 366 x 10mm 4 per plate,,,BAS Excluded,,
52-Clev-TC-Elec-WP,Clev TC Elec WP 320 x 335 x 20,Clev TC Elec WP 320 x 335 x 20mm 4 per plate,,51120,,Clev TC Elec WP 320 x 335 x 20mm 4 per plate,,,BAS Excluded,,
52-Hol-TC,Hol TC 720 x 520 x 32mm ,Hol TC 720 x 520 x 32mm 4 per plate,,51120,,Hol TC 720 x 520 x 32mm 4 per plate,,,BAS Excluded,,
52-Chrys-Alt-Bkt-Pass,Chrys Alt Bkt Pass 700 x 420 x,Chrys Alt Bkt Pass 700 x 420 x 16mm 8 per plate,,51120,,Chrys Alt Bkt Pass 700 x 420 x 16mm 8 per plate,,,BAS Excluded,,
52-Carb-Spacer-1.5,"Carb Spacer 1.5"" 690 x 320 x 4","Carb Spacer 1.5"" 690 x 320 x 40mm 8 per plate",,51120,,"Carb Spacer 1.5"" 690 x 320 x 40mm 8 per plate",,,BAS Excluded,,
52-Carb-Spacer-4150-4500,"Carb Spacer 4150 to 4500 2"" ","Carb Spacer 4150 to 4500 2"" 690 x 320 x 50mm 8 per plate",,51120,,"Carb Spacer 4150 to 4500 2"" 690 x 320 x 50mm 8 per plate",,,BAS Excluded,,
28-SBF-Hyd-RLR-Lifter,JL-2212SBR Johnson Hyd RLR Lif,JL-2212SBR Johnson Hyd RLR Lifter Race SBF W+C Tie Bar,,51111,,JL-2212SBR Johnson Hyd RLR Lifter Race SBF W+C Tie Bar,1788.00,41112,GST on Income,,
92-Double-Sided-Tape,Double sided tape,Double Sided Tape,,51120,,Double Sided Tape,,,BAS Excluded,,
24-SR20-Rear-Main-Seal,NI-12279-1N510 Seal Oil Crank ,NI-12279-1N510 Seal Oil Crank Shaft,,51111,,NI-12279-1N510 Seal Oil Crank Shaft,127.00,41112,GST on Income,,
24-SR20-Retainer-Rear-Main-Sea,NI-12297-53J00 Retainer Oil Se,NI-12297-53J00 Retainer Oil Seal Rear Main,,51111,,NI-12297-53J00 Retainer Oil Seal Rear Main,152.00,41112,GST on Income,,
26-RB26-4.11-Front-Gears,Neat F160 Front Crown Wheel & ,Neat F160 Front Crown Wheel & Pinion-4.11 Ratio,,51111,,Neat F160 Front Crown Wheel & Pinion-4.11 Ratio,0.00,41112,GST on Income,,
48-Ass-V8-Short,Assemble V8 Short Motor,Assemble V8 Short Motor,,,,Assemble V8 Short Motor,1200.00,41112,GST on Income,,
18-Pac-Dual-Spring,Pac-1924-16 Pac Dual Hot Rod V,Pac-1924-16 Pac Dual Hot Rod Valve Spring BB Hyd Roller Set 16,,51111,,Pac-1924-16 Pac Dual Hot Rod Valve Spring BB Hyd Roller Set 16,512.00,41112,GST on Income,,
18-SBF-Roller-Rocker,CO1830-1 Ultra Pro Magnum XD R,CO1830-1 Ultra Pro Magnum XD Rocker W/1.73 Ratio Ford Boss 302 351C 429-460 SIN,,51111,,CO1830-1 Ultra Pro Magnum XD Rocker W/1.73 Ratio Ford Boss 302 351C 429-460 SIN,91.00,41112,GST on Income,,
18-SBF-Ex-Valve-1.650-Ferrea,F6179 1.650 11/32 5.060 Ex Val,F6179 1.650 11/32 5.060 Ex Valve Ferrea,,51111,,F6179 1.650 11/32 5.060 Ex Valve Ferrea,51.81,41112,GST on Income,,
18-SBF-In-2.190-Ferrea,F6139 2.190 11/32 5.275 Inlet ,F6139 2.190 11/32 5.275 Inlet Valve Ferrea,,51111,,F6139 2.190 11/32 5.275 Inlet Valve Ferrea,58.10,41112,GST on Income,,
18-SBF-Ret-Steel,23650TS H-13 Steel Retainer,23650TS H-13 Steel Retainer +.100 Installed Height Use 10deg Locks Manley,,51111,,23650TS H-13 Steel Retainer +.100 Installed Height Use 10deg Locks Manley,660.00,41112,GST on Income,,
18-Guides-2,502-309-240-E-7-B All,502-309-240-E-7-B All Pro .500 Seal CHE Blended Bronze Alloy Valve Guides,,51111,,502-309-240-E-7-B All Pro .500 Seal CHE Blended Bronze Alloy Valve Guides,32.00,41112,GST on Income,,
46-Helicoil,Supply & Fit Helicoils,Supply & Fit Helicoils,,,,Supply & Fit Helicoils,33.00,41112,GST on Income,,
26-2J-Main-Bearing-Calico-.25,7M8103HC-.25 2J Main Brg,7M8103HC-.25  TOYOTA 2JZGE/2JGTE 2997cc 1 285.45 314.00\r\n Main Bearing Set-Performance ,,51111,,7M8103HC-.25  TOYOTA 2JZGE/2JGTE 2997cc 1 285.45 314.00\r\n Main Bearing Set-Performance ,0.00,41112,GST on Income,,
28-Chrys-MB-5M2220H-STD,5M2220H-STD Chrysler Jeep 5.7L,5M2220H-STD Chrysler Jeep 5.7L V8 Hemi Main Bearing Set Performance,,51111,,5M2220H-STD Chrysler Jeep 5.7L V8 Hemi Main Bearing Set Performance,120.00,41112,GST on Income,,
28-SBC-Cr-Bushing,RB-982-925-100 CHE Rod Bushing,RB-982-925-100 CHE Rod Bushing,,51111,,RB-982-925-100 CHE Rod Bushing,17.00,41112,GST on Income,,
28-Chrys-Rings-+0.005,Custom-CS-08-AB Total Seal,"Custom-CS-08-AB Total Seal 4.125""+5 1.5 1.5 3.0mm 589049",,51111,,"Custom-CS-08-AB Total Seal 4.125""+5 1.5 1.5 3.0mm 589049",675.00,41112,GST on Income,,
28-Merc-Rings-3.858,Custom-CS-08-AB2 Total Seal,"Custom-CS-08-AB2 Total Seal 3.858"" 1.2 1.5 2.0mm 589722",,51111,,"Custom-CS-08-AB2 Total Seal 3.858"" 1.2 1.5 2.0mm 589722",675.00,41112,GST on Income,,
28-SBF-Rings-4.025,CR1001-25 Total Seal,"CR1001-25 Total Seal 4.025"" 1/16 1/16 3.0mm 8Cyl ",,51111,,"CR1001-25 Total Seal 4.025"" 1/16 1/16 3.0mm 8Cyl ",303.00,41112,GST on Income,,
28-SBC-Cam-Brg-STD-Dart-Block,DA32210020 Dart Cam Bearings,"DA32210020 Dart Cam Bearings Set 2"" Coated Fits Dart Block, Small Block chev",,58000,,"DA32210020 Dart Cam Bearings Set 2"" Coated Fits Dart Block, Small Block chev",207.00,41112,GST on Income,,
28-SBF-Cam-Bearing-Durabond,EBC5696C5PDB Durabond Cam Bear,EBC5696C5PDB Durabond Cam Bearings Fits Ford 302-351C Hi Performance,,58000,,EBC5696C5PDB Durabond Cam Bearings Fits Ford 302-351C Hi Performance,111.00,41112,GST on Income,,
26-RBSX-CR-Brg-2.0155+.010,CB-1663H-+.010 Set Con Rod Bea,CB-1663H-+.010 Set Con Rod Bearing,,51111,,CB-1663H-+.010 Set Con Rod Bearing,27.00,41112,GST on Income,,
36-Machine-Cyl-Head,Machine Cyl Head ,Machine Cyl Head ,,,,Machine Cyl Head ,143.00,41112,GST on Income,,
24-4G63-Front-Crank-Seal,OSS0144 4G Crank Shaft Seal Fr,OSS0144 4G Crank Shaft Seal Front,,51111,,OSS0144 4G Crank Shaft Seal Front,25.00,41112,GST on Income,,
24-4G63-Timing-Cover-Gskt,TC105 4G Timing Cover Gasket,TC105 4G Timing Cover Gasket,,51111,,TC105 4G Timing Cover Gasket,16.00,41112,GST on Income,,
BME-Pin-9310-866-2.25,"BME 9310 Pin .866""x2.25","BME 9310 Pin .866""x2.25",,51111,,"BME 9310 Pin .866""x2.25",44.00,41112,GST on Income,,
24-4G63-Dailey-Dry-Sump,4G63-Dailey-Dry-Sump Engine Ki,"4G63-Dailey-Dry-Sump Engine Kit 1.450"" Pressure Section 3 Stage Plus Oil Air Separator",,51111,,"4G63-Dailey-Dry-Sump Engine Kit 1.450"" Pressure Section 3 Stage Plus Oil Air Separator",12000.00,41112,GST on Income,,
14-4G63-Cam-8-SLX294,8-SLX294 4G63 Kelford Cams,8-SLX294 4G63 Kelford Cams,,51111,,8-SLX294 4G63 Kelford Cams,986.00,41112,GST on Income,,
24-4G63-Balancer-Bolt-ARP,AR207-2501 ARP Balancer Bolt F,AR207-2501 ARP Balancer Bolt Fits Mitsubishi 4G63,,51111,,AR207-2501 ARP Balancer Bolt Fits Mitsubishi 4G63,110.00,41112,GST on Income,,
28-SBF-Cam-Brg-Durabond-Windso,EBC5617C5DB Dura-Bond Cam Bear,EBC5617C5DB Dura-Bond Cam Bearings Fits 289-351 Windsor Hi Performance,,51111,,EBC5617C5DB Dura-Bond Cam Bearings Fits 289-351 Windsor Hi Performance,105.00,41112,GST on Income,,
82-M8x50mm-SHCS-Zinc,M8x50mm-SHCS-Zinc,M8x50mm-SHCS-Zinc,,51120,,M8x50mm-SHCS-Zinc,,,BAS Excluded,,
82-M8x75mm-SHCS-Zinc,M8x75mm-SHCS-Zinc,M8x75mm-SHCS-Zinc,,51120,,M8x75mm-SHCS-Zinc,,,BAS Excluded,,
24-4G63-ATI-Balancer,ATI918250 Mitsi Evo 4G63 Balan,ATI918250 Mitsi Evo 4G63 ATI Super Damper,,51111,,ATI918250 Mitsi Evo 4G63 ATI Super Damper,1148.00,41112,GST on Income,,
24-4G63-Crank-Sensor-PRP,4G63-PRO-TRIG-12 Mitsi Pro Ser,4G63-PRO-TRIG-12 Mitsi Pro Series Crank Sensor Ignition Timing Kit,,51111,,4G63-PRO-TRIG-12 Mitsi Pro Series Crank Sensor Ignition Timing Kit,817.00,41112,GST on Income,,
82-M10x20mm-1.0mmpitch,82-M10x20mm-1.0mm pitch extra ,82-M10x20mm-1.0mm pitch extra fine Skt Hd Cap Scrw Zinc ,,51120,,82-M10x20mm-1.0mm pitch extra fine Skt Hd Cap Scrw Zinc ,,,BAS Excluded,,
24-4G63-Timing-Belt-Kit,MBTK58HT Timing Belt Kit,MBTK58HT 4G63 Timing Belt Kit,,51111,,MBTK58HT 4G63 Timing Belt Kit,387.00,41112,GST on Income,,
28-SBF-Full-Gskt-Set,260-1014SP FORD CLEVELAND 302, 260-1014SP FORD CLEVELAND 302 351 400 Full Set,,51111,, 260-1014SP FORD CLEVELAND 302 351 400 Full Set,150.00,41112,GST on Income,,
18-SBF-Intake-Gasket-351-4V,MS96012 FORD 302 351 CLEVELAND,MS96012 FORD 302 351 CLEVELAND V8 4V Valley Pan Gasket Set ,,51111,,MS96012 FORD 302 351 CLEVELAND V8 4V Valley Pan Gasket Set ,60.00,41112,GST on Income,,
28-Hol-308-Cam-CCH-276A,CO244611 CCH-276A Cam 218/218,CO244611 CCH-276A Cam 218/218 110 .472/.472,,51111,,CO244611 CCH-276A Cam 218/218 110 .472/.472,618.00,41112,GST on Income,,
18-Steel-retainers,CO714-16 Steel retainers For 2,CO714-16 Steel retainers For 26925 Non LS,,51111,,CO714-16 Steel retainers For 26925 Non LS,145.00,41112,GST on Income,,
18-Carb-600-Vac-Sec,QBR-67271 600CFM 4BBLVac Die C,QBR-67271 600CFM 4BBLVac Die C,,51111,,QBR-67271 600CFM 4BBLVac Die C,847.00,41112,GST on Income,,
18-SBF-In-Vlv-1.94,P4310HP-C Ford V8 In 1G 1.94 V,P4310HP-C Ford V8 In 1G 1.94 Valve 1.94x11/32x5.07 289w351 H,,51111,,P4310HP-C Ford V8 In 1G 1.94 Valve 1.94x11/32x5.07 289w351 H,16.50,41112,GST on Income,,
18-SBF-Ex-Vlv-1.55,PGT40E Ford V8 Ex 1G 1.55 V,PGT40E Ford V8 Ex 1G 1.55 Valve 1.55x11/32x5.08 289w351 H,,51111,,PGT40E Ford V8 Ex 1G 1.55 Valve 1.55x11/32x5.08 289w351 H,21.00,41112,GST on Income,,
18-Locks-Bead-6mm,13014-8 Manley Loc-Bead Loc 6m,13014-8 Manley Loc-Bead Loc 6mm (8pr),,51111,,13014-8 Manley Loc-Bead Loc 6mm (8pr),114.00,41112,GST on Income,,
28-BBC-Oil-Pump-Shaft,MO22079 Oil Pump Shaft BBC Hex,MO22079 Oil Pump Shaft BBC Hex Universal Gerotor,,51111,,MO22079 Oil Pump Shaft BBC Hex Universal Gerotor,200.00,41112,GST on Income,,
28-BBC-Fuel-Pump-Block-Off,AF64-2027BLK Aeroflow Billet F,AF64-2027BLK Aeroflow Billet Fuel Pump Block-Off Plate BBC 289-351W SB BB BLK,,51111,,AF64-2027BLK Aeroflow Billet Fuel Pump Block-Off Plate BBC 289-351W SB BB BLK,43.00,41112,GST on Income,,
28-Ford-FE-Rear-Cam-Plug,PIEPC-92 Pioneer Fits Ford 332,"PIEPC-92 Pioneer Fits Ford 332-428 FE Rear Cam Plug 23/8"" Dart",,51111,,"PIEPC-92 Pioneer Fits Ford 332-428 FE Rear Cam Plug 23/8"" Dart",10.00,41112,GST on Income,,
92-Engineers-Layout-Ink,24010103 Dy-Mark Engineers Lay,24010103 Dy-Mark Engineers Layout Ink Blue,,51120,,24010103 Dy-Mark Engineers Layout Ink Blue,,,BAS Excluded,,
