Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7662,13/07/2024,69592775 wk6,,P,WK 06 domestic freight,61018,$720.39,,,Purchase; TNT Express,,GST,$72.04,$0.00,GST,$0.00,B,,,5,1,30,0,$792.43,,*None,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7635,16/07/2024,2801773,,P,Hodge Inv 731,51111,$104.05,,,Purchase; Nason,,GST,$10.4,$0.00,GST,$0.00,B,,,5,1,30,0,$114.45,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Fasteners,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7675,16/07/2024,2429267,,P,5/16 bolts,51120,$14.59,,JOB NO:,Purchase; United Fasteners,,GST,$1.46,$0.00,GST,$0.00,B,,,5,1,30,0,$16.05,,*None,976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7695,16/07/2024,3-058-51542,,P,export shipping,61019,"$1,148.77",,JOB NO:Shaun Russell Inv458,Purchase; FedEx,,GST,$114.88,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,263.65",,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7719,16/07/2024,235310,,P,Delta Inv 1721,51111,$116.53,,JOB NO:,Purchase; APD,,GST,$11.65,$0.00,GST,$0.00,B,,,5,1,30,0,$128.18,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7720,16/07/2024,235322,,P,Delta Inv 1721,51111,$38.58,,JOB NO:,Purchase; APD,,GST,$3.86,$0.00,GST,$0.00,B,,,5,1,30,0,$42.44,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7721,16/07/2024,235321,,P,Steve Russo Inv 356,51111,$82.7,,JOB NO:,Purchase; APD,,GST,$8.27,$0.00,GST,$0.00,B,,,5,1,30,0,$90.97,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7722,16/07/2024,235311,,P,Jason Jessel Roller Rocker,51111,"$3,100.82",,JOB NO:,Purchase; APD,,GST,$310.08,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,410.9",,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL Customs/Duty Collections,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7834,16/07/2024,D15201296,,P,gst on imports kelfords,21340,$270.82,,,Purchase; DHL Customs/Duty Collections,,IMP,$270.83,$0.00,GST,$0.00,B,,,5,1,30,0,$658.65,,*None,3319
DHL Customs/Duty Collections,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7834,16/07/2024,D15201296,,P,tax processing fee,61010,$22,,,Purchase; DHL Customs/Duty Collections,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$658.65,,*None,3319
DHL Customs/Duty Collections,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7834,16/07/2024,D15201296,,P,customs fees,61011,$95,,,Purchase; DHL Customs/Duty Collections,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$658.65,,*None,3319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.E. Tooling,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7673,17/07/2024,SI-00599467,Courier,P,Tooling,69300,$181.95,,JOB NO:,Purchase; R.E. Tooling,,GST,$18.2,$0.00,GST,$0.00,B,,,5,1,30,0,$200.15,,*None,1198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSE,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7715,17/07/2024,200018,,P,Parts George Torana,51111,$90.91,,JOB NO:,Purchase; OSE,,GST,$9.09,$0.00,GST,$0.00,B,,,5,1,30,0,$100,,*None,925
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7723,17/07/2024,235329,,P,Johnny Kapiris Inv 711,51111,$113.24,,JOB NO:,Purchase; APD,,GST,$11.32,$0.00,GST,$0.00,B,,,5,1,30,0,$124.56,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norris Design,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7726,17/07/2024,22386,,P,Dry sump tank,51111,"$1,374.89",,JOB NO:Shaun Russell Inv458,Purchase; Norris Design,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.676395,5,1,30,0,"$1,374.89",,*None,3416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7741,17/07/2024,8848,,P,"Shaun Russell Inv 669, Punisher Inv 1701",58000,$480,,,Purchase; Northern Machining Service,,GST,$48,$0.00,GST,$0.00,B,,,4,10,10,10,$528,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7677,18/07/2024,14734,,P,Credit Note Ref Inv 235235,51111,-$536.04,,JOB NO:,Purchase; APD,,GST,-$53.6,$0.00,GST,$0.00,B,,,5,1,30,0,-$589.64,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7690,18/07/2024,101216,,P,Pistons for Ostrem,51140,"$7,265.39",,JOB NO:Shaun Russell Inv458,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.667401,5,1,30,0,"$7,265.39",,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7691,18/07/2024,101217,,P,rods for Ostrem,51140,"$4,573.56",,JOB NO:Shaun Russell Inv458,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.667401,5,1,30,0,"$4,573.56",,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7828,18/07/2024,5160/01786679,,A,building supplies,61100,$115.38,,,Purchase; Bunnings,,GST,$11.54,$0.00,GST,$0.00,B,,,5,1,30,0,$126.92,,*None,1234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7835,18/07/2024,235373,,P,hose fitting,51111,$23.18,,JOB NO:,Purchase; APD,,GST,$2.32,$0.00,GST,$0.00,B,,,5,1,30,0,$25.5,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC Cutting Services,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7684,19/07/2024,INV-0153,,P,gasket cutting,58010,$465,,JOB NO:,Purchase; CNC Cutting Services,,GST,$46.5,$0.00,GST,$0.00,B,,,5,1,30,0,$511.5,,*None,1260
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7694,19/07/2024,ADLIR00139945,,P,Duty tax,61010,$4.93,,JOB NO:Shaun Russell Inv458,Purchase; DHL Express,,GST,$.49,$0.00,GST,$0.00,B,,,5,1,30,0,$377.52,,*None,1236
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7694,19/07/2024,ADLIR00139945,,P,Import shipping,61022,$372.1,,JOB NO:Shaun Russell Inv458,Purchase; DHL Express,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$377.52,,*None,1236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Shims,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7708,19/07/2024,39142,,P,Shims Stock,51111,$453.5,,JOB NO:,Purchase; Precision Shims,,GST,$45.35,$0.00,GST,$0.00,B,,,5,1,30,0,$498.85,,*None,1066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7724,19/07/2024,235411,,P,Stock Retainers,51130,$104.41,,JOB NO:,Purchase; APD,,GST,$10.44,$0.00,GST,$0.00,B,,,5,1,30,0,$114.85,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPS P/L,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,7693,20/07/2024,2.00006E+11,,P,GST on imports,21340,$377.37,,JOB NO:Shaun Russell Inv458,Purchase; UPS P/L,,IMP,$377.37,$0.00,GST,$0.00,B,,,5,1,30,0,$863.27,,*None,1044
UPS P/L,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,7693,20/07/2024,2.00006E+11,,P,Security fee,61010,$12.3,,JOB NO:Shaun Russell Inv458,Purchase; UPS P/L,,GST,$1.23,$0.00,GST,$0.00,B,,,5,1,30,0,$863.27,,*None,1044
UPS P/L,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,7693,20/07/2024,2.00006E+11,,P,Customs entry fee,61011,$95,,JOB NO:Shaun Russell Inv458,Purchase; UPS P/L,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$863.27,,*None,1044
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7815,20/07/2024,69642606 wk7,,P,Domestic  freight wk7,61018,$305.43,,,Purchase; TNT Express,,GST,$30.54,$0.00,GST,$0.00,B,,,5,1,30,0,$335.97,,*None,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Guys,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7665,21/07/2024,D0403300533,,P,Lunch room appliances,68900,$436.36,,,Purchase; The Good Guys,,GST,$43.64,$0.00,GST,$0.00,B,,,5,1,30,0,$480,,*None,1485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bold Web Design,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7699,22/07/2024,INV-2920,,P,SEO and care plan,68210,"$1,500",,,Purchase; Bold Web Design,,GST,$150,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,650",,*None,2087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autopro Parafield,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7706,22/07/2024,720999,,P,Shaun Russo Inv 669 & Stock,51111,$178.2,,JOB NO:,Purchase; Autopro Parafield,,GST,$17.82,$0.00,GST,$0.00,B,,,5,1,30,0,$196.02,,*None,3133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7707,22/07/2024,8849,,P,Zac Wright Blue Turd Inv 1912,58000,"$1,000",,JOB NO:,Purchase; Northern Machining Service,,GST,$100,$0.00,GST,$0.00,B,,,4,10,10,10,"$1,100",,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7711,22/07/2024,258781,,P,Credit Delivery Inv2804591,51111,-$9.49,,JOB NO:,Purchase; Nason,,GST,-$.95,$0.00,GST,$0.00,B,,,5,1,30,0,-$10.44,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7712,22/07/2024,2804591,,P,Thread Sealant Stock,60120,$99.49,,JOB NO:,Purchase; Nason,,GST,$9.95,$0.00,GST,$0.00,B,,,5,1,30,0,$109.44,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7713,22/07/2024,2804210,,P,Valve Guide 5.7 Gen 3 Stock,51130,$30.5,,JOB NO:,Purchase; Nason,,GST,$3.05,$0.00,GST,$0.00,B,,,5,1,30,0,$33.55,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Fasteners,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7714,22/07/2024,2431279,,P,Heli Coil & Sealant,51130,$136.75,,JOB NO:,Purchase; United Fasteners,,GST,$13.68,$0.00,GST,$0.00,B,,,5,1,30,0,$150.43,,*None,976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSE,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7716,22/07/2024,200090,,P,Warranty 5.7 Gen 3,51130,$27.05,,JOB NO:,Purchase; OSE,,GST,$2.7,$0.00,GST,$0.00,B,,,5,1,30,0,$29.75,,*None,925
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7736,22/07/2024,101223,,P,James Jefferies Rb30 Pistons,51140,"$1,902.62",,JOB NO:,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.655097,5,1,30,0,"$1,902.62",,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tool Procure,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7737,23/07/2024,SI-20158899,,P,split round inserts,69300,$195.96,,JOB NO:,Purchase; Tool Procure,,GST,$19.6,$0.00,GST,$0.00,B,,,5,1,30,0,$0.00,,*None,1151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titan Motorsports,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7738,23/07/2024,13094583,,P,APR studs,51140,"$17,790.66",,JOB NO:,Purchase; Titan Motorsports,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.6554,5,1,30,0,"$17,790.66",,*None,3418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.H.E Performance Auto,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7759,23/07/2024,5490,,P,SCM Inv 194,51111,$317.7,,,Purchase; C.H.E Performance Auto,,GST,$31.77,$0.00,GST,$0.00,B,,,5,1,30,0,$349.47,,*None,1277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7830,23/07/2024,3-058-65691,,P,Export Freight,61019,"$2,218.67",,,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,218.67",,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7728,24/07/2024,01/17325,,P,export freight,61019,$75.65,,JOB NO:Shaun Russell Inv458,Purchase; Australia Post,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$75.65,,*None,2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callies Performance Products,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7735,24/07/2024,147407,,P,balancer stud,51111,$37.45,,JOB NO:,Purchase; Callies Performance Products,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.655097,5,1,30,0,"$5,505.34",,*None,1632
Callies Performance Products,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7735,24/07/2024,147407,,P,H078F@-UL RB30 Hybrid Ultra Billet,51111,"$5,467.89",,JOB NO:,Purchase; Callies Performance Products,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.655097,5,1,30,0,"$5,505.34",,*None,1632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7742,24/07/2024,8851,,P,Consumable Argon Gas,60120,$300,,,Purchase; Northern Machining Service,,GST,$30,$0.00,GST,$0.00,B,,,4,10,10,10,$330,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7725,25/07/2024,235515,,P,Shaun Russell Dist Gear Inv 669,51111,$122.37,,JOB NO:,Purchase; APD,,GST,$12.24,$0.00,GST,$0.00,B,,,5,1,30,0,$134.61,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7727,25/07/2024,01/17453,,P,export freight,61019,$44.2,,JOB NO:Shaun Russell Inv458,Purchase; Australia Post,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$44.2,,*None,2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7743,25/07/2024,8852,,P,Moonlight Auto Inv 1917,58000,$70,,,Purchase; Northern Machining Service,,GST,$7,$0.00,GST,$0.00,B,,,4,10,10,10,$77,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7744,25/07/2024,8853,,P,"Ashraf Inv 1887, Stock",51130,$102,,,Purchase; Northern Machining Service,,GST,$10.2,$0.00,GST,$0.00,B,,,4,10,10,10,$112.2,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.H.E Performance Auto,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7745,25/07/2024,5503,,P,Stock,51130,$83.91,,,Purchase; C.H.E Performance Auto,,GST,$8.39,$0.00,GST,$0.00,B,,,5,1,30,0,$92.3,,*None,1277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callies Performance Products,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7770,26/07/2024,147473,,P,4g crank,51111,"$1,978.61",,,Purchase; Callies Performance Products,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.650455,5,1,30,0,"$1,978.61",,*None,1632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7813,27/07/2024,69692920 wk8,,P,Domestic freight week8,61018,$320.03,,,Purchase; TNT Express,,GST,$32,$0.00,GST,$0.00,B,,,5,1,30,0,$352.03,,*None,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MH pro paint and signs,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7746,29/07/2024,1113,,P,Stickers,60104,"$1,481",,,Purchase; MH pro paint and signs,,GST,$148.1,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,629.1",,*None,1183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabre Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7755,29/07/2024,411485,,P,Spring Kit Rb26 Stock,51111,"$4,049.05",,JOB NO:,Purchase; Fabre Australia,,GST,$404.91,$0.00,GST,$0.00,B,,,5,1,30,0,"$4,453.96",,*None,1009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7763,29/07/2024,8854,,P,weld rocker covers joe,58000,$80,,,Purchase; Northern Machining Service,,GST,$8,$0.00,GST,$0.00,B,,,4,10,10,10,$88,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi Octane Racing,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7804,29/07/2024,31310,,P,Nitto RB oil pump sine drive,51111,"$1,500",,JOB NO:,Purchase; Hi Octane Racing,,GST,$150,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,650",,*None,1270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7814,29/07/2024,3-058-75083,,P,gst on imports,21340,$94.55,,,Purchase; FedEx,,IMP,$94.55,$0.00,GST,$0.00,B,,,5,1,30,0,$284.1,,*None,1280
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7814,29/07/2024,3-058-75083,,P,electronic clearance,61011,$86.36,,,Purchase; FedEx,,GST,$8.64,$0.00,GST,$0.00,B,,,5,1,30,0,$284.1,,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surman Metals,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7839,29/07/2024,1290411,,P,ali plate,51120,$414.75,,JOB NO:,Purchase; Surman Metals,,GST,$41.48,$0.00,GST,$0.00,B,,,5,1,30,0,$456.23,,*None,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7879,29/07/2024,101264,,P,shipping and rings for larson,51140,$754.78,,,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.676395,5,1,30,0,$0.00,,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEP,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7739,30/07/2024,652055,,A,Valves,51140,"$1,856.9",,,Purchase; PEP,,GST,$185.7,$0.00,GST,$0.00,B,,0.6557,5,1,30,0,"$2,042.6",,*None,1261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omega Steel & Alloy,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7740,30/07/2024,4493,,P,Aluminium Order,51120,"$56,547.58",,,Purchase; Omega Steel & Alloy,,GST,"$5,654.76",$0.00,GST,$0.00,B,,,5,1,30,0,"$62,202.34",,*None,3199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7748,30/07/2024,2808402,,P,Leon Davies Inv 1875,51111,$172,,,Purchase; Nason,,GST,$17.2,$0.00,GST,$0.00,B,,,5,1,30,0,$189.2,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7757,30/07/2024,16858,,P,Fire Rings Custom RB Inv 1882 & BMW S58 B58,58010,$794,,,Purchase; DENT,,GST,$79.4,$0.00,GST,$0.00,B,,,5,1,30,0,$873.4,,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7784,30/07/2024,16854,,P,rb FRONT KITS,51110,"$1,959",,JOB NO:,Purchase; DENT,,GST,$195.9,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,154.9",,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi Octane Racing,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7803,30/07/2024,31277,,P,ASR sump less core,51111,"$1,245.45",,JOB NO:,Purchase; Hi Octane Racing,,GST,$124.55,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,370",,*None,1270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7812,30/07/2024,3-058-77588,,P,export freight,61019,"$1,715.96",,,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,816.89",,*None,1280
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7812,30/07/2024,3-058-77588,,P,import freight,61022,$100.93,,,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,816.89",,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.H.E Performance Auto,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7760,31/07/2024,5524,,P,RB26 Heads,51111,$456.29,,,Purchase; C.H.E Performance Auto,,GST,$45.63,$0.00,GST,$0.00,B,,,5,1,30,0,$501.92,,*None,1277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWW Salisbury,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7762,31/07/2024,100447,,P,"Uniforms Sarah, Brodie, Ben",68910,$993.5,,,Purchase; TWW Salisbury,,GST,$99.35,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,092.85",,*None,3075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Performance Products,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7780,31/07/2024,691468,Airfreight,P,rb26 balancers,51140,"$7,793.18",,,Purchase; ATI Performance Products,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.651916,5,1,30,0,"$7,793.18",,*None,1922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supagas,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7873,31/07/2024,C388434-7-2024,,P,gas,60120,$261.42,,,Purchase; Supagas,,GST,$26.14,$0.00,GST,$0.00,B,,,5,1,30,0,$287.56,,*None,1028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC Cutting Services,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7900,31/07/2024,INV-0248,,P,gasket ,58010,$65,,,Purchase; CNC Cutting Services,,GST,$6.5,$0.00,GST,$0.00,B,,,5,1,30,0,$71.5,,*None,1260
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
