Co./Last Name,First Name,Purchase No.,Date,Supplier Invoice No.,Inclusive,Delivery Status,Journal Memo,Detail Date,Description,Account No.,Amount,Job,Comment,Promised Date,Tax Code,Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154804,1/5/2024,INV-0659,,P,Imported Premier Technology Solutions,,Trend Micro - May 2024,61150,$215 ,,,,GST,$21.50 ,B,2,0,5,0,$236.50 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,154808,29/04/2024,INV-3515,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,"Variation ( structural), Additional CSS hourly rate Mar-Apr 2024",54400,"$2,925 ",,,,GST,$292.50 ,B,2,0,9,0,"$3,217.50 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
RSJ Plumbing Pty Ltd,,154809,6/5/2024,636,,P,Imported RSJ Plumbing Pty Ltd,,"Repair roof leaks to existing roof, Cut back old roof sheets covering sump, clean out and paint with fill coat and supply and install flashing and silicone, paint fill coat over existing flashings on both side and others.",61250,$875 ,,,,GST,$87.50 ,B,2,0,2,0,$962.50 ,,2477,2669
,,,,,,,,,,,,,,,,,,,,,,,,,
Watertest Pty Ltd,,154810,11/4/2024,WI0313,,P,Imported Watertest Pty Ltd,,Chloride Preparation - Digest Only,54300,$676 ,,,,GST,$67.60 ,B,2,0,28,0,$743.60 ,,2290,2539
,,,,,,,,,,,,,,,,,,,,,,,,,
Hoverscape Pty Ltd,,154811,23/04/2024,INV-0714,,P,Imported Hoverscape Pty Ltd,,Data Capture - 3D modelling services,54400,"$22,000 ",,,,GST,"$2,200 ",B,2,0,16,0,"$24,200 ",,2387,2667
,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,154812,1/5/2024,INV-22453,,P,Imported STONE AND CHALK LIMITED,,Sydney office rent May 24,66010,"$7,950 ",,,,GST,$795 ,B,2,0,8,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154813,8/5/2024,SIN00013813,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit assessment JH,51300,$828 ,,,,GST,$82.80 ,B,2,0,1,0,$910.80 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Appliance Tagging Services Pty Ltd,,154814,6/5/2024,T24-313752,,P,Imported Appliance Tagging Services Pty Ltd,,Appliance Test,51000,$326.29 ,,,,GST,$32.63 ,B,2,0,3,0,$358.92 ,,1971,2356
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,154815,1/5/2024,3997,,P,Imported Hightalk Pty Ltd,,"1300 number, Number, SIP line unlimited with support, Wireless Broadband, Data ( Optus 4G)",61150,$362.73 ,,,,GST,$36.27 ,B,2,0,12,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Spectran Environmental Management Pty Ltd,,154817,9/4/2024,82472,,P,Imported Spectran Environmental Management Pty Ltd,,Traffic Control ,54300,"$6,549.25 ",,,,GST,$654.93 ,B,2,0,36,0,"$7,204.18 ",,2754,2852
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,154818,13/05/2024,20346,,P,Imported Sharp and Howells Pty Ltd,,"Compressive Strength Testing, Chloride Contents",54400,$680 ,,,,GST,$68 ,B,2,0,3,0,$748 ,,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,154819,8/5/2024,614197008,,P,Imported Officeworks,,Intex Mini Film ,61215,$95 ,,,,GST,$9.50 ,B,2,0,9,0,$104.50 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Hylec Controls Pty Ltd,,154820,17/05/2024,100979,,P,Imported Hylec Controls Pty Ltd,,"Model C-CL-300 Chlorimeter Test System, C-CL  2096 Bulk Extraction Liquid , C-CL 1030 Bottle of electrode wetting agent",51050,"$10,842 ",,,,GST,"$1,084.20 ",B,2,0,3,0,"$11,926.20 ",,2758,2854
,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,154821,19/05/2024,1012358,,P,Imported Monash Self Storage Centre,,REntal Fee Unit 034 26/05/24 - 25/06/24,61250,$163.64 ,,,,GST,$16.36 ,B,2,0,3,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,154822,20/05/2024,11876461,,P,Imported Toshiba Australia Pty Limited,,Colour Meterage,61215,$109.54 ,,,,GST,$10.96 ,B,2,0,2,0,$120.50 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
Jims Test & Tag,,154823,16/05/2024,1732,,P,Imported Jims Test & Tag,,24 month offices and kitchen x 260 items testing compliance,51000,"$1,469 ",,,,GST,$146.90 ,B,2,0,6,0,"$1,615.90 ",,5193,141
,,,,,,,,,,,,,,,,,,,,,,,,,
Jims Test & Tag,,154824,16/05/2024,1742,,P,Imported Jims Test & Tag,,"Emenrgency, exit lights, fire extinguisher -6 month testing compliance",51000,$246 ,,,,GST,$24.60 ,B,2,0,6,0,$270.60 ,,5193,141
,,,,,,,,,,,,,,,,,,,,,,,,,
Cut and Core,,154825,21/05/2024,78501,,P,Imported Cut and Core,,Job at Bendigo Water Treatment Plant,54300,"$2,500 ",,,,GST,$250 ,B,2,0,3,0,"$2,750 ",,5451,1334
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154826,22/05/2024,INV-4055,,P,"Imported WILDES, JOHNATHAN RONALD t/a Jims Mowing",,"Lawn mowing, gardening, weeding, weed spraying and blowing of carpark",61250,$95.45 ,,,,GST,$9.55 ,B,2,0,2,0,$105 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Jims Test & Tag,,154827,16/05/2024,1741,,P,Imported Jims Test & Tag,,3 month - Test mobile service eqipment x 80 items. Testing compliance completed in accordance with relevant sire requirement to AS/NZ 3760.2010,51000,$452 ,,,,GST,$45.20 ,B,2,0,8,0,$497.20 ,,5193,141
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,154828,10/5/2024,T311 May 24,,P,Imported Telstra Corp,,Telephone May 24,61153,"$1,356.81 ",,,,GST,$142.81 ,B,2,0,14,0,"$1,499.62 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,154830,9/5/2024,18112514,,P,"Imported Momentum Energy, ",,Electricity April 24,66060,$752.40 ,,,,GST,$75.60 ,B,2,0,19,0,$828 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Beca Pty Ltd,,154832,8/5/2024,25551,,P,Imported Beca Pty Ltd,,CPS Services,54400,$567.50 ,,,,GST,$56.75 ,B,2,0,21,0,$624.25 ,,2590,2738
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,154834,31/05/2024,INV-3577,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,"Construction Stage Services (Structural) - Hourly rate CSS services - review of block wall removal Reza Osanloy, Senior Associate & Engineering Lead, Construction Stage Services (Structural) - Hourly rate CSS services - review of block wall removal Cici S",54400,"$3,120 ",,,,GST,$312 ,B,2,0,3,0,"$3,432 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Cut and Core,,154835,29/05/2024,78606,,P,Imported Cut and Core,,"1 x operator 6.5 hours, 1 x operator 3 hours induction",54300,"$2,357.50 ",,,,GST,$235.75 ,B,2,0,5,0,"$2,593.25 ",,5451,1334
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,154836,3/6/2024,SKY-000044,,P,Imported Suk Kyun Shin,,Office cleaning Apr 24,61215,$680 ,,,,GST,$68 ,B,2,0,0,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,154837,3/6/2024,SKY-000045,,P,Imported Suk Kyun Shin,,Office cleaning May 24,61215,$680 ,,,,GST,$68 ,B,2,0,0,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,154838,31/05/2024,614594560,,P,Imported Officeworks,,iPhone 15 PRO Blue 256G,61154,"$1,511.35 ",,,,GST,$151.14 ,B,2,0,3,0,"$1,662.49 ",,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154839,31/05/2024,46424,,P,Imported Maxsum Solutions Pty Ltd,,Managed Services Onboading,61152,"$5,688.14 ",,,,GST,$568.81 ,B,2,0,3,0,"$6,256.95 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154840,31/05/2024,46379,,P,Imported Maxsum Solutions Pty Ltd,,Office 365 Cloud Back up,61290,$153 ,,,,GST,$15.30 ,B,2,0,3,0,$168.30 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154841,31/05/2024,46375,,P,Imported Maxsum Solutions Pty Ltd,,"Max Gaurd Security Sophos Central X Advanced, Email Advanced",61290,$222 ,,,,GST,$22.20 ,B,2,0,3,0,$244.20 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154842,31/05/2024,46322,,P,Imported Maxsum Solutions Pty Ltd,,Microsolf Office 365 ,61290,"$2,860.32 ",,,,GST,$286.03 ,B,2,0,3,0,"$3,146.35 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154843,31/05/2024,46308,,P,Imported Maxsum Solutions Pty Ltd,,"Team Group CX2 1 TB 2.5 SATA SSD, ORICO 2.5 to 63.5 inch HArd Drive Caddy -Black",61151,$118 ,,,,GST,$11.80 ,B,2,0,3,0,$129.80 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
East Coast Conferences,,154845,3/6/2024,177,,P,Imported East Coast Conferences,,3RD PIANC ASIA PACIFIC CONFERENCE  registration,61310,"$1,145.45 ",,,,GST,$114.55 ,B,2,0,1,0,"$1,260 ",,2765,2862
,,,,,,,,,,,,,,,,,,,,,,,,,
Omniflex Pty Ltd,,154846,13/05/2024,AN104058,,P,Imported Omniflex Pty Ltd,,"Power View LC 90e CP Controller, shipping and handling",54100,"$4,079 ",,,,GST,$407.90 ,B,2,0,22,0,"$4,486.90 ",,1104,173
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,154847,31/05/2024,148893599,,P,Imported Visy Recycling,,"Per Lift Fee for Service, rent per month, April 24",61215,$69.08 ,,,,GST,$6.91 ,B,2,0,4,0,$75.99 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,154848,1/6/2024,4052,,P,Imported Hightalk Pty Ltd,,"1300 number, Number, SIP line unlimited with support, Wireless Broadband, Data ( Optus 4G)",61153,$362.73 ,,,,GST,$36.27 ,B,2,0,3,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,154850,3/6/2024,INV-22763,,P,Imported STONE AND CHALK LIMITED,,Sydney office rent June 24,66010,"$7,950 ",,,,GST,$795 ,B,2,0,3,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154851,4/6/2024,46687,,P,Imported Maxsum Solutions Pty Ltd,,MaxGuard Ultimate,61290,"$3,132.50 ",,,,GST,$313.25 ,B,2,0,2,0,"$3,445.75 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
StaySafe (SA) Pty Ltd  Securitas,,154852,10/6/2024,67053,,P,Imported StaySafe (SA) Pty Ltd  Securitas,,Security Monitoring 01/07/24 - 30/09/24,66080,$165.91 ,,,,GST,$16.59 ,B,2,0,2,0,$182.50 ,,2393,832
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,154853,7/6/2024,18270088,,P,"Imported Momentum Energy, ",,Electricity May 24,66060,"$1,047.65 ",,,,GST,$105.04 ,B,2,0,5,0,"$1,152.69 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154854,12/6/2024,46737,,P,Imported Maxsum Solutions Pty Ltd,,HP USB Type C Docking Station for Notebook,61154,$296.92 ,,,,GST,$29.69 ,B,2,0,0,0,$326.61 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154855,12/6/2024,SIN 0001471,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Assessment JL,51300,$413 ,,,,GST,$41.30 ,B,2,0,1,0,$454.30 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154856,7/6/2024,SIN00014600,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit assessment PA,51300,$632 ,,,,GST,$63.20 ,B,2,0,6,0,$695.20 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154857,31/05/2024,SIN00014483,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit assessment JZ,51300,$632 ,,,,GST,$63.20 ,B,2,0,13,0,$695.20 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154860,11/6/2024,INV-4270,,P,"Imported WILDES, JOHNATHAN RONALD t/a Jims Mowing",,"Lawn mowing, gardening, weeding, weed spraying and blowing of carpark",61250,$95.45 ,,,,GST,$9.55 ,B,2,0,6,0,$105 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154861,31/05/2024,INV-MAY24-M,,P,Imported Premier Technology Solutions,,"Exchange Onlin ePlan 1 & 2, Microsoft 365 Business Premium, Azure, Extra File storage, Planner Plan 1, Power BI, Project Plan 3",61290,"$1,035.41 ",,,,GST,$103.55 ,B,2,0,17,0,"$1,138.96 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154862,17/06/2024,46746,,P,Imported Maxsum Solutions Pty Ltd,,Microsoft Office 365 Monthly,61290,"$2,860.32 ",,,,GST,$286.03 ,B,2,0,0,0,"$3,146.35 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154863,17/06/2024,46794,,P,Imported Maxsum Solutions Pty Ltd,,Max Guard Security,61290,$231.51 ,,,,GST,$23.15 ,B,2,0,0,0,$254.66 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154864,17/06/2024,46799,,P,Imported Maxsum Solutions Pty Ltd,,Office 365 Cloud Backup Per seat,61290,$153 ,,,,GST,$15.30 ,B,2,0,0,0,$168.30 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Cut and Core,,154865,14/06/2024,78748,,P,Imported Cut and Core,,Job Docket: #25404 13.6.24,54300,"$1,925 ",,,,GST,$192.50 ,B,2,0,3,0,"$2,117.50 ",,5451,1334
,,,,,,,,,,,,,,,,,,,,,,,,,
Beca Pty Ltd,,154866,14/06/2024,26020,,P,Imported Beca Pty Ltd,,Professional Services,54400,"$3,788 ",,,,GST,$378.80 ,B,2,0,4,0,"$4,166.80 ",,2590,2738
,,,,,,,,,,,,,,,,,,,,,,,,,
Marine & Civil Maintenance Pty Ltd,,154867,5/6/2024,2591,,E,Imported Marine & Civil Maintenance Pty Ltd,,Engineering services May 24,54300,"$65,349.90 ",,,,GST,"$6,534.99 ",B,2,0,13,0,"$71,884.89 ",,5215,95
,,,,,,,,,,,,,,,,,,,,,,,,,
Racket Agency Pty Ltd,,154868,30/05/2024,INV-1638,,P,Imported Racket Agency Pty Ltd,,2 Hour Package,59130,"$1,090 ",,,,GST,$109 ,B,2,0,21,0,"$1,199 ",,5548,2099
,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,154869,19/06/2024,1012693,,P,Imported Monash Self Storage Centre,,Rental Fee Unit 034 26/06/24-25/07/24,61250,$163.64 ,,,,GST,$16.36 ,B,2,0,1,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,
Hoverscape Pty Ltd,,154870,31/05/2024,INV-0720,,P,Imported Hoverscape Pty Ltd,,Data Capture - 3D modelling services,54300,"$3,000 ",,,,GST,$300 ,B,2,0,24,0,"$3,300 ",,2387,2667
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,154871,22/06/2024,11923072,,P,Imported Toshiba Australia Pty Limited,,Colour Meterage,61215,$155.72 ,,,,GST,$15.57 ,B,2,0,2,0,$171.29 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
Hoverscape Pty Ltd,,154872,31/05/2024,INV-0719,,P,Imported Hoverscape Pty Ltd,,Data Capture - 3D modelling services,54300,"$1,900 ",,,,GST,$190 ,B,2,0,24,0,"$2,090 ",,2387,2667
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,154874,20/06/2024,20516,,P,Imported Sharp and Howells Pty Ltd,,"8 Samples concrete cores, Compressive strength, Cement content, Sulphate content, Chloride content",54400,"$3,900 ",,,,GST,$390 ,B,2,0,6,0,"$4,290 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Divers Pty Ltd,,154875,26/06/2024,INV-1223,,P,Imported Southern Divers Pty Ltd,,"Preparation of safety documentation and reporting, Vessel and coxswain support",54300,"$1,650 ",,,,GST,$165 ,B,2,0,0,0,"$1,815 ",,1649,2164
,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,154876,19/06/2024,2421,,P,Imported Craig D. Shields,,Source new coat hooks and install to back of all toilet doors,61250,$173.57 ,,,,FRE,$0.00 ,B,2,0,7,0,$173.57 ,,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,
PCTE (Papworths Construction Testing Equipment),,154877,25/06/2024,INV2024/052,,P,Imported PCTE (Papworths Construction Testing Equipment),,"Bluetooth module - universal live, delivery",51000,$264.16 ,,,,GST,$26.42 ,B,2,0,1,0,$290.58 ,,5265,133
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,154878,12/6/2024,20482,,P,Imported Sharp and Howells Pty Ltd,,"5 concrete core samples: Compressive Strength testing, Chloride,contents, Sulphate Contents, Cement Content, Petrographic Analysis",54400,"$3,630 ",,,,GST,$363 ,B,2,0,14,0,"$3,993 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154879,19/06/2024,SIN00014848,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Assessment RG,51300,"$1,132.25 ",,,,GST,$113.23 ,B,2,0,8,0,"$1,245.48 ",,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154880,26/06/2024,SCN00000295,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Assessment RG,51300,($500.25),,,,GST,($50.03),B,2,0,1,0,($550.28),,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,154881,10/6/2024,T311 Jun 24,,P,Imported Telstra Corp,,Telephone June 24,61153,"$1,783.07 ",,,,GST,$147.40 ,B,2,0,17,0,"$1,930.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154882,26/06/2024,46874,,P,Imported Maxsum Solutions Pty Ltd,,All Staff Conference Security Presentation,61152,"$2,000 ",,,,GST,$200 ,B,2,0,1,0,"$2,200 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,154883,27/06/2024,2429,,P,Imported Craig D. Shields,,Installation of acoustic panels in the meeting room,61250,$835.43 ,,,,FRE,$0.00 ,B,2,0,1,0,$835.43 ,,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,
ACA Foundation Limited,,154884,20/06/2024,24-102,,P,Imported ACA Foundation Limited,,ACAF Scholarship ,59110,"$3,000 ",,,,GST,$300 ,B,2,0,8,0,"$3,300 ",,2284,2538
,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Society of Building Consultants,,154885,12/6/2024,INV-0938,,P,Imported Australian Society of Building Consultants,,Annual Membership for 2024-2025,65170,$385 ,,,,FRE,$0.00 ,B,2,0,16,0,$385 ,,2137,2456
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,154887,1/7/2024,SKY-000057,,P,Imported Suk Kyun Shin,,Office Cleaning June 24,61215,$850 ,,,,GST,$85 ,B,2,0,1,0,$935 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,154888,2/7/2024,410663603,,P,Imported AGL,,Gas  from 01/05/24 to 26/06/24,66030,$61.38 ,,,,GST,$6.14 ,B,2,0,0,0,$67.52 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,154889,1/7/2024,INV-23081,,P,Imported STONE AND CHALK LIMITED,,Sydney Office Rent July 24,66010,"$7,950 ",,,,GST,$795 ,B,2,0,1,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,154890,30/06/2024,149131939,,P,Imported Visy Recycling,,Per Lift Fee Service and rental fee for the eqipment,61215,$56.08 ,,,,GST,$5.61 ,B,2,0,2,0,$61.69 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154891,1/7/2024,46905,,P,Imported Maxsum Solutions Pty Ltd,,Maxsum Guard Ultimate,61152,"$3,132.50 ",,,,GST,$313.25 ,B,2,0,1,0,"$3,445.75 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,154892,1/7/2024,4110,,P,Imported Hightalk Pty Ltd,,"1300 number, Number, SIP line unlimited with support, Wireless Broadband, Data ( Optus 4G)",61153,$362.73 ,,,,GST,$36.27 ,B,2,0,1,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Marine & Civil Maintenance Pty Ltd,,154893,28/06/2024,INV-2626,,E,Imported Marine & Civil Maintenance Pty Ltd,,Loy Yang Cooling Towers Trial progress claim June 24,54300,"$120,470.90 ",,,,GST,"$12,047.09 ",B,2,0,5,0,"$132,517.99 ",,5215,95
,,,,,,,,,,,,,,,,,,,,,,,,,
AMOG,,154894,30/06/2024,062024ICMIS,,P,Imported AMOG,,Fee for APMS@ AWS Environment from 01/04/24 to 30/06/24,61150,"$1,500 ",,,,GST,$150 ,B,2,0,3,0,"$1,650 ",,5017,482
,,,,,,,,,,,,,,,,,,,,,,,,,
Moray and Agnew Lawyers,,154895,27/06/2024,759903,,P,Imported Moray and Agnew Lawyers,,BAI Communications PTY LTD Contract,54900,"$1,240 ",,,,GST,$124 ,B,2,0,6,0,"$1,364 ",,2558,2719
,,,,,,,,,,,,,,,,,,,,,,,,,
ACA (The Australasian Corrosion Association),,154897,13/06/2024,1-00002879,,P,Imported ACA (The Australasian Corrosion Association),,Corporate Silver Membership,59140,$950 ,,,,GST,$95 ,B,2,0,21,0,"$1,045 ",,5005,431
,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,154898,4/7/2024,2431,,P,Imported Craig D. Shields,,Acoustic panelling in the meeting room and Ian office,61250,$912.98 ,,,,FRE,$0.00 ,B,2,0,1,0,$912.98 ,,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,
EXEL Network Pty Ltd,,154899,2/7/2024,178988,,P,Imported EXEL Network Pty Ltd,,Customised Surface Mount Labels,51000,$440 ,,,,GST,$44 ,B,2,0,6,0,$484 ,,2779,2872
,,,,,,,,,,,,,,,,,,,,,,,,,
AGAT Software,,154901,17/06/2024,8889-R1,,P,Imported AGAT Software,,Channel Management annual cost,61290,"$1,508.77 ",,,,FRE,$0.00 ,B,2,0,30,0,"$1,508.77 ",,2599,2747
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,154902,8/7/2024,18412950,,P,"Imported Momentum Energy, ",,Electricity June 24,66060,"$1,231.63 ",,,,GST,$123.30 ,B,2,0,10,0,"$1,354.93 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Quest Apartments Notting Hill,,154903,13/07/2024,834113,,P,Imported Quest Apartments Notting Hill,,All Infracorr Conference Accommodation,61030,"$2,629.08 ",,,,GST,$262.92 ,B,2,0,5,0,"$2,892 ",,1991,2365
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,154904,16/07/2024,615421074,,P,Imported Officeworks,,Stationery ,61215,$140.35 ,,,,GST,$14.03 ,B,2,0,2,0,$154.38 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,154905,10/7/2024,2433,,P,Imported Craig D. Shields,,Fiberglass acounstic panels installation,61250,$429.22 ,,,,FRE,$0.00 ,B,2,0,8,0,$429.22 ,,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,154906,19/07/2024,1013042,,P,Imported Monash Self Storage Centre,,Rental Fee Unit 034 26/08/24-25/08/24,61250,$163.64 ,,,,GST,$16.36 ,B,2,0,0,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,154907,10/7/2024,T311 Jul 24,,P,Imported Telstra Corp,,Telephone Jul 24,61153,"$1,998.09 ",,,,GST,$145.95 ,B,2,0,9,0,"$2,144.04 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,154908,20/07/2024,11956214,,P,Imported Toshiba Australia Pty Limited,,Colour Meterage,61215,$68.37 ,,,,GST,$6.84 ,B,2,0,2,0,$75.21 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154909,23/07/2024,INV-4610,,P,"Imported WILDES, JOHNATHAN RONALD t/a Jims Mowing",,"Lawn mowing, gardening, weeding, weed spraying and blowing of carpark",61250,$95.45 ,,,,GST,$9.55 ,B,2,0,1,0,$105 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
ARCHERS UNDERGROUND SERVICES PTY LTD,,154920,22/07/2024,41430,,P,Imported ARCHERS UNDERGROUND SERVICES PTY LTD,,Service Locations: Sea RoadWarf East Devonport,54300,$415 ,,,,GST,$41.50 ,B,2,0,10,0,$456.50 ,,2692,2804
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,154921,31/07/2024,SKY-000071,,P,Imported Suk Kyun Shin,,Office Cleaning July 24,61215,$680 ,,,,GST,$68 ,B,2,0,1,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
Veritas Engineering Pty Ltd,,154922,8/7/2024,155074,,P,Imported Veritas Engineering Pty Ltd,,"Application, processing,printing, and delivery of Maritime Security Identification Card (MSIC) -process via Australia POst. Maximum expiry 2 years for RG",51200,$308 ,,,,GST,$30.80 ,B,2,0,24,0,$338.80 ,,2320,2566
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154923,30/07/2024,47171,,P,Imported Maxsum Solutions Pty Ltd,,Office 365 Cloud Backup Per Seat,61290,$153 ,,,,GST,$15.30 ,B,2,0,2,0,$168.30 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
