Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154787,22/04/2024,tesla rego 2024,,P,TAC charge,61200,$456.36 ,,,Purchase; VicRoads,,GST,$45.64 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$776.90 ,,5364,83
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154787,22/04/2024,tesla rego 2024,,P,Insurance Duty,61200,$50.20 ,,,Purchase; VicRoads,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$776.90 ,,5364,83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Young Consulting Tax Lawyer,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154790,23/04/2024,29-Mar-24,,P,Professional Fees in relation to Tax Advice for Business,61035,"$1,325 ",,,Purchase; John Young Consulting Tax Lawyer,,GST,$132.50 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,457.50 ",,N0006,2845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154795,1/5/2024,2-10008773294,,P,MYOB AccountRight Live Plus Recurring Subscription 01 May 2024 to 31 May 2024,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW ACTUALLY GROUP PTY LTD,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154796,30/04/2024,INV-2330,,P,Consulting Services- HR Support 22-30 April,61035,$450 ,,,Purchase; NOW ACTUALLY GROUP PTY LTD,,GST,$45 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$495 ,,N0007,2846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154802,1/5/2024,20478894,,P,Recurring charges 01 Apr 24 to 30 Apr 24,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW ACTUALLY GROUP PTY LTD,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154803,1/5/2024,,,P,Review and report of employment documents,65150,"$1,687.50 ",,,Purchase; NOW ACTUALLY GROUP PTY LTD,,GST,$168.75 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,856.25 ",,N0007,2846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Epifano,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154806,1/5/2024,Jass Trio balance,,P,Jass Trio for Infracorr 20th anniversary event,61030,"$1,050 ",,,Purchase; Marco Epifano,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,050 ",,N0004,2835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Hospitality Group,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154807,8/5/2024,34967434,,P,Infracorr 20th anniversary event @ Higher Ground on 16th May 2024,61030,"$12,295.45 ",,,Purchase; Darling Hospitality Group,,GST,"$1,229.55 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$13,525 ",,*None,2806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickless Miller Meehans  Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154816,13/05/2024,INV-3890,,P,FBT return preparation and lodge for the period ending 31 March 2024,61015,$150 ,,,Purchase; Nickless Miller Meehans  Pty Ltd,,GST,$15 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$165 ,,5251,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Force Technology,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154829,30/04/2024,1634586,,P,"Start-up the case\r\nThe price for one terminal is\r\nThe price for service on the electrode, including\r\nclearing of the zinc ring, cost\r\nNew calibrated reference electrode cost\r\nNew top cap, replacement to a broken one, as\r\nshown at the photo from you\r\nMounting new reference electrode/cap\r\nBattery for terminal (WA3010)\r\nTroubleshooting both batteries for our developer,\r\nnew software\r\nExtend calibration for CorroMap regarding\r\npotential and current-levels with concluding\r\ncertificate",51000,"$7,133.78 ",,,Purchase; Force Technology,,FRE,$0.00 ,$0.00 ,FRE,$0.00 ,B,2,0,30,0,"$7,133.78 ",,5139,114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Couriers Please Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154833,3/6/2024,TI3339836,,P,Coupon :Ezylink 2 and Ezylink 1 ,61215,$273.35 ,,,Purchase; Couriers Please Pty Ltd,,GST,$27.33 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$300.68 ,,5539,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154844,1/6/2024,2-10009028505,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Jun 2024 to 30 Jun 2024,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154849,5/6/2024,20599518,,P,Recurring charges 01/05/24 - 31/05/24,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154858,7/6/2024,2421,,P,Commission: Board Director 1st April to 30th June 2024,61060,"$6,250 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,250 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154859,13/06/2024,2423,,P,Coaching- Cameron Wynford 12th Feb  to 1st Jun 2024,61035,"$1,925 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,925 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level Up Fitness Co.,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154873,26/06/2024,INV-0128,,P,1:1 Coaching & Equipment Safety Instruction,65145,"$3,422.50 ",,,Purchase; Level Up Fitness Co.,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,422.50 ",,N0009,2870
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154886,2/7/2024,2-10009279608,,P,MYOB AccountRight Live Plus Recurring Subscription,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154896,4/7/2024,20703235,,P,Recurring charges 01 Jun 24 to 30 Jun 24,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointon Partners Lawyers,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154900,28/06/2024,36194,,P,"Deed of Indemnity, Employee Share Scheme and D & O Insurance",61165,"$1,864 ",,,Purchase; Pointon Partners Lawyers,,GST,$186.40 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,050.40 ",,1733,2230
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154910,25/07/2024,5,,P,Yarra Valley Water Invoice 5912 8722 72804 01/04/24 to 05/07/24,66090,$518.90 ,,,Purchase; Ian Godson Superannuation Fund,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$518.90 ,,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154911,2/7/2024,207702,,P,Commercial Insurance 13/07/24 to 13/07/25,11205,"$5,502.78 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$500.71 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,003.49 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154912,8/7/2024,207688,,P,Cyber Liability 13/07/24 to 13/07/25,11205,"$3,095.26 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$281.08 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,376.34 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154913,8/7/2024,207676,,P,Liability Insurance 13/07/24 to 13/07/25,11205,"$11,702.58 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,"$1,057.70 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$12,760.28 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154914,5/7/2024,207577,,P,General Property Insurance 13/07/24 to 13/07/24,11205,"$9,434.46 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$858.46 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$10,292.92 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154915,2/7/2024,207333,,P,Commercial Insurance 13/07/24 to 13/07/25,11205,"$3,731.97 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$339.58 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$4,071.55 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154916,2/7/2024,207332,,P,Directors & Officers Insurance 13/07/24 to 13/07/25,11205,"$2,780.68 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$250.99 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,031.67 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154917,2/7/2024,207330,,P,Professional Indemnity  Insurance 13/07/24 to 13/07/25,11205,"$92,550.13 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,"$8,415 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$100,965.13 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154918,4/7/2024,207459,,P,Commercial Insurance 13/07/24 to 13/07/25 ,11205,($353.60),,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,($32.18),$0.00 ,GST,$0.00 ,B,2,0,30,0,($385.78),,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154919,1/8/2024,2-10009539286,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Aug 2024 to 31 Aug 2024,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154935,5/8/2024,20826232,,P,Billing period 01/07/2024 to 31/07/2024,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154937,6/8/2024,6,,P,2024/2025 Rate & Valuation for 01/07/24 to 30/06/2025,66020,"$3,976.60 ",,,Purchase; Ian Godson Superannuation Fund,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,976.60 ",,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154938,30/07/2024,2503,,P,Staff Workshop July 2024,61310,"$3,412.50 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,412.50 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154939,30/07/2024,,,P,Stationery,61215,$117.94 ,,,Purchase; Officeworks,,GST,$11.79 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$129.73 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAMI,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154954,16/08/2024,MPA153015033,,P,Car Comprehensive Cover 17/08/24 -17/08/25,61207,"$1,135.59 ",,,Purchase; AAMI,,GST,$102.31 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,237.90 ",,5004,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mornington HYUNDAI,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154955,16/08/2024,HM2441,,P,"Vehicle cost including liner, partition, Inspection, admin fee, dealer delivery, stamp duty and discount",12570,"$42,739.37 ",,,Purchase; Mornington HYUNDAI,,GST,"$4,080.93 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$47,726.90 ",,N00013,2879
Mornington HYUNDAI,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154955,16/08/2024,HM2441,,P,Registration,61207,$333.50 ,,,Purchase; Mornington HYUNDAI,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$47,726.90 ",,N00013,2879
Mornington HYUNDAI,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154955,16/08/2024,HM2441,,P,Compulsory Thierd Party ,61207,$573.10 ,,,Purchase; Mornington HYUNDAI,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$47,726.90 ",,N00013,2879
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154972,1/9/2024,2-10009754452,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Sep 2024 to 30 Sep 2024,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154974,1/9/2024,2000036121,,P,Recurring charges 01 Aug 24 to 31 Aug 24,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icare Workers Insurance NSW,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154981,2/9/2024,1025427755,,P,NSW Workcover 2024_24 Adjustment,65140,$858.24 ,,,Purchase; icare Workers Insurance NSW,,GST,$85.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$944.06 ,,1684,2182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icare Workers Insurance NSW,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154982,2/9/2024,288259064,,P,NSW Workcover 2024_25 Premium,65140,"$3,118.81 ",,,Purchase; icare Workers Insurance NSW,,GST,$311.88 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,430.69 ",,1684,2182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW ACTUALLY GROUP PTY LTD,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154983,3/9/2024,INV-2612,,P,Executive employment agreement and parental leave workplace policy,61038,"$1,850 ",,,Purchase; NOW ACTUALLY GROUP PTY LTD,,GST,$185 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,035 ",,N0007,2846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW ACTUALLY GROUP PTY LTD,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154987,9/9/2024,INV-2616,,P,Work From HOme Policy,61038,$650 ,,,Purchase; NOW ACTUALLY GROUP PTY LTD,,GST,$65 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$715 ,,N0007,2846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorkCover Queensland,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154990,13/09/2024,,,P,Premium for year ending 9 September 2024,65140,$43.29 ,,,Purchase; WorkCover Queensland,,GST,$4.33 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$50 ,,N0002,2821
WorkCover Queensland,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154990,13/09/2024,,,P,Premium for year ending 9 September 2024 SD,65140,$2.38 ,,,Purchase; WorkCover Queensland,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$50 ,,N0002,2821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Couriers Please Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154993,13/09/2024,TI3508353,,P,Metro ( Gold ) coupon,61215,$482.40 ,,,Purchase; Couriers Please Pty Ltd,,GST,$48.24 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$530.64 ,,5539,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS Laboratory Services Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,X,154998,18/09/2024,WC574638,,P,Testing of 7 samples from damper tower,54400,$980 ,,,Purchase; ALS Laboratory Services Pty Ltd,,GST,$98 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,078 ",,5544,2075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRA,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155003,24/07/2024,INV-0056,,P,Corporate membership 1 July 2024 - 30 June 2025,59140,"$1,925 ",,,Purchase; ACRA,,GST,$192.50 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,117.50 ",,5412,742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine & Civil Maintenance Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155004,31/08/2024,2700,,E,Loy Yang August progress,54300,"$15,905.31 ",,,Purchase; Marine & Civil Maintenance Pty Ltd,,GST,"$1,590.53 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$17,495.84 ",,5215,95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155005,24/09/2024,INV-5351,,P,"Lawn mowing, gardening, weeding",61250,$100 ,,,"Purchase; WILDES, JOHNATHAN RONALD t/a Jims Mowing",,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revcharge,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155006,23/09/2024,INV-0830,,P,Cable - 3P/5M,61250,$544 ,,,Purchase; Revcharge,,GST,$54.40 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$598.40 ,,2814,2887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155007,23/09/2024,47753,,P,HP Warranty Repair Cost,61151,"$2,140.63 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$214.06 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,354.69 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS Laboratory Services Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155008,20/09/2024,1151993097,,P,Lab testing,54400,$710.77 ,,,Purchase; ALS Laboratory Services Pty Ltd,,GST,$71.08 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$781.85 ,,5544,2075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORKPLACE SAFETY AUSTRALIA PTY LIMITED,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155009,20/09/2024,JS7041BUS24,,P,OHS Business Service,61035,"$1,490 ",,,Purchase; WORKPLACE SAFETY AUSTRALIA PTY LIMITED,,GST,$149 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,639 ",,2660,2785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155012,1/10/2024,2-10010040040,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Oct 2024 to 31 Oct 2024,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155019,1/10/2024,2506,,P,Director fee 01/07/ 24 - 30/09/24,61060,"$6,250 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,285 ",,*None,2714
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155019,1/10/2024,2506,,P,Parking ( 22/08/24 Pointon mtg)\r\n,61400,$31.82 ,,,Purchase; GL Booth,,GST,$3.18 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,285 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155022,3/10/2024,21062340,,P,Billing Period 01 Sep 24 to 30 Sep 24,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Converge International Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155027,10/10/2024,,,P,Invoice period from 18/10/2024 to 17/10/2025,65150,"$3,774 ",,,Purchase; Converge International Pty Ltd,,GST,$377.40 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$4,151.40 ",,2337,2577
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAMI,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155032,5/9/2024,MPA07899573 FY25,,P,PAul's car insurance 16/10/24 to 16/10/25,11266,$428.74 ,,,Purchase; AAMI,,GST,$42.87 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$518.77 ,,5004,71
AAMI,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155032,5/9/2024,MPA07899573 FY25,,P,PAul's car insurance 16/10/24 to 16/10/25 SD,11266,$47.16 ,,,Purchase; AAMI,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$518.77 ,,5004,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155037,15/10/2024,INV-5626,,P,"Lawn mowing,gardening,weeding,weed spraying and\r\nblowing of carparks on 15/10/24",61250,$100 ,,,"Purchase; WILDES, JOHNATHAN RONALD t/a Jims Mowing",,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155038,17/10/2024,7,,P,Yarra Valley water Invoice number: 5913 8869 74805 (attached)\r\nPeriod 05/07/2024 to 09/10/2024\r\n,66090,$540.88 ,,,Purchase; Ian Godson Superannuation Fund,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$540.88 ,,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
