ContactName,AccountNumber,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,PhoneNumber,MobileNumber,FaxNumber,EmailAddress,Website,SAAttentionTo,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,Discount,TaxNumber,BankAccountNumber,BankAccountName,SalesAccount,DueDateSalesDay,DueDateSalesTerm
WACHS - Laverton,,,,,,,,,,,,,Kay.Terry@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Kondinin,,,,,,,,,,,,,Kondinin.healthservice@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Westgold Resources,c.186,Level 6 197 St Georges Tce,aragon.ap@westgold.com.au,,,,,,,0894623400,,,bbg.ap@westgold.com.au,,,,,,,,,,,0.0,60009260306.0,,,4-1101,30.0,4.0
Brightwater Inglewood,,,,,,,,,,61848545,,,accounts.payable@brightwatergroup.com,,,,,,,,,,,0.0,,,,,14.0,2.0
Shenton Pumps,c.185,,,,,,,,,,,,accounts@shenton.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Crushing Services International Pty Ltd,c.187,,,,,,,,,,,,invoices@mrl.coupahost.com,,,,,,,,,,,0.0,,,,,45.0,4.0
Department of Water and Environmental Regulation,,,,,,,,,,08 6364 7000,,,,,,,,,,,,,,0.0,28420443065.0,,,4-1101,30.0,2.0
Big Bell Gold Operations Pty Ltd,c.256,,,,,,,,,0894623400,,,,bbg.ap@westgold.com.au,,,,,,,,,,0.0,60009260306.0,,,4-1101,30.0,4.0
WACHS - Northam,,,,,,,,,,,,,Jacob.Kurian@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Tom Price (Paraburdoo),,,,,,,,,,,,,WACHSPB_POPHealthAdmin@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WA Country Health Service,c.190,,,,,,,,,,,,WACHS.AccountsPayable@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Beverley,,,,,,,,,,,,,Joyce.Walker@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Three Springs,,,,,,,,,,,,,NMHSAdmin@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
SMS Rental,c.192,,,,,,,,,,,,wenyi.cai@smsmining.com.au,,,,,,,,,,,0.0,,,,,60.0,4.0
Britone Aluminium & Glazing Services,c.191,,,,,,,,,,,,accounts@britone.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Bruce Rock,,,,,,,,,,,,,brucerockenquiries@health.wa.gov.au,,,,,,,,,,,0.0,,,,,28.0,2.0
WACHS -Bodd.Dark.Williams,,,,,,,,,,,,,liz.rankin@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
PERTHRADCLINIC LTD,c.193,,,,,,,,,,,,invoices@perthradclinic.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Moora,,,Katrina.Lee@health.wa.gov.au,,,,,,,,,,MooraAccounts@health.wa.gov.au,,,,,,,,,,,0.0,,,,,28.0,2.0
WACHS - Cunderdin,,,,,,,,,,,,,cunderdin@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Bruce Rock Engineering,c.194,,,,,,,,,(08) 9061 1253,,,accounts@brucerockengineering.com.au;kim.m@brucerockengineering.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS- Meekatharra,,,,,,,,,,,,,MeekatharraNurseMgr@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Global Cardiology,c.196,,,,,,,,,,,,sandra@globalcardiology.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Lumus Imaging,c.406,,,,,,,,,0862989960,,,imaging.ap@healthcareimaging.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS-Jurien Bay Health Centre,,,,,,,,,,,,,Annette.Fookes@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Narrogin,,,,,,,,,,,,,sara.pellant@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
ZZZ BHP Petroleum Pty Ltd,c.198,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Perth Laser Vision Centre,c.199,,,,,,,,,,,,KathyM@perthlaservision.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
AKMD Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Oral & Maxillofacial Surgery of WA,c.202,,,,,,,,,,,,franc.henze@gmail.com,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Merredin Covid,,,,,,,,,,,,,whr-cov-vac@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Dr Michelle Atherton,c.195,,,,,,,,,,,,accounts@uros.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Karratha,,,,,,,,,,,,,Chloe.Manuk@health.wa.gov.au;WACHSPB_POPHealthAdmin@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Newman,,,,,,,,,,,,,WACHSPB_POPHealthAdmin@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
GTS Advisory,c.205,,,,,,,,,,,,mtribut@gtsadvisory.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Reynolds Road Medical Centre,,,,,,,,,,,,,manager@rrmed.com,,,,,,,,,,,0.0,,,,,14.0,2.0
Ability Centre - Bamboore Cr,,,,,,,,,,,,,Agencyinvoice@abilitycentre.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Aurenne Parker Range Pty Ltd,c.206,"New address: Level 2, 3 Ord Street WEST PERTH WA 6005",,,,,,,,,,,accounts@aurenne.com,,,,,,,,,,,0.0,,,,,30.0,2.0
Cooper Fluid Systems,c.204,kirk.mcconachy@cfs.cgl.com.au,,,,,,,,,,,accountspayable@cgl.com.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Osborne Park Hospital (WA),c.208,,,,,,,,,,,,Paul.Merenda@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Merredin,,,,,,,,,,,,,Susan.Shaw@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Kellerberrin,,sara.curtis@health.wa.gov.au,,,,,,,,,,,Theresa.beech@health.wa.gov.au,,,,,,,,,,,0.0,,,,4-1100,14.0,2.0
Golden Spur Resources,c.209,,,,,,,,,64248077 Sylvia,,,accounts@bellevuegold.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Attadale Physiotherapy,c.212,,,,,,,,,,,,attphys@iinet.net.au,,,,,,,,,,,0.0,,,,,14.0,2.0
South Coast Radiology,c.210,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Penske Commercial Leasing Australia,c.211,,,,,,,,,,,,mstewart@penske.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Department of Communities - Tatianna,,,,,,,,,,,,,Chris.Neilson@communities.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Department of Trainning Workforce,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Hunter Imaging,c.216,,,,,,,,,,,,hig.ap@sonichealthcare.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Collie,,,,,,,,,,,,,WACHS.EOCWorkforce@health.wa.gov.au,,,,,,,,,,,0.0,,,,4-1100,14.0,2.0
Safe Work Laboratories,c.218,,,,,,,,,,,,accounts@swlabs.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Lynas Corporation Ltd,c.215,,,,,,,,,08 62413800 (WA No),08 6241381 (AP Athir),,WAccounts@lynascorp.com,,,,,,,,,,,0.0,,,,,7.0,2.0
Airfab Pty Ltd,c.214,,,,,,,,,,,,accounts@airfabpl.com.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Brightwater Huntingdale,,,,,,,,,,,,,bwinvoice@brightwatergroup.com,,,,,,,,,,,0.0,,,,,30.0,2.0
WACHS - COVID Swabber,,,,,,,,,,,,,WACHS.EOCWorkforce@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Western Eye,c.219,,,,,,,,,,,,fiona.wong@westerneye.com.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Cobham Aviation Services,c.222,,,,,,,,,,,,Jennifer.SHORE@cobham.com.au;Mohit.Chauhan@cobham.com.au,,,,,,,,,,,0.0,,,,,30.0,5.0
Central Systems Pty Ltd,c.217,,,,,,,,,0894432928,,,accounts@centralsystems.com.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Swanside Obstetrics & Gyneacology,c.203,,,,,,,,,,,,mayada06@yahoo.com,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - COVID Vaccinator,,,,,,,,,,,,,WACHS.COVID19Vaccinations@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,4.0
No Limitts,,,,,,,,,,,,,melissah@nolimitts.com.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Department of Communities Orchard Ave,,,,,,,,,,,,,Katherine.Fendley@communities.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,4.0
WACHS - Merredin Health Centre,,,,,,,,,,,,,Susan.Shaw@health.wa.gov.au;wheatbelt-BM-East@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,4.0
Castlegate Family Dental Care,c.220,,,,,,,,,,,,pm@castlegatedental.com,,,,,,,,,,,0.0,,,,,30.0,4.0
IContracting,c.221,,,,,,,,,,,,accounts@icontracting.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Queens Park Medical Centre,,,,,,,,,,,,,tim.ong@queensparkmedical.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Department of Communities - Jesse & Harper Wilson,,,,,,,,,,,,,Daniel.Ango-Tandoh@communities.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
WACHS - Merredin Hospital,,WACHS.AccountsPayable@health.wa.gov.au,,,,,,,,,,,susan.shaw@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Aurenne Mt Ida Pty Ltd,c.200,"New address: Level 2, 3 Ord Street WEST PERTH WA 6005",,,,,,,,,,,accounts@aurenne.com,,,,,,,,,,,0.0,,,,,30.0,2.0
Ignite Community Network Pty Ltd,c.802,,,,,,,,,,,,Accounts@ignitecn.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Occumed,c.224,,,,,,,,,,,,accounts@occumed.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Ballajura Medical Centre,c.227,,,,,,,,,,,,admin@ballajuramedical.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Motum Pty Ltd,c.226,,,,,,,,,93812087,,,kym@motum.com.au,,kym work Tue-Fr,,,,,,,,,0.0,,,,,30.0,2.0
RCR Mining Technologies Pty Ltd,c.225,RCR Mining Technologies Pty Ltd,,,,,,,,,,,accounts.payable@rcrmt.com.au,,,,,,,,,,,0.0,,,,,45.0,2.0
Radiology Tasmania,c.230,,,,,,,,,,,,ap@capitalradiology.com.au,k.nguyen@capitolhealth.com.au,,,,,,,,,,0.0,,,,,30.0,2.0
St John of God Hospital,c.223,,,,,,,,,,,,group.accountspayable@sjog.org.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Best Bar Reinforcements,c.229,,,,,,,,,,,,ap@bestbar.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Department of Communities Kyle Thomas,,,,,,,,,,,,,Katherine.Fendley@communities.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
MercyCare Maddington,,,,,,,,,,,,,orange.office@mercycare.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Lumus Imaging,c.231,,,,,,,,,,,,imaging.ap@healthcareimaging.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
One2One Pty Ltd,,,,,,,,,,(08) 6278 3900,,,payment@one2onewa.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Department of Communities - Levi Judge,,,,,,,,,,,,,Shenali.Manuel@communities.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Department of Justice,c.233,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Regis North Fremantle,c.234,,,,,,,,,0385730444,,,northfremantleom@regis.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Palatchies,c.236,,,,,,,,,,,,margaret@palatchie.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Paul Moroz,c.239,,,,,,,,,,,,pmoroz@jhcsurgery.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Ability Centre - Minderoo Villa 2,,,,,,,,,,,,,Agencyinvoice@abilitycentre.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Indigo Solutions,c.242,,,,,,,,,0893810600,,,accounts@indigosolutions.org.au,,,,,,,,,,,0.0,,,,,30.0,2.0
McCourt Street Paediatrics,c.238,,,,,,,,,,,,lynda.chadwick@health.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Mandurah Gynaecology Specialists,c.241,,,,,,,,,,,,info@drwardmgs.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Patches Paediatrics,c.240,,,,,,,,,,,,enquiries@patches.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Western Urology,c.244,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,30.0,2.0
Department of Communities - Lance Webster,,,,,,,,,,,,,Sally.Furniss@communities.wa.gov.au,Nancy.Anvieh@communities.wa.gov.au,,,,,,,,,,0.0,,,,,30.0,2.0
NRW Holdings Pty Ltd (parent) (previously BGC Cont,c.245,,,,,,,,,,,,nrwc.ap@nrw.com.au,,,,,,,,,,,0.0,,,,,14.0,4.0
Aegis - Amberley Nursing Home,,,,,,,,,,,,,accounts@aegiscare.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Hills Physiological Services,c.246,,,,,,,,,,,,hillspsychologicalservices@bigpond.com,,,,,,,,,,,0.0,,,,,30.0,2.0
Acacia Living Group Ltd,,,,,,,,,,,,,accounts@acacialiving.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Regis Aged Care (greenmount),c.251,,,,,,,,,0385730444,,,greenmountom@regis.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Chamber of Minerals And Energy of WA Inc,c.250,,,,,,,,,,,,accounts@cmewa.com,,,,,,,,,,,0.0,,,,,30.0,2.0
Botanic Gardens And Parks Authority,c.255,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Arts and Culture Trust (DLGSC),c.253,was Perth Theatre Trust,Sree -AP contact - not Florrie now!,,,,,,,0892650983,,,accounts.payable@artsculturetrust.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Assist Plan Managers,,,,,,,,,,,,,invoices@assistplanmanagers.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Vein and Artery Specialist Clinic,c.254,,,,,,,,,,,,admin@vasc.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Deep Yellow Ltd,c.252,,,,,,,,,,,,gillian.swaby@deepyellow.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Meekatharra,,,,,,,,,,,,,MeekatharraAdmin.WACHS-Midwest@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Karrinyup St Lukes Medical Centre,c.258,,,,,,,,,,,,pmanager@stlukemc.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
National Lubrication Systems,c.262,,,,,,,,,,,,Aldo.depaoli@natlube.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Teck Australia,c.257,,,,,,,,,,,,perth@teck.com,,,,,,,,,,,0.0,,,,,14.0,2.0
Consumers of Mental Health WA,c.259,12/275 Belmont Ave,,,,Cloverdale,WA,6105,,,,,rbanks@comhwa.org.au,,,,,,,,,,,0.0,,,,,14.0,2.0
City of Canning,c.260,,,,,,,,,(08) 9231 0606,,,accounts@canning.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Strandline Resources Limited,c.261,,,,,,,,,,,,accounts@strandline.com.au,enquiries@strandline.com.au,,,,,,,,,,0.0,,,,,30.0,2.0
Fresenius Medical Care Rockingham,c.264,,,,,accounts.payableau@fmc-asia.com,,,,,,,gemma.valdez@fmc-asia.com,Eric.Esquierdo@fmc-asia.com (remittance),,,,,,,,,,0.0,,,,,14.0,2.0
Department of Communities - Edna & Edward,,,,,,,,,,,,,Petronella.Utete@communities.wa.gov.au;Martin.Huynh@communities.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
City of Melville,c.269,press 0,,,,,,,,08 9364 0666,,,accounts.payable@melville.wa.gov.au,,,,,,,,,,,,,,,,,
A  Phone: (08) 9364 0666,,,,,,0,2,0,30,0,0,0,,0,0,,,,,,,,,,,,,,,
City of Perth,c.267,,,,,,,,,08 9461 3333,,,accounts.payable@cityofperth.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Envision Medical Imaging Pty Ltd,c.270,,,,,,,,,,,,finance@envisionmi.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Western Cardiology - Subiaco,c.268,,,,,,,,,,Angela Fazio,,bookkeeper@westerncardiology.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Mount Gibson Iron Limited - Koolan Island,c.265,Level 1 2 Kings Park Road,,,,WEST PERTH,WA,6005,Australia,,,,accounts@mgx.com.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Mineral Resources Transport Pty Ltd,c.235,Locked Bag 3,Caron.Tissong@mrl.com.au,Manages the account.,,"Canning Bridge, Applecross",WA,6153,,,,,invoices@mrl.coupahost.com,,,,,,,,,,,0.0,,,,,45.0,4.0
Regis Aged Care Nedlands,c.271,,,,,,,,,0385730444,,,nedlandsdtcm@regis.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Regis Aged Care Coogee,c.272,"2 Pantheon Ave,",,,,North Coogee,,,,0385730444,,,coogeeam@regis.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Fresenius Kidney Care - Stirling Dialysis Clinic,,,,,,,,,,,,,accounts.payableAU@fmc-asia.com,Eric.Esquierdo@fmc-asia.com (remittance),,,,,,,,,,0.0,,,,,14.0,2.0
Perth Womens Health,c.275,,,,,,,,,9310 0011 Sally,,,reception@pwhpl.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
I-Med Queensland,c.280,104 Breakfast Creek Road,,,,NEWSTEAD,QLA,4006,,0749273700,,,ap@i-med.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Apex Radiology,c.279,115 Beach Road,,,,BUNBURY,WA,6231,,,,,ap.apex@idxgroup.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Prime Radiology,c.281,,,,,,,,,,,,a.sarode@primeradiology.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Regis Aged Care Woodlands,c.278,,,,,,,,,03 8518 7342,lwhite@regis.com.au,,woodlandsam@regis.com.au,accountspayable@regis.com.au,,,,,,,,,,0.0,,,,,14.0,2.0
"Regis Aged Care, Weston",c.282,118-120 Monash Ave,,,,NEDLANDS,WA,6009,,0893805211,,,westonam@regis.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Beeliar Diagnostic Imaging,c.289,Yangebup,,,,YANGEBUP,WA,6164,,,,,reception@beeliardiagnosticimaging.com.au,,,,,,,,,,,0.0,67628027092.0,,,,14.0,2.0
Greenmount Resources Pty Ltd,c.283,"Level 1, 28 Ord Street",,,,West Perth,WA,6005,,,,,accounts@capmet.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Avoca Mining,c.284,,,,,,,,,,,,accounts@karoraresources.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Capital Radiology - Victoria,c.288,,,,,,,,,,,,ap@capitalradiology.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
ZZ Department of Communities,zz,52 The Crescent Cale house Level 1,In Astute is client c.286 (AJ),,,Midland,,,,,,,,,,,,,,,,,,0.0,,,,,30.0,2.0
Woodside Energy Limited,c.287,,,,,,,,,,,,petpaymentservices@woodside.com,,,,,,,,,,,0.0,,,,,21.0,4.0
WACHS - Wyalkatchem,,9 Honour Street,,,,Wyalkatchem,WA,6485,,,,,wyalkatchem-koo.district@health.wa.gov.au;Ros.Hamlet@health.wa.gov.au;Sharon.Lewis@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
City of Armadale,c.276,Central Admin 7 Orchard Avenue,mdilello@armadale.wa.gov.au,,,ARMADALE,WA,6112,,0893945170,,,accounts@armadale.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
City of Rockingham,c.285,,,,,,,,,9528 0333,,,accounts.payable@rockingham.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
I-Med Radiology Network,c.290,5 Frederick St,,,,LAUNCESTON,TAS,7250,,,,,brett@choiceone.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Fresenius Kidney Care - Midland Dialysis Clinic,,GP Superclinic @ Midland- Level 1/6 Centennial Place,natalie.forde@fmc-asia.com,,,MIDLAND,WA,6056,,,,,gemma.valdez@fmc-asia.com,regional manager Dec22 below,0420 961 307,,,,,,,,,0.0,,,,,14.0,2.0
Infocus Radiology,c.293,Jodie Ng,0414579294,jodie.n@infocusradiology.com.au,,,,,,,,,hubdoc.accounts.xfkud9ni@app.hubdoc.com,,,,,,,,,,,0.0,,,,,30.0,2.0
BHP - Nickel West - Kwinana Refinery,c.291,,,,,,,,,,,,christopher.venkatas@bhp.com,,,,,,,,,,,0.0,,,,,60.0,2.0
"Department of Mines, Industry Regulation & Safety",c.295,,,,,,,,,,,,bianca.koehler@commerce.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
North Metro Health Servic,c.294,,,,,,,,,,,,Richard.Campbell@health.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
"Department of Jobs, Tourism, Science & Innovation",c.296,,,,,,,,,,,,ap@jtsi.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Attadale Rehab Hospital,,,,,,,,,,,,,accountspayable.vim@ramsayhealth.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Dr Ron Manasseh,c.298,,,,,,,,,,,,practicemanager@drmanasseh.com.au,,,,,,,,,,,0.0,,,,,7.0,2.0
Murdoch Ophthalmology Eye Specialist,c.299,,,,,,,,,,,,skingston@murdochOphthalmology.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
City of Belmont,c.301,,,,,,,,,94777222,,,accounts@belmont.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Fresenius Kidney Care - Rockingham Dialysis Unit,,,,,,,,,,,,,accounts.payableAU@fmc-asia.com,,,,,,,,,,,0.0,,,,,30.0,2.0
St John of God Health Care - Subiaco Clinic,c.297,Kadri.Prants@sjog.org.au,,,,,,,,0861160000,,,group.accountspayable@sjog.org.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Central Queensland Radiology,c.302,Was Imaging Queensland,,,,,,,,0754303900,,,iq-accounts@idxgroup.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Women's & Breast Imaging,c.303,,,,,,,,,,,,conniel@wbi.net.au,,,,,,,,,,,0.0,,,,,14.0,2.0
North Metropolitan Health Services,c.304,,,,,,,,,,,,Richard.Campbell@health.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Craigie Day Surgery,c.306,,,,,,,,,,,,accountspayable@adorafertility.com.au,accountspayable@adorafertility.com.au,,,,,,,,,,0.0,97639116500.0,,,,14.0,2.0
Reliance Finance,c.310,,,,,,,,,92717688,,,jzmasel@gmail.com,,,,,,,,,,,0.0,,,,4-1000,14.0,2.0
Quaker Oats Australia,c.309,,,,,,,,,(08) 9454 8166,,,quaker.ap@pepsico.com,,,,,,,,,,,0.0,73065540865.0,,,,60.0,2.0
Shire of Serpentine Jarrahdale,c.307,,,,,,,,,0895261111,,,creditors@sjshire.wa.gov.au,,,,,,,,,,,0.0,98924720841.0,,,,14.0,2.0
City of Vincent,c.308,engineering@vincent.wa.gov.au,depotadmin@vincent.wa.gov.au,Select 0,,,,,,0892736000,,,depot.administration@vincent.wa.gov.au,cc accounts@vincent.wa.gov.au,,,,,,,,,,0.0,62191132542.0,,,,30.0,2.0
SKG Radiology,c.312,,,,,,,,,,,,,,,,,,,,,,,0.0,32097093448.0,,,,14.0,2.0
Carnarvon Hospital,c.311,,,,,,,,,0899410555,,,Andreja.Mladinov@health.wa.gov.au,,,,,,,,,,,0.0,13993250709.0,,,,14.0,2.0
Austal Ships,c.313,,,,,,,,,(08) 9410 1111,,,accounts@austal.com,,,,,,,,,,,0.0,,,,,30.0,2.0
WA Country Health Service,c.314,PMB 12,,,,,,,,08 9174 1482,,,cleo.mkosi-ndovu@health.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
BGC Transport,c.316,,,,,,,,,0894422333,,,pwm@bgc.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
I-Med Radiology Network,c.317,,,,,,,,,,,,AP@i-med.com.au,,,,,,,,,,,0.0,31169109291.0,,,,14.0,2.0
The X-Ray Group Pty Ltd,c.318,201 Borella Road,,,,ALBURY,NSW,2640,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
BHP Petroleum Pty Ltd,c.330,was c.315,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,30.0,2.0
Keperra Diagnostic Imaging,c.320,,,,,,,,,0733510108,,,kaite@toowoombadi.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Alpenglow Australia Pty Ltd,c.319,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,30.0,2.0
Micheal Rynbout,,26 Sappleton Retreat,,,,Merriwa,WA,6030,,0448 551 373,,,michealrynbout1981@outlook.com,,,,,,,,,,,0.0,,,,,14.0,2.0
Metalcorp Ltd,c.321,,,,,,,,,0892081000,,,peter.webster2@orrcon.com.au,,,,,,,,,,,0.0,88096380068.0,,,,60.0,2.0
Hyatt Partners,c.325,,,,,,,,,0894743477,,,,,,,,,,,,,,0.0,61948859468.0,,,,14.0,2.0
FCT Surface Cleaning,c.326,,,,,,,,,0892043333,,,admin@fctcleaning.com,,,,,,,,,,,0.0,75120459225.0,,,,14.0,2.0
PaveWA,c.329,401 Scarborough Beach Road,,,,,,,,0894488183,,,admin@pavewa.com.au,michaelw@pavewa.com.au,,,,,,,,,,0.0,,,,,14.0,2.0
City of Kalamunda,c.327,,,,,,,,,0892579856,,,Accounts@kalamunda.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
WA Country Health Service Goldfields,c.328,WACHS.AccountsPayable@health.wa.gov.au,,,,,,,,,,,Andrew.Smith2@health.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Perron Institute for Neurological and Translationa,c.331,,,,,,,,,,,,accounts@perron.uwa.edu.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Ross's Discount Home Centre,c.332,liam@alpinekb.com.au,Liam -,,,,,,,93782233,,,simon@discount.com.au,,,,,,,,,,,0.0,65874186779.0,,,,14.0,2.0
Department of Communities - Talia Van Battenburg,,,,,,,,,,,,,brydee.north@communities.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Aeris Resources,c.333,,,,,,,,,0890804292,,,jaguarinvoices@aerisresources.com.au,,,,,,,,,,,0.0,,,,,45.0,4.0
