Account Number,Account Name,Header,Balance,Account Type,Last Cheque Number,Tax Code,Currency Code,Inactive Account,AccountantLink Code,BSB Number,B/Account Number,B/Account Name,Company Trading Name,Create Bank Files,Bank Code,Direct Entry User ID,Self Balancing Transaction,Description,Classification for Statement of Cash Flow,Subtotal Header Accounts
67355,Research & Development CA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67360,Stationery & Consumables CA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67365,Subscriptions & Memberships CA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67370,Taxis Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67375,Telephone Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67380,Website Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67600,Travel Expenses Central Asia,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
67610,Airfares Domestic Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67620,Airfares International CA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
67630,Accommodation Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67640,Kilometres Central Asia,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
67650,Meals etc Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67660,Sundry Travel Expenses CA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67700,Marketing & Development CA,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
67705,Advertising Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67710,Airfares Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67715,Accommodation Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67720,Entertainment Client CA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67725,Gifts Client Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67730,Legal Expenses Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67735,Meals Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67740,Parking Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67745,Printing Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67750,Research & Development CA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
67755,Stationery & Consumables CA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67760,Taxis Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67765,Wages Central Asia,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
67770,Website Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68000,ASSURANCE SERVICES,H,"$14,165.23 ",Expense,,,,N,,,,,,,,,,,,Y
68300,General Expenses Assurance,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
68305,Advertising Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68310,Archiving Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68315,Couriers Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68320,Entertainment Client Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68325,Gifts Clients Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68330,Internet/Email Assurance,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
68335,Magazines & Periodicals ASS,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
68340,Parking Assurance,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
68345,Printing Assurance,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
68350,Postage Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68355,Research & Development ASS,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
68360,Stationery & Consumables ASS,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68365,Subscriptions & Membership ASS,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68370,Taxis Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68375,Telephone Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68380,Website Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68600,Travel Expenses Assurance,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
68610,Airfares Domestic Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68620,Airfares International ASS,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
68630,Accommodation Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68640,Kilometres Assurance,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
68650,Meals etc Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68660,Sundry Travel Expenses ASS,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68700,Marketing & Development ASS,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
68705,Advertising Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68710,Airfares Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68715,Accommodation Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68720,Entertainment Client Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68725,Gifts Client Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68730,Legal Expenses Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68735,Meals Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68740,Parking Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68745,Printing Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68750,Research & Development ASS,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68755,Stationery & Consumables ASS,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68760,Taxis Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68765,Wages Assurance,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
68770,Website Assurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
68900,Other Expenses,H,"$14,165.23 ",Expense,,,,N,,,,,,,,,,,,Y
68960,Income Tax Expenses,,"$14,165.23 ",Expense,,N-T,,N,,,,,,,,,,,,
69000,CONTRACTING,H,$785.40 ,Expense,,,,N,,,,,,,,,,,,Y
69010,Employment Exp-Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69150,Repairs&Mtce MV-Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69160,Bank Charges-Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69300,General Expenses Contracting,H,$785.40 ,Expense,,,,N,,,,,,,,,,,,Y
69305,Advertising Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69310,Archiving Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69311,Computer Software-Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69312,Computer HWare Access: Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69315,Courier Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69316,Credit Card Charge-Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69317,Donation- Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69320,Entertainment Clients Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69323,Fuel Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69324,Fines & Panelties-Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69325,Gifts Client Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69327,Insurance Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69330,Internet/Email Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69335,Magazines & Periodicals Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69340,Parking Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69345,Printing Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69350,Postage Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69355,Research & Development Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69360,Stationery & Consumables Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69365,Subscriptn & Memberships Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69367,Staff amenities - Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69370,Taxis Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69375,Telephone Contracting,,$785.40 ,Expense,,N-T,,N,,,,,,,,,,,,
69377,Staff Training Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69380,Website Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69465,Uniform - Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69600,Travel Expenses Contracting,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
69610,Airfares Domestic Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69620,Airfares International Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69630,Accommodation Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69640,Kilometres Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69650,Meals etc Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69660,Sundry Travel Expenses Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69700,Marketing & Development Contr,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
69705,Advertising Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69710,Airfares Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69715,Accommodation Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69720,Entertainment Client Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69725,Gifts Client Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69730,Legal Expenses Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69735,Meals Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69740,Parking Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69745,Printing Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69750,Research & Development Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69755,Stationery & Consumables Contr,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69760,Taxis Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69765,Wages Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
69770,Website Contracting,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
80000,Other Income,H,"$897,656.86 ",Other Income,,,,N,,,,,,,,,,,,Y
80100,R&D tax offset,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
81100,Employee Contributions,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
81971,Admin Fee - Australia,,$0.00 ,Other Income,,GST,,N,,,,,,,,,,,,
81972,Admin Fee - Overseas,,$0.00 ,Other Income,,EXP,,N,,,,,,,,,,,,
81990,Interest Received Bankwest,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
81991,Interest Received - ATO,,"$5,220.54 ",Other Income,,N-T,,N,,,,,,,,,,,,
81992,Interest Received - St George,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
81993,Interest Received - Other,,"$3,378.11 ",Other Income,,N-T,,N,,,,,,,,,,,,
81994,Interest Received - ANZ,,"$1,164.69 ",Other Income,,N-T,,N,,,,,,,,,,,,
82020,Reimbursement - M/V Expenses,,$0.00 ,Other Income,,GST,,N,,,,,,,,,,,,
82030,JobKeeper Subsidy (No GST),,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,COVID 19 relief Government subsidy through JobKeeper Scheme,,
82035,Economic Cash Boost Stimulus,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,COVID-19 Cash Flow Stimulus Payments,,
82036,COVID 19 Payroll Tax Grant,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,COVID -19 PAyroll Tax Grant,,
82051,Insurance recoveries,,$0.00 ,Other Income,,GST,,N,,,,,,,,,,,,
82110,Profit on Sale of Assets,,$0.00 ,Other Income,,GST,,N,,,,,,,,,,,,
83000,Private surcharge M/V Expenses,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
84000,Dividend Received - Sustainability International Pte Ltd,,"$887,893.52 ",Other Income,,N-T,,N,,,,,,,,,,,,
84140,Rental Income,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
85000,Austrade Grant,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
85001,Enterprise Grant,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
86000,Overseas Staff Development,,$0.00 ,Other Income,,N-T,,N,,,,,,,,,,,,
90000,Other Expenses,H,$0.00 ,Other Expense,,,,N,,,,,,,,,,,,Y
92110,Loss on Sale of Assets,,$0.00 ,Other Expense,,N-T,,N,,,,,,,,,,,,
92111,Unrealised Foreighn Exchange,,$0.00 ,Other Expense,,N-T,,N,,,,,,,,,,,,
92112,Division 7A Loans Cleared,,$0.00 ,Other Expense,,N-T,,N,,,,,,,,,,,,
92115,Bad Debts Written Off,,$0.00 ,Other Expense,,N-T,,N,,,,,,,,,,,,
