Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables,,
TEN010,safety implementation pla,OHS,D,,,0%,,,,,Y,Y,,
TEN009,Busselton Audit,OHS,D,,,0%,,,,,Y,Y,,
RPL274,Cert IV Frontline Mgt-RPL,TRA,D,,,0%,,,,,Y,Y,,
TER003,Gap Analysis of DEIA,SEA,D,Gap Analysis of DEIA and Stakeholder engagement support,,0%,,,,,Y,Y,,
RIO499,Waste Water Services,TEC,D,Prequalification,,0%,,,,,Y,Y,,
RIO485,RIO485,TEC,D,,,0%,,,,,Y,Y,,
OYT005,Off shore Services,ENV,D,,,0%,,,,,Y,Y,,
RIO486,Smeation Transport,TEC,D,Action Plan Dektop,,0%,,,,,Y,Y,,
RIO520,Mix Telematics,TEC,D,,,0%,,,,,Y,Y,,
RIO451,Ian Atkins Civil,TEC,D,,,0%,,,,,Y,Y,,
RIO488,Aust Cultural HeritageMgt,TEC,D,Pre Audit,,0%,,,,,Y,Y,,
KIA004,Technical assistance,ENV,D,,,0%,,,,,Y,Y,,
APP000E,SPE APPIA conference2012,ENV,D,50% split ENV & OHS,,0%,,,,,Y,Y,,
APP000S,SPE/APPIA conference2012,OHS,D,50% split between ENV & OHS,,0%,,,,,Y,Y,,
MWM001,Myanmar Wanbao Mining,ENV,D,ESIA support,,0%,,,,,Y,Y,,
MMJ001,Morobe Mining JV,ENV,D,Dev and Amendment of Cynade related procedures,,0%,,,,,Y,Y,,
QGC001,Qantas Gas,SCA,D,Leak dedection & monitoring,,0%,,,,,Y,Y,,
GLH001,Global Hire,TEC,D,DEv and support of Implementation of HSE Mgt System,,0%,,,,,Y,Y,,
SDS001,Safety Direct Solution,TEC,D,Dev and support of implementation of HSE Mgt system,,0%,,,,,Y,Y,,
TEN000,Project Management,OHS,D,,,0%,,,,,Y,Y,,
RIO521,CCC Australia Group,TEC,D,,,0%,,,,,Y,Y,,
RPL276,TAE40110 Cert IV in Train,TRA,D,,,0%,,,,,Y,Y,,
RIO491,Cross Verwijmeren-Bunbury,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
BHP058,BHP Billiton,TEC,D,Documentation for Jimblebar,,0%,,,,,Y,Y,,
RIO507,CBO Communications-QLD,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
BRA001,Broadcast Australia,TRA,D,,,0%,,,,,Y,Y,,
CCI003,Amy Hawkins,TRA,D,,,0%,,,,,Y,Y,,
TEN008,ICHTHYS Onshore LNG Facil,OHS,D,,,0%,,,,,Y,Y,,
MPA001,Master Plumber Assn,TRA,D,Audit for SMS,,0%,,,,,Y,Y,,
NEBDIS278,Nebosh IGC Distance Prog,TRA,D,,,0%,,,,,Y,Y,,
RPL275,RPL275-Rodd Souther,TRA,D,,,0%,,,,,Y,Y,,
RIO527,Paraburdoo Operations,TEC,D,,,0%,,,,,Y,Y,,
RPL279,RPL279-James Ian Millar,TRA,D,,,0%,,,,,Y,Y,,
RIO493,Inline Engineering,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO502,Goodline in Port Hedland,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO522,Headland Machinery,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
CRS004,EIA Support,ENV,D,,,0%,,,,,Y,Y,,
OYT007,Bio & Hydrological Assess,ENV,D,,,0%,,,,,Y,Y,,
KML002,Karara Audit,ENV,D,,,0%,,,,,Y,Y,,
RIO501,Electek,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
CET003,Dev. Audit Checklist,ENV,D,,,0%,,,,,Y,Y,,
RPL280,Benjamin Thomas Corbett,TRA,D,,,0%,,,,,Y,Y,,
RPL281,Benjamin Thomas Corbett,TRA,D,,,0%,,,,,Y,Y,,
RIO537,Stace Pty Ltd,TEC,D,,,0%,,,,,Y,Y,,
ENE000,Enerflex,TRA,D,,,0%,,,,,Y,Y,,
RIO511,Benchmark Monitoring,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO517,Rene Engineering,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO524,Maicon Engineering,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO518,RCR Maintenance,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO519,SIMS Metal,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
NEBEXA269,Burhan Rasheed,TRA,D,,,0%,,,,,Y,Y,,
CIV272,Rebecca Olsen,TRA,D,,,0%,,,,,Y,Y,,
EQA002,Equal Assurance,Assurance,D,Certification Auditing,,0%,,,,,Y,Y,,
RIO508,Mammoet,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
VOA004,Van Oord Australia P/L,OHS,D,Training for High Risk Work,,0%,,,,,Y,Y,,
GFR021,Safety Support Services,OHS,D,,,0%,,,,,Y,Y,,
RIO510,Dunbar Services,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
VOA002,Safety services,OHS,D,,,0%,,,,,Y,Y,,
RIO523,Pre Audit for Tender,TEC,D,Linfox Australia & Toll transport,,0%,,,,,Y,Y,,
RIO500,ATF Services,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO504,Ceacon,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO505,Poly Weld,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO512,Geovert,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO529,Pilbara Clean Machine,TEC,D,Action Plan Desktop,,0%,,,,,Y,Y,,
RIO531,Valmont,TEC,D,This job code is to charge to Valmont directly,,0%,,,,,Y,Y,,
RIO503,CJD Equipment,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RPL285,Ben Seaborn,TRA,D,Cert IV of OHS-RPL,,0%,,,,,Y,Y,,
OYT004,OYT004,SEA,D,,,0%,,,,,Y,Y,,
WAT001,Watpac,TRA,D,,,0%,,,,,Y,Y,,
CAT003,CAT003,TRA,D,,,0%,,,,,Y,Y,,
COW001,City of Wanaroo,OHS,D,Review of incident investigation,,0%,,,,,Y,Y,,
RIO513,Asset Mgt Engineers,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
OYT006,ESIA feedback mgt,SEA,D,,,0%,,,,,Y,Y,,
RIO515,Hanson Construction Mater,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
ENE001,ENE001,TRA,D,,,0%,,,,,Y,Y,,
WAT002,Watpac,TRA,D,,,0%,,,,,Y,Y,,
SCA002,SCA002,SCA,D,,,0%,,,,,Y,Y,,
EBR003,European Bank,ENV,D,Kamchatka Gold, Russia,,0%,,,,,Y,Y,
OYT000,Oyu Tolgoi,ENV,D,Non-billable,,0%,,,,,Y,Y,,
RIO274,Appex Fenner,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO498,General Electric,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
HOP002,Workshop Prep & Execution,TRA,D,HAZOP Workshop-Carnarvon,,0%,,,,,Y,Y,,
RIO514,Mobecrete & Construction,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO525,Complete Power Solutions,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
TEN014,Development of induction,OHS,D,Assistance with Development of Induction,,0%,,,,,Y,Y,,
TEN006,Argyle Project,OHS,D,,,0%,,,,,Y,Y,,
JHG022,John Holland Group,TEC,D,NCH Safety Advisor,,0%,,,,,Y,Y,,
RIO492,Complete Field Maintenanc,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO538,A Noble & Son,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO539,Civil Road & Rail,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO269,Abon Engineering,TEC,D,,,0%,,,,,Y,Y,,
DUS001,assist in review of MS,TEC,D,,,0%,,,,,Y,Y,,
TEN011,ENV procedures,OHS,D,Development of Procedures,,0%,,,,,Y,Y,,
RIO536,Western Plant Hire,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO535,Inovas,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO532,Total Austral Mooring Ser,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO496,Davey Bickford,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO540,Oceanic Offshore,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO542,Coates Hire,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO541,Portacomm,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO543,Animal Pest Mgt Services,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO534,Marine & Civil,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO528,Radio Comm Technology,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO530,Kiewit Australia P/L,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO494,Binbirri Contracting,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO533,Appex Ferner,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO526,Burke Air,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO509,Fuild Maintenance,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO506,MTU Maintenance,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
CCS004,Sa,TRA,D,,,0%,,,,,Y,Y,,
CCI004,Sabrina Yang,TRA,D,,,0%,,,,,Y,Y,,
CCI006,Glenn Ireland,TRA,D,,,0%,,,,,Y,Y,,
RPL287,Jason Landers,TRA,D,,,0%,,,,,Y,Y,,
RIO556,Pirtek,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
DOE001,Downer EDI Ltd,TRA,D,Plant & Pedestrian Review,,0%,,,,,Y,Y,,
CET004,Audit assistance,ENV,D,,,0%,,,,,Y,Y,,
RIO546,Current Engineering Solut,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
TEN012,Audit preparation-Kwinana,OHS,D,,,0%,,,,,Y,Y,,
RPL288,Shane William Bushell,TRA,D,,,0%,,,,,Y,Y,,
RPL289,Barry Malcolm Everest,TRA,D,,,0%,,,,,Y,Y,,
RPL290,David Brian Mirk,TRA,D,,,0%,,,,,Y,Y,,
KML003,Stakeholder engagement Pl,ENV,D,,,0%,,,,,Y,Y,,
BUS003,Business Dev-TRA,TRA,D,,,0%,,,,,Y,Y,,
WAT004,Review of HSE Mgt Sys,OHS,D,,,0%,,,,,Y,Y,,
HOL003a,Holcim -ENV audit,ENV,D,,,0%,,,,,Y,Y,,
TEN013,Pilbara visit MS Rollout,OHS,D,,,0%,,,,,Y,Y,,
TEN008a,Support,OHS,D,Support for Bid Development for Non-Cryogenic Tanks,,0%,,,,,Y,Y,,
TAS001,Tasman Power,TEC,D,,,0%,,,,,Y,Y,,
RIO561,Imatech,TEC,D,,,0%,,,,,Y,Y,,
KUF001,Kufpec OHS review,TEC,D,,,0%,,,,,Y,Y,,
VOA003,OPs HSE support,OHS,D,,,0%,,,,,Y,Y,,
CFI005,Consult 5,ENV,D,,,0%,,,,,Y,Y,,
TEN015,Tenix,OHS,D,HSE Support Services,,0%,,,,,Y,Y,,
RIO547,Alcatel Lucent,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
WSE018,Karratha Gas Plant,ENV,D,Env. Compliance Audit,,0%,,,,,Y,Y,,
RIO559,McConell Dowell,TEC,D,Qual Audit,,0%,,,,,Y,Y,,
CIV277,Sharon Gaye Burnett,TRA,D,,,0%,,,,,Y,Y,,
RIO564,Lyons & Pierce Karratha,TEC,D,,,0%,,,,,Y,Y,,
RIO550,Pilbara Glazing Newman,TEC,D,,,0%,,,,,Y,Y,,
VOA005,Van Oord,OHS,D,Emergency Exercise - VOA Stakeholders,,0%,,,,,Y,Y,,
BGC003a,Borro Gold Co. Ltd,SEA,D,Cyanide Code Support,,0%,,,,,Y,Y,,
WAT002a,VOC at Nullagine,TRA,D,,,0%,,,,,Y,Y,,
RIO551,ICM Electric,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
NEBDIS296,David Kirk Ferris,TRA,D,Nebosh IGC Distance Learning,,0%,,,,,Y,Y,,
BUS004,Bus Dev - Env,ENV,D,,,0%,,,,,Y,Y,,
RPL297,Ian Michael Counsell,TRA,D,,,0%,,,,,Y,Y,,
BHP053a,BHP Billiton,TEC,D,Documentation for Mining Operations,,0%,,,,,Y,Y,,
ENI057,HSE Consultancy Tender,ENV,D,HSE Consultancy Tender,,0%,,,,,Y,Y,,
NIF001,Nanon Inter Freight,ENV,D,,,0%,,,,,Y,Y,,
PBM004,Phu Bia Mining,ENV,D,Verification Protocol,,0%,,,,,Y,Y,,
RIO562,New Job,TEC,D,,,0%,,,,,Y,Y,,
RIO549,New Job,TEC,D,,,0%,,,,,Y,Y,,
RIO571,Eastern Gumuru,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO569,Envar,TEC,D,Action Plan Desktop,,0%,,,,,Y,Y,,
RIO563,AMS,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO554,Target Drillers Pty Ltd,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO560,Merendino Marine Services,TEC,D,Pre-Audit,,0%,,,,,Y,Y,,
BHP034a,WIP Production,TEC,D,,,0%,,,,,Y,Y,,
RIO570,SWP RTIO Paraburdoo,TEC,D,,,0%,,,,,Y,Y,,
RIO545,Nomad Digital,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
BHM002,Dampier Port Risk Registe,TRA,D,,,0%,,,,,Y,Y,,
RIO557,North West Training & Ins,TEC,D,,,0%,,,,,Y,Y,,
RIO558,Marine Services in WA,TEC,D,,,0%,,,,,Y,Y,,
TEN017,Audit & Support Services,OHS,D,,,0%,,,,,Y,Y,,
TEN016,Roy Hill Tender,OHS,D,Assistance in preparing documents for Roy Hill Tender,,0%,,,,,Y,Y,,
RIO566,Engineered Cons. Maintena,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO565,Transmin Pty Ltd,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
BRA002,Broadcast Australia,TRA,D,Customised Training Package,,0%,,,,,Y,Y,,
SSL002,Safety Documents,OHS,D,,,0%,,,,,Y,Y,,
TER004,New Job,SEA,D,,,0%,,,,,Y,Y,,
PRE000,Proposals - ENV,ENV,D,,,0%,,,,,Y,Y,,
API003,Camp OHS review,TEC,D,,,0%,,,,,Y,Y,,
RIO338,Bradken Survelliance,TEC,D,,,0%,,,,,Y,Y,,
OYT009,ESIA,SEA,D,,,0%,,,,,Y,Y,,
BHP070,Mtce work Instrction,TEC,D,Yandi OHP01,,0%,,,,,Y,Y,,
RIO544,Pneumatic Engineering,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RPL291,RPL,TRA,D,,,0%,,,,,Y,Y,,
DEV001,Devco Builders,TEC,D,Review of HSE Mgt,,0%,,,,,Y,Y,,
RIO261,BGC contracting,TEC,D,,,0%,,,,,Y,Y,,
RIO548,Generator Power Station,TEC,D,,,0%,,,,,Y,Y,,
PEE001,Peabody Energy,ENV,D,,,0%,,,,,Y,Y,,
OYT010,New Job,SEA,D,,,0%,,,,,Y,Y,,
NEBDIS303,Patricia Ann Chant,TRA,D,Nebosh Distance Program Registration,,0%,,,,,Y,Y,,
WAT005,Watpac,TRA,D,Risk Mgt Procedure,,0%,,,,,Y,Y,,
TRO002,Tronox,TRA,D,Operational Audit,,0%,,,,,Y,Y,,
MIS000,H & S Conference,SEA,D,,,0%,,,,,Y,Y,,
RPL301,Robert Devine,TRA,D,Diploma of OHS-RPL,,0%,,,,,Y,Y,,
TEN018,Tenix,OHS,D,HSE Support Services,,0%,,,,,Y,Y,,
GEC001,Gobi Exploration Company,SEA,D,Metallurgical Report,,0%,,,,,Y,Y,,
PRM000,Proposals-Mongolia,SEA,D,,,0%,,,,,N,Y,,
RIO567,Speno Rail,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO568,Fluor Rail,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO555,Fluid Line Services,TEC,D,Surveillance Audit,,0%,,,,,Y,Y,,
RIO576,Internal Audit - Brisbane,TEC,D,,,0%,,,,,Y,Y,,
MOQ001,Prelim Works-Safety Case,OHS,D,,,0%,,,,,Y,Y,,
RIO574,Rio Tinto,TEC,D,Internal Audit,,0%,,,,,Y,Y,,
RIO572,Stonebolt,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO575,Central Institute of Tech,TEC,D,,,0%,,,,,Y,Y,,
DOE002,Downer EDI,TRA,D,Christmas Campaign - Video Presentation,,0%,,,,,Y,Y,,
RIO578,CMS Officer,TEC,D,,,0%,,,,,Y,Y,,
ERT001,Ertech holding,TRA,D,,,0%,,,,,Y,Y,,
BHP072,Dev of Trainers Guide,TRA,D,,,0%,,,,,Y,Y,,
CCI005,Quabe Logistics,TRA,D,,,0%,,,,,Y,Y,,
RIO552,MTU,TEC,D,,,0%,,,,,Y,Y,,
BHP069,Elec WI doc Yandi OHP1,TEC,D,,,0%,,,,,Y,Y,,
FRT000,Fire response training,TRA,D,,,0%,,,,,Y,Y,,
FUT003,Climatti Project,ENV,D,Climatti Project,,0%,,,,,Y,Y,,
FUT002,Quarantine Mgt Plan,ENV,D,Quarantine Mgt Plan,,0%,,,,,Y,Y,,
WSE019,Woodside,TRA,D,,,0%,,,,,Y,Y,,
BRA003,Risk Training,TRA,D,,,0%,,,,,Y,Y,,
LAC001,James Andrew McCormack,TRA,D,RABQSA Audit Course,,0%,,,,,Y,Y,,
SKR001,John Terrence Smith,TRA,D,Diploma of Mgt - RPL,,0%,,,,,Y,Y,,
NBD001,Abdul Waheed,TRA,D,Nebosh IGC Distance Program,,0%,,,,,Y,Y,,
CAP021,Induction Training,SEA,D,,,0%,,,,,Y,Y,,
SKR003,David Andrew Fuller,TRA,D,Cert IV in Training & Assessment,,0%,,,,,Y,Y,,
SKR002,Hedley Rice,TRA,D,RPL Cert IV Training & Assessment,,0%,,,,,Y,Y,,
SKR006,John Campanaro,TRA,D,RPL Cert IV in Training & Assessment,,0%,,,,,Y,Y,,
SKR004,Youenne Patrick Raynaud,TRA,D,Diploma of OHS - RPL,,0%,,,,,Y,Y,,
SKR005,Jean-Pierre Beaudry,TRA,D,Diploma of OHS-RPL,,0%,,,,,Y,Y,,
NBD002,Dermot Michael Quinn,TRA,D,Nebosh IGC Distance Program,,0%,,,,,Y,Y,,
SKR007,James Francis Truscott,TRA,D,Cert IV in Training & Assessment,,0%,,,,,Y,Y,,
SKR008,Andrew Della-Vedova,TRA,D,Cert IV in Training & Assessment,,0%,,,,,Y,Y,,
RIO580,Chememan,TEC,D,Prequalualification,,0%,,,,,Y,Y,,
RIO581,Ecoscape,TEC,D,Prequalification,,0%,,,,,Y,Y,,
RIO583,MAS Project Consultants,TEC,D,Action Plan Desktop,,0%,,,,,Y,Y,,
AGL002,Decommissioning Liability,ENV,D,,,0%,,,,,Y,Y,,
CCI007,Ashlee Platt,TRA,D,Eligibility - Traineeship,,0%,,,,,Y,Y,,
CCI008,Dexter Hugh Johnson,TRA,D,Eligibility - Traineeships,,0%,,,,,Y,Y,,
MAR005a,Manas Resources,ENV,D,Shambesai Gold Project ESIA,,0%,,,,,Y,Y,,
TER005,Env'l Social Program,SEA,D,,,0%,,,,,Y,Y,,
CLE002,BP Indonesia LNGExpension,OHS,D,,,0%,,,,,Y,Y,,
NEBEXA300,Nebosh,TRA,D,Registration payments,,0%,,,,,Y,Y,,
WAT006,Watpac,TRA,D,Verification of Competency Assessments,,0%,,,,,Y,Y,,
AWE001,All west eng,TEC,D,,,0%,,,,,Y,Y,,
GPS001,Generator power systems,TEC,D,,,0%,,,,,Y,Y,,
JHG023,John Holland Group,TEC,D,Site Inductions,,0%,,,,,Y,Y,,
DIR005,Lost Sands,ENV,D,,,0%,,,,,Y,Y,,
MOQ003,Maersk Oil,OHS,D,,,0%,,,,,Y,Y,,
WHG001,Tender assistance,TRA,D,,,0%,,,,,Y,Y,,
WSE022,Goodwyn Facility Complian,ENV,D,,,0%,,,,,Y,Y,,
CAP000,Cliffs Internal Audit,ENV,D,Corrected CAP022 to CAP000 in MYOB as there is CAP022 with diff project name in July 2015. Only expense in this job and is not billed,,0%,,,,,Y,Y,,
TEN019,HSEQ Systems Support,OHS,D,,,0%,,,,,Y,Y,,
BUS005,Marketing Collateral,mis004,D,,,0%,,,,,Y,Y,,
WHS001,Daniel Andrew Thurstun,TRA,D,Cert IV of OHS,,0%,,,,,Y,Y,,
LAC002,Lead Auditor course,TRA,D,,,0%,,,,,Y,Y,,
SKR010,Andrew Phillips,TRA,D,Advanced Diploma of OHS-RPL,,0%,,,,,Y,Y,,
CCI009,Kyal Gatti,TRA,D,Eligibility - Traineeships,,0%,,,,,Y,Y,,
RIO586,Site Skills Training,TEC,D,Pre-Audit,,0%,,,,,Y,Y,,
RIO590,New Job,TEC,D,,,0%,,,,,Y,Y,,
BHP071,WINS Yandi,TEC,D,,,0%,,,,,Y,Y,,
VOA007,HSE Support Darwin,OHS,D,,,0%,,,,,Y,Y,,
NEW006,Annual Compliance Audit,ENV,D,,,0%,,,,,Y,Y,,
PBR001,Parsons Brinckerhoff,ENV,D,Incident Assessment,,0%,,,,,Y,Y,,
RIO573,Reliability Success,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO582,RTO Solutions,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
SIG001,Sorikmas,ENV,D,Resettlement Gap Analysis and Recommended Strategy,,0%,,,,,Y,Y,,
MOQ000,Non billable -Maersk,OHS,D,,,0%,,,,,Y,Y,,
FAB001,Fabricon OHS Support,TEC,D,,,0%,,,,,Y,Y,,
MDD001,Identify&control Hazard,TEC,D,,,0%,,,,,Y,Y,,
BHM001,Support with RA&SMS,TEC,D,Bhagwan Marine,,0%,,,,,Y,Y,,
RIO579,RIO579,TEC,D,,,0%,,,,,Y,Y,,
RIO585,RIO585,TEC,D,,,0%,,,,,Y,Y,,
RIO584,RIO584,TEC,D,,,0%,,,,,Y,Y,,
PCA001,PICS Auditing,mis004,D,changed to Admin July 2013,,0%,,,,,Y,Y,,
TEN020,Contractor audit,OHS,D,at Pilbara,,0%,,,,,Y,Y,,
AGE001,AGE HSEMP work,TEC,D,,,0%,,,,,Y,Y,,
WPC004,Traffice Mgt Audit,OHS,D,,,0%,,,,,Y,Y,,
IMM035a,Offshore ESIA Support,ENV,D,,,0%,,,,,Y,Y,,
CER001,printing CVX,TRA,D,,,0%,,,,,Y,Y,,
CER002,printing CVX,TRA,D,7 participants,,0%,,,,,Y,Y,,
VOA008,SEMS,OHS,D,Security & Emergency Management Support,,0%,,,,,Y,Y,,
NBD003,Kerrie Smith,TRA,D,Nebosh IGC Distance Program,,0%,,,,,Y,Y,,
SKR009,Edward Lamperd,TRA,D,TAE40110 Cert IV in Training & Assessment - RPL,,0%,,,,,Y,Y,,
SKR012,Joanne Smith,TRA,D,Advanced Diploma of OHS -RPL,,0%,,,,,Y,Y,,
SKR013,James Edward Alderton,TRA,D,Advanced Diploma of OHS - RPL,,0%,,,,,Y,Y,,
BDO001,New Job,TRA,D,,,0%,,,,,Y,Y,,
WSE021,Browse Risk Team,OHS,D,,,0%,,,,,Y,Y,,
CLE003,Safety Consulting Service,OHS,D,,,0%,,,,,Y,Y,,
NRE001,Nebosh Revision & Exams,TRA,D,,,0%,,,,,Y,Y,,
OMS001,Orica Australia Pty Ltd,ENV,D,Recertification Audit,,0%,,,,,Y,Y,,
RIO577,Global Env'l Modelling,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
RIO587,Built,TEC,D,Prequalification,,0%,,,,,Y,Y,,
BHP074,Eastern Ridge WIP OB24,TEC,D,,,0%,,,,,Y,Y,,
SKR014,Peter Zlatko Kitak,TRA,D,Adv. Dip. of OHS - RPL,,0%,,,,,Y,Y,,
ENE002,Enerflex,TRA,D,VOC Procedure Dev't & VOC,,0%,,,,,Y,Y,,
FUT004,Waste Management Plan,ENV,D,Waste Management Plan,,0%,,,,,Y,Y,,
CIC002,Risk assessment on event,TEC,D,,,0%,,,,,Y,Y,,
LOC001,Locrian,TRA,D,Bawdwin trip in Myanmar,,0%,,,,,Y,Y,,
PIC001,Pics Auditing,TRA,D,,,0%,,,,,Y,Y,,
MDP002,Jack hill Care &MtceAudit,ENV,D,,,0%,,,,,Y,Y,,
RPL191,RPL191,TRA,D,,,0%,,,,,Y,Y,,
RPL282,RPL282,TRA,D,,,0%,,,,,Y,Y,,
SKR011,SKR011,TRA,D,,,0%,,,,,Y,Y,,
OIL001,Oilex crisis Mgt plan,OHS,D,,,0%,,,,,Y,Y,,
LAC000,LAC admin,TRA,D,,,0%,,,,,Y,Y,,
MCA000,Mongolian Compliance Adm,TRA,D,,,0%,,,,,Y,Y,,
NBD000,NBD Admin,TRA,D,,,0%,,,,,Y,Y,,
CCI012,CCI,TRA,D,,,0%,,,,,Y,Y,,
CCI013,CCI,TRA,D,,,0%,,,,,Y,Y,,
CCI014,CCI,TRA,D,,,0%,,,,,Y,Y,,
CCI016,CCI,TRA,D,,,0%,,,,,Y,Y,,
CCI017,CCI,TRA,D,,,0%,,,,,Y,Y,,
CCI000,CCI admin,TRA,D,,,0%,,,,,Y,Y,,
BGC004,DEIA Assistance,OHS,D,,,0%,,,,,Y,Y,,
RIO591,Yurra Landscaping,TEC,D,,,0%,,,,,Y,Y,,
RIO593,RIO593,TEC,D,,,0%,,,,,Y,Y,,
MMS001,Merendino Marine Service,TEC,D,Develop SMS Phase 1,,0%,,,,,Y,Y,,
TER006,Cert IV,SEA,D,,,0%,,,,,Y,Y,,
NEB101,Cert IV in OHS,SEA,D,,,0%,,,,,Y,Y,,
SKR019,Anthony Paul Borkett,TRA,D,Cert IV Frontline Mgt-RPL,,0%,,,,,Y,Y,,
BRA004,Training package,TRA,D,,,0%,,,,,Y,Y,,
CCI010,Traineeship,TRA,D,Darren Winters,,0%,,,,,Y,Y,,
SKR020,Carmen Smith,TRA,D,Advanced Diploma of OHS - RPL,,0%,,,,,Y,Y,,
KCG002,Internal Gap Analysis,ENV,D,Internal Gap Analysis,,0%,,,,,Y,Y,,
MOQ004,Maersk Oil Qatar,OHS,D,safety analysis of Maersk operations,,0%,,,,,Y,Y,,
LLE002,Lend Lease,TEC,D,Project WHS&R Mgt Plan,,0%,,,,,Y,Y,,
JHG024,John Holland Group,TEC,D,Wheatstone Construction Project,,0%,,,,,Y,Y,,
IFC001,Translation of IFC Performance,ENV,D,Translation of IFC Performance Standards,,0%,,,,,Y,Y,,
CC014,Joshua McCleery,TRA,D,Cert IV on OHS,,0%,,,,,Y,Y,,
OYT011,Oyu Tolgoi,SEA,D,,,0%,,,,,Y,Y,,
BFR001,Brookfield Rail,ENV,D,EMP Gap Analysis,,0%,,,,,Y,Y,,
CCI018,Kelly Whitley,TRA,D,Cert IV OHS,,0%,,,,,Y,Y,,
RIO596,Vix,TEC,D,Prequalification Audit,,0%,,,,,Y,Y,,
VOA009,Emergency plan,OHS,D,,,0%,,,,,Y,Y,,
WHS002,Matthew Du Plessis,TRA,D,Cert IV in OHS,,0%,,,,,Y,Y,,
TCL002,Investigation,TEC,D,,,0%,,,,,Y,Y,,
CLE000,Clough non billable,OHS,D,,,0%,,,,,Y,Y,,
RIO597,RIO597,TEC,D,,,0%,,,,,Y,Y,,
JHG025,CEMP compliance Audit,ENV,D,,,0%,,,,,Y,Y,,
DAP002,DAP002,ENV,D,Ichthys project,,0%,,,,,Y,Y,,
