Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4575,20/11/2024,48750212816,,P,Sending used pendulum to Vo Rogue Transport in Narre Warren South ,60027,$240.77,,,Purchase; TNT Express,,GST,$24.08,$0.00,GST,$0.00,B,,,5,1,30,0,$264.85,,*None,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servco Australia Morningside Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4544,22/11/2024,JC14155711,,P,Car service at 15.0000 kms 204IS2 (JB),62005,$236.36,,,Purchase; Servco Australia Morningside Pty Ltd,,GST,$23.64,$0.00,GST,$0.00,B,,,5,1,30,0,$260,,*None,5499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Regional Sales Pte Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4546,23/11/2024,E0100UFON1,,P,Microsoft licenses monthly subscription,61010,$72,,,Purchase; Microsoft Regional Sales Pte Ltd,,GST,$7.2,$0.00,GST,$0.00,B,,,5,1,30,0,$79.2,,*None,6683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Regional Sales Pte Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4547,23/11/2024,E0100UEZH8,,P,Microsoft licenses monthly subscription,61010,$72.6,,,Purchase; Microsoft Regional Sales Pte Ltd,,GST,$7.26,$0.00,GST,$0.00,B,,,5,1,30,0,$79.86,,*None,6683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeLonghi Australia Pty Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4545,24/11/2024,HYDAU14006227,,P,New coffee machine for Lota,11302,$678.24,,,Purchase; DeLonghi Australia Pty Limited,,GST,$67.82,$0.00,GST,$0.00,B,,,5,1,30,0,$746.06,,*None,6862
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapid Global,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4548,24/11/2024,645612,,P,CBRE induction,60101,$36.36,,,Purchase; Rapid Global,,GST,$3.64,$0.00,GST,$0.00,B,,,5,1,30,0,$40,,*None,3113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custom House Furniture Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4549,26/11/2024,INV-0846,,P,New table for the recreation area in Lota (50% last instalment),13330,"$1,935",,,Purchase; Custom House Furniture Pty Ltd,,GST,$193.5,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,128.5",,*None,4241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vodafone Pty Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4550,26/11/2024,,,P,Telephone bill and internet in Sydney apartment,61004,"$1,901.9",,,Purchase; Vodafone Pty Limited,,GST,$190.19,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,092.09",,*None,2086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas Group Accommodation Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4552,27/11/2024,,,P,Accommodation Grant MacVitie,61504,$340.91,,,Purchase; Qantas Group Accommodation Pty Ltd,,GST,$34.09,$0.00,GST,$0.00,B,,,5,1,30,0,$375,,*None,5666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4553,27/11/2024,INV-0562,,P,Backyard maintenance,61107,$118.18,,,Purchase; SLH Mowing ,,GST,$11.82,$0.00,GST,$0.00,B,,,5,1,30,0,$130,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Printing Well Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4561,29/11/2024,60386,,P,Printing dry onsite testing sheets,61301,$181.82,,,Purchase; The Printing Well Pty Ltd,,GST,$18.18,$0.00,GST,$0.00,B,,,5,1,30,0,$202.18,,*None,3961
The Printing Well Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4561,29/11/2024,60386,,P,Credit card surcharge,61301,$2.18,,,Purchase; The Printing Well Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$202.18,,*None,3961
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wash On Wheels,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4562,29/11/2024,457373,,P,Car detailed 483JW9 AND 480JW9,62005,$352.73,,,Purchase; Wash On Wheels,,GST,$35.27,$0.00,GST,$0.00,B,,,5,1,30,0,$388,,*None,6636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4563,29/11/2024,1012442615,,P,Adjustable monitor stand,13510,$54.52,,,Purchase; Office Works,,GST,$5.45,$0.00,GST,$0.00,B,,,5,1,30,0,$303.84,,*None,3520
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4563,29/11/2024,1012442615,,P,Logitech wireless keyboard and mouse combo,13510,$85.45,,,Purchase; Office Works,,GST,$8.55,$0.00,GST,$0.00,B,,,5,1,30,0,$303.84,,*None,3520
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4563,29/11/2024,1012442615,,P,Stationary,61301,$136.25,,,Purchase; Office Works,,GST,$13.62,$0.00,GST,$0.00,B,,,5,1,30,0,$303.84,,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metcash Food and Grocery Convenience Store,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4567,29/11/2024,40930,,P,Office supplies,61304,$239.75,,,Purchase; Metcash Food and Grocery Convenience Store,,GST,$23.98,$0.00,GST,$0.00,B,,,5,1,30,0,$263.73,,Campbells,5013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Office Cleaning,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4559,30/11/2024,44188,,P,November cleaning at HQ Lota,61107,"$1,230.84",,,Purchase; Zoom Office Cleaning,,GST,$123.08,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,353.92",,*None,3472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Office Cleaning,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4560,30/11/2024,44313,,P,November cleaning at GTCC,62622,$230.16,,,Purchase; Zoom Office Cleaning,,GST,$23.02,$0.00,GST,$0.00,B,,,5,1,30,0,$253.18,,*None,3472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire Accountants,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4565,30/11/2024,INV-34066,,P,Monthly fixed agreement FY 2024/2025,60008,"$1,710",,,Purchase; Empire Accountants,,GST,$171,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,882.9",,*None,4764
Empire Accountants,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4565,30/11/2024,INV-34066,,P,Credit card surcharge,60008,$1.9,,,Purchase; Empire Accountants,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,882.9",,*None,4764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red ICT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4569,30/11/2024,791066,,P,NBN Lota,61004,$111.18,,,Purchase; Red ICT,,GST,$11.12,$0.00,GST,$0.00,B,,,5,1,30,0,$234.6,,*None,4820
Red ICT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4569,30/11/2024,791066,,P,NBN GTCC,62614,$102.09,,,Purchase; Red ICT,,GST,$10.21,$0.00,GST,$0.00,B,,,5,1,30,0,$234.6,,*None,4820
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4564,01/12/2024,INV-9645,,P,Online monthly backup,61001,$80.91,,,Purchase; Nifty Group Pty Ltd,,GST,$8.09,$0.00,GST,$0.00,B,,,5,1,30,0,$90.78,,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4564,01/12/2024,INV-9645,,P,Credit card surcharge,61001,$1.78,,,Purchase; Nifty Group Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$90.78,,*None,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4566,01/12/2024,2-10010646703,,P,MYOB monthly subscription,60017,$160.91,,,Purchase; MYOB Australia Pty Ltd,,GST,$16.09,$0.00,GST,$0.00,B,,,5,1,30,0,$177,,*None,4389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citygreen,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4568,01/12/2024,27838,,P,Indoor plant maintenance,61107,$70.45,,,Purchase; Citygreen,,GST,$7.05,$0.00,N-T,$0.00,B,,,5,1,30,0,$77.5,,*None,3020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Van That Can Via Square,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4573,01/12/2024,41343,,P,Transportation of the new table for the recreation area to Lota,61109,$414.08,,,Purchase; The Van That Can Via Square,,GST,$41.41,$0.00,GST,$0.00,B,,,5,1,30,0,$455.49,,*None,5029
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4574,02/12/2024,FRA/24/12/0552,,A,Shipping cost pendulum invoice #FRA/24/0549,60027,$772.5,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,$772.5,,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercheap Auto,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4576,02/12/2024,4.105E+14,,P,Windscreen wipers 053GU9,62005,$26.35,,,Purchase; Supercheap Auto,,GST,$2.64,$0.00,GST,$0.00,B,,,5,1,30,0,$28.99,,*None,3503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane City Council,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4579,02/12/2024,5000 1047 2249 705,,P,Lota's rates,61104,"$1,426.7",,,Purchase; Brisbane City Council,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,426.7",,*None,6878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane City Council,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4582,02/12/2024,5000 1047 2217 868,,P,Rates - GTCC,61104,$796.3,,,Purchase; Brisbane City Council,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$796.3,,*None,6878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorpass,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4570,03/12/2024,41,,P,November's fuel all vehicles,62001,"$3,230.07",,,Purchase; Motorpass,,GST,$323.01,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,553.08",,*None,2867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xero (NZ) Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4581,03/12/2024,IN-5461507,,P,Xero monthly subscription ISTS Consultancy ,62819,$44.05,,,Purchase; Xero (NZ) Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$44.05,,*None,6418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origin Energy,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4583,04/12/2024,95128034,,P,Electricity - HQ,61103,$191.99,,,Purchase; Origin Energy,,GST,$19.2,$0.00,GST,$0.00,B,,,5,1,30,0,$211.19,,*None,2858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4580,05/12/2024,8164/09594195,,P,Office supplies,61304,$42.62,,,Purchase; Bunnings Warehouse,,GST,$4.26,$0.00,GST,$0.00,B,,,5,1,30,0,$46.88,,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Utilities,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4586,09/12/2024,1018 5742 196,,P,Water and Sewerage - HQ,61105,$309.66,,,Purchase; Urban Utilities,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$309.66,,*None,3027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xero Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4596,10/12/2024,INV-39902241,,P,Walton Global Xero monthly subscription,62623,$30.23,,,Purchase; Xero Australia Pty Ltd,,GST,$3.02,$0.00,GST,$0.00,B,,,5,1,30,0,$33.25,,*None,5083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servco Australia Morningside Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4631,11/12/2024,10766174,,P,Car service at 30.000 kms 053GU9,62005,$236.36,,,Purchase; Servco Australia Morningside Pty Ltd,,GST,$23.64,$0.00,GST,$0.00,B,,,5,1,30,0,$260,,*None,5499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4585,12/12/2024,INV-0629,,P,Yard maintenance - HQ,61107,$118.18,,,Purchase; SLH Mowing ,,GST,$11.82,$0.00,GST,$0.00,B,,,5,1,30,0,$130,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catts Self Storage,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4597,13/12/2024,25228,,P,1 year rental storage in WA,61609,"$1,492.36",,,Purchase; Catts Self Storage,,GST,$149.24,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,641.6",,*None,5271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4632,13/12/2024,MB42319818,,P,5 chargers ,61007,$313.64,,,Purchase; Apple Pty Ltd,,GST,$31.36,$0.00,GST,$0.00,B,,,5,1,30,0,$819,,*None,4858
Apple Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4632,13/12/2024,MB42319818,,P,5 cases for Iphone 15,61007,$359.09,,,Purchase; Apple Pty Ltd,,GST,$35.91,$0.00,GST,$0.00,B,,,5,1,30,0,$819,,*None,4858
Apple Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4632,13/12/2024,MB42319818,,P,1 case for Iphone 16,61007,$71.82,,,Purchase; Apple Pty Ltd,,GST,$7.18,$0.00,GST,$0.00,B,,,5,1,30,0,$819,,*None,4858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4598,16/12/2024,1012854183,,P,Stationary,61301,$139.5,,,Purchase; Office Works,,GST,$13.95,$0.00,GST,$0.00,B,,,5,1,30,0,$153.45,,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ink Station,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4599,16/12/2024,A11318656,,P,1 Tonner,61301,$140.38,,,Purchase; Ink Station,,GST,$14.04,$0.00,GST,$0.00,B,,,5,1,30,0,$154.42,,*None,3894
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartons Motors PTY LTD,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4620,16/12/2024,GBCSB620880,,P,Car service 728 WLM,62005,$539.5,,,Purchase; Bartons Motors PTY LTD,,GST,$53.95,$0.00,GST,$0.00,B,,,5,1,30,0,$593.45,,*None,3054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustees for Allegiance Marketing Unit Trust,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4633,16/12/2024,AEDDFB6E-0001,,P,Accor plus explorer for Elliot Benson,61511,$362.73,,,Purchase; Trustees for Allegiance Marketing Unit Trust,,GST,$36.27,$0.00,GST,$0.00,B,,,5,1,30,0,$399,,Accor,5728
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedom Furniture,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4634,16/12/2024,9.01889E+12,,P,Glassware to HQ ,13330,$472.23,,,Purchase; Freedom Furniture,,GST,$47.22,$0.00,GST,$0.00,B,,,5,1,30,0,$519.45,,*None,3823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Warehouse Online,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4635,16/12/2024,50341,,P,Ohaus scale compact bench for tortus calibration,61306,$288,,,Purchase; Kitchen Warehouse Online,,GST,$28.8,$0.00,GST,$0.00,B,,,5,1,30,0,$316.8,,*None,6910
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4636,16/12/2024,8164/09381604,,P,Tools to repair the shed at HQ,61109,$79.11,,,Purchase; Bunnings Warehouse,,GST,$7.91,$0.00,GST,$0.00,B,,,5,1,30,0,$87.02,,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustees for Allegiance Marketing Unit Trust,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4626,17/12/2024,CS2834545,,P,Accor membership Joshua Walden,61511,$362.73,,,Purchase; Trustees for Allegiance Marketing Unit Trust,,GST,$36.27,$0.00,GST,$0.00,B,,,5,1,30,0,$399,,Accor,5728
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles Supermarkets Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4628,17/12/2024,6131,,P,USB fortortus,61704,$17.27,,,Purchase; Coles Supermarkets Australia Pty Ltd,,GST,$1.73,$0.00,GST,$0.00,B,,,5,1,30,0,$19,,*None,3974
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Printing Well Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4629,17/12/2024,60608,,P,Printing wet worksheets,61301,$181.82,,,Purchase; The Printing Well Pty Ltd,,GST,$18.18,$0.00,GST,$0.00,B,,,5,1,30,0,$202.18,,*None,3961
The Printing Well Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4629,17/12/2024,60608,,P,Credit card surcharge,61301,$2.18,,,Purchase; The Printing Well Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$202.18,,*None,3961
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire Accountants,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4592,18/12/2024,INV-34295,,P,Monthly fixed agreement FY 2024/2025,60008,"$1,710",,,Purchase; Empire Accountants,,GST,$171,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,882.9",,*None,4764
Empire Accountants,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4592,18/12/2024,INV-34295,,P,Surcharge dee,60008,$1.73,,,Purchase; Empire Accountants,,GST,$.17,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,882.9",,*None,4764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4600,19/12/2024,INV-9672,,P,GPC domain host renewal,61001,$275,,,Purchase; Nifty Group Pty Ltd,,GST,$27.5,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,103.75",,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4600,19/12/2024,INV-9672,,P,Joel laptop sharepoint issue in desktop mood,61001,$100,,,Purchase; Nifty Group Pty Ltd,,GST,$10,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,103.75",,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4600,19/12/2024,INV-9672,,P,Labour onsite 16-12-2024,61001,"$1,500",,,Purchase; Nifty Group Pty Ltd,,GST,$150,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,103.75",,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4600,19/12/2024,INV-9672,,P,Credit card surcharge,61001,$41.25,,,Purchase; Nifty Group Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,103.75",,*None,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapid Global,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4630,19/12/2024,652245,,P,CBRE induction Joshua Warren,60101,$36.36,,,Purchase; Rapid Global,,GST,$3.64,$0.00,GST,$0.00,B,,,5,1,30,0,$40,,*None,3113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wash On Wheels,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4593,20/12/2024,467845,,P,Car detailing 923 EL5 AND 049DV7,62005,$378,,,Purchase; Wash On Wheels,,GST,$37.8,$0.00,GST,$0.00,B,,,5,1,30,0,$415.8,,*None,6636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Restaurant,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4601,20/12/2024,,,P,Christmas party,61801,"$4,200.91",,,Purchase; Stanley Restaurant,,GST,$420.09,$0.00,GST,$0.00,B,,,5,1,30,0,"$4,902.88",,*None,6080
Stanley Restaurant,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4601,20/12/2024,,,P,Tip and surcharge,61801,$281.88,,,Purchase; Stanley Restaurant,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$4,902.88",,*None,6080
Stanley Restaurant,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4601,20/12/2024,,,P,,61801,$0.00,,,Purchase; Stanley Restaurant,,GST,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$4,902.88",,*None,6080
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iPRO Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4625,20/12/2024,94264,,P,Induction monthly subscription,60101,$45,,,Purchase; iPRO Group Pty Ltd,,GST,$4.5,$0.00,GST,$0.00,B,,,5,1,30,0,$49.5,,*None,5995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Restaurant,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4602,21/12/2024,,,P,Christmas party drinks,61801,"$3,243.64",,,Purchase; Stanley Restaurant,,GST,$324.36,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,607.25",,*None,6080
Stanley Restaurant,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4602,21/12/2024,,,P,Surcharge,61801,$39.25,,,Purchase; Stanley Restaurant,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,607.25",,*None,6080
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Regional Sales Pte Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4603,23/12/2024,E0100UR70F,,P,Microsoft licenses monthly subscription,61010,$72.6,,,Purchase; Microsoft Regional Sales Pte Ltd,,GST,$7.26,$0.00,GST,$0.00,B,,,5,1,30,0,$79.86,,*None,6683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Regional Sales Pte Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4604,23/12/2024,E0100URB1H,,P,Microsoft licenses monthly subscription,61010,$72,,,Purchase; Microsoft Regional Sales Pte Ltd,,GST,$7.2,$0.00,GST,$0.00,B,,,5,1,30,0,$79.2,,*None,6683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vodafone Pty Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4605,23/12/2024,,,P,Telephone bill,61004,"$2,059.53",,,Purchase; Vodafone Pty Limited,,GST,$205.95,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,265.48",,*None,2086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4587,25/12/2024,INV-0677,,P,Lawn maintenanceHQ ,61107,$190.91,,,Purchase; SLH Mowing ,,GST,$19.09,$0.00,GST,$0.00,B,,,5,1,30,0,$210,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ink Station,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4607,27/12/2024,A11380727,,P,10 port USB charging station,13510,$218.09,,,Purchase; Ink Station,,GST,$21.81,$0.00,GST,$0.00,B,,,5,1,30,0,$239.9,,*None,3894
Ink Station,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4607,27/12/2024,A11380727,,P,,61301,$0.00,,,Purchase; Ink Station,,GST,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$239.9,,*None,3894
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
